ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,removed_reason
caltech_icsd_81047,Li0.36Nd0.54Ti1O3,,Li0.36 Nd0.54 Ti1 O3,3.42e-08,,,,,,,,,,,perovskites,10.1016/s0022-3697(96)00226-0,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,81047,,,model threshold: conductivity < 1e-06
caltech_icsd_81048,Li0.39Pr0.51Ti1O2.96,,Li0.39 Pr0.51 Ti1 O2.96,5.34e-07,,,,,,,,,,,perovskites,10.1016/s0022-3697(96)00226-0,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,81048,,,model threshold: conductivity < 1e-06
caltech_icsd_81980,LiAlSi3O8,,Li1 Al1 Si3 O8,7.19e-09,,,,,,,,,,,silicates,10.4028/www.scientific.net/kem.790.9,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=375,,,81980,,,model threshold: conductivity < 1e-06
caltech_icsd_83501,Li0.87Hf2.032P3O12,,Li0.87 Hf2.032 P3 O12,9.2e-08,,,,,,,,,,,nasicon,10.1021/cm970078n,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=370,,,83501,,,model threshold: conductivity < 1e-06
caltech_icsd_83832,LiSn2(PO4)3,,Li1 Sn2 P3 O12,2.04e-09,,,,,,,,,,,nasicon,10.1149/1.2220723,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,83832,,,model threshold: conductivity < 1e-06
caltech_icsd_86168,Li2NiGe3O8,,Li2 Ni1 Ge3 O8,4.88e-09,,,,,,,,,,,oxides,10.1039/a800234g,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=336,,,86168,,,model threshold: conductivity < 1e-06
caltech_icsd_87413,SrLi4N2,,Sr1 Li4 N2,2.3e-13,,,,,,,,,,,nitrides,10.1002/anie.198917021,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=703,,,87413,,,model threshold: conductivity < 1e-06
caltech_icsd_101899,Li3.126Al0.973S3,,Li3.126 Al0.973 S3,1.3e-08,,,,,,,,,,,sulfides,10.1021/acs.chemmater.9b03230,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,101899,,,model threshold: conductivity < 1e-06
caltech_icsd_111759,Li4Sn0.82Ge0.18Se4,,Li4 Sn0.82 Ge0.18 Se4,6.93e-07,,,,,,,,,,,chalcogenidotetrelates,10.1021/acs.chemmater.0c04150,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,111759,,,model threshold: conductivity < 1e-06
caltech_icsd_120970,Li2HBrO,,Li2 H1 Br1 O1,1.33e-07,,,,,,,,,,,antiperovskite,10.1016/j.jssc.2020.121263,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,120970,,,model threshold: conductivity < 1e-06
caltech_icsd_130090,LiSc(PS3)2,,Li1 Sc1 P2 S6,4.5e-11,,,,,,,,,,,thio_phosphate,10.1002/zaac.201800363,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,130090,,,model threshold: conductivity < 1e-06
caltech_icsd_130194,Li4Sn0.772Ge0.228S4,,Li4 Sn0.772 Ge0.228 S4,2.8e-07,,,,,,,,,,,chalcogenidotetrelates,10.1021/acs.chemmater.9b01059,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,130194,,,model threshold: conductivity < 1e-06
caltech_icsd_130195,Li4Sn0.504Ge0.496S4,,Li4 Sn0.504 Ge0.496 S4,2.01e-07,,,,,,,,,,,chalcogenidotetrelates,10.1021/acs.chemmater.9b01059,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,130195,,,model threshold: conductivity < 1e-06
caltech_icsd_130196,Li4Sn0.279Ge0.721S4,,Li4 Sn0.279 Ge0.721 S4,8.8e-08,,,,,,,,,,,chalcogenidotetrelates,10.1021/acs.chemmater.9b01059,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,130196,,,model threshold: conductivity < 1e-06
caltech_icsd_130198,Li4GeS4,,Li4 Ge1 S4,1.79e-07,,,,,,,,,,,thio_lisicon,10.1021/acs.chemmater.9b01059,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,130198,,,model threshold: conductivity < 1e-06
caltech_icsd_135737,Li1.9W2O6.95,,Li1.9 W2 O6.95,3.94e-15,,,,,,,,,,,oxides,10.1021/acs.inorgchem.1c00609,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=526,,,135737,,,model threshold: conductivity < 1e-06
caltech_icsd_141256,Li15P4S16Cl3,,Li15 P4 S16 Cl3,1e-07,,,,,,,,,,,sulfides,10.1021/acs.inorgchem.9b01751,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,141256,,,model threshold: conductivity < 1e-06
caltech_icsd_141482,LiIn2SbO6,,Li1 In2 Sb1 O6,3.17e-15,,,,,,,,,,,oxides,10.1021/acs.chemmater.0c01491,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=623,,,141482,,,model threshold: conductivity < 1e-06
caltech_icsd_141993,LiB11H6CCl6,,Li1 B11 H6 C1 Cl6,4.48e-09,,,,,,,,,,,halides,10.1021/acs.chemmater.9b04383,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,141993,,,model threshold: conductivity < 1e-06
caltech_icsd_141995,LiB11H6CBr6,,Li1 B11 H6 C1 Br6,6.21e-09,,,,,,,,,,,halides,10.1021/acs.chemmater.9b04383,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,141995,,,model threshold: conductivity < 1e-06
caltech_icsd_142557,Li1.62La2Ti2.83Nb0.17O10,,Li1.62 La2 Ti2.83 Nb0.17 O10,4.26e-09,,,,,,,,,,,oxides,10.1021/acs.inorgchem.0c00962,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,142557,,,model threshold: conductivity < 1e-06
caltech_icsd_142566,Li2La1.8Ti2.4Nb0.6O10,,Li2 La1.8 Ti2.4 Nb0.6 O10,2.92e-09,,,,,,,,,,,oxides,10.1021/acs.inorgchem.0c00962,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,142566,,,model threshold: conductivity < 1e-06
caltech_icsd_151937,Sr0.04Li0.2Ca0.36Ta1O3,,Sr0.04 Li0.2 Ca0.36 Ta1 O3,9.2e-09,,,,,,,,,,,perovskites,10.1016/j.solidstatesciences.2004.05.006,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=373,,,151937,,,model threshold: conductivity < 1e-06
caltech_icsd_155126,Li3BN2,,Li3 B1 N2,1.56e-10,,,,,,,,,,,nitrides,10.1016/0022-4596(87)90135-6,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=380,,,155126,,,model threshold: conductivity < 1e-06
caltech_icsd_159728,Li3.05Nd3Sb0.05Te1.95O12,,Li3.05 Nd3 Sb0.05 Te1.95 O12,1.09e-11,,,,,,,,,,,garnet,10.1021/cm703677q,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=373,,,159728,,,model threshold: conductivity < 1e-06
caltech_icsd_159729,Li3.1Nd3Sb0.1Te1.9O12,,Li3.1 Nd3 Sb0.1 Te1.9 O12,1.98e-09,,,,,,,,,,,garnet,10.1021/cm703677q,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=320,,,159729,,,model threshold: conductivity < 1e-06
caltech_icsd_159730,Li3.2Nd3Sb0.2Te1.8O12,,Li3.2 Nd3 Sb0.2 Te1.8 O12,1.02e-08,,,,,,,,,,,garnet,10.1021/cm703677q,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=673,,,159730,,,model threshold: conductivity < 1e-06
caltech_icsd_159731,Li3.5Nd3Sb0.5Te1.5O12,,Li3.5 Nd3 Sb0.5 Te1.5 O12,9.58e-08,,,,,,,,,,,garnet,10.1021/cm703677q,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=673,,,159731,,,model threshold: conductivity < 1e-06
caltech_icsd_159733,Li4.5Nd3Sb1.5Te0.5O12,,Li4.5 Nd3 Sb1.5 Te0.5 O12,1.47e-08,,,,,,,,,,,garnet,10.1021/cm703677q,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=673,,,159733,,,model threshold: conductivity < 1e-06
caltech_icsd_174202,Li7La3Hf2O12,,Li7 La3 Hf2 O12,9.85e-07,,,,,,,,,,,garnet,10.1016/j.jssc.2009.10.030,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,174202,,,model threshold: conductivity < 1e-06
caltech_icsd_180318,Li3PS4,,Li3 P1 S4,2.6e-07,,,,,,,,,,,thio_lisicon,10.1021/ja3110895,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=373,,,180318,,,model threshold: conductivity < 1e-06
caltech_icsd_184087,Li0.9Ti1.8Nb0.2P3O12,,Li0.9 Ti1.8 Nb0.2 P3 O12,3.2e-08,,,,,,,,,,,nasicon,10.1016/j.ssi.2012.01.035,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,184087,,,model threshold: conductivity < 1e-06
caltech_icsd_184917,LiLa(PO3)4,,Li1 La1 P4 O12,6.25e-15,,,,,,,,,,,phosphates,10.1016/j.physb.2012.03.077,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=553,,,184917,,,model threshold: conductivity < 1e-06
caltech_icsd_188649,Li1.134Mn0.47Co0.138Ni0.257O2,,Li1.134 Mn0.47 Co0.138 Ni0.257 O2,3.67e-07,,,,,,,,,,,oxides,10.1039/c3ta11040k,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,188649,,,model threshold: conductivity < 1e-06
caltech_icsd_188652,Li1.136Mn0.467Co0.139Ni0.258O2,,Li1.136 Mn0.467 Co0.139 Ni0.258 O2,7.13e-07,,,,,,,,,,,oxides,10.1039/c3ta11040k,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,188652,,,model threshold: conductivity < 1e-06
caltech_icsd_190654,LiZr2(AsO4)3,,Li1 Zr2 As3 O12,1.12e-09,,,,,,,,,,,oxides,10.1134/s0020168514030091,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=353,,,190654,,,model threshold: conductivity < 1e-06
caltech_icsd_190830,Sr0.5Li0.25La0.25Ti1O3,,Sr0.5 Li0.25 La0.25 Ti1 O3,1.56e-21,,,,,,,,,,,perovskites,10.1016/j.ceramint.2013.05.083,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=882,,,190830,,,model threshold: conductivity < 1e-06
caltech_icsd_196431,CsLi5Mn(P2O7)2,,Cs1 Li5 Mn1 P4 O14,3.37e-13,,,,,,,,,,,phosphates,10.1039/c5dt04427h,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=423,,,196431,,,model threshold: conductivity < 1e-06
caltech_icsd_196465,Li4.5Cr0.5Te1O6,,Li4.5 Cr0.5 Te1 O6,2.13e-10,,,,,,,,,,,oxides,10.1016/j.materresbull.2015.12.011,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=373,,,196465,,,model threshold: conductivity < 1e-06
caltech_icsd_196466,Li4.5Mn0.5Te1O6,,Li4.5 Mn0.5 Te1 O6,9.89e-13,,,,,,,,,,,oxides,10.1016/j.materresbull.2015.12.011,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=373,,,196466,,,model threshold: conductivity < 1e-06
caltech_icsd_196467,Li4.5Al0.5Te1O6,,Li4.5 Al0.5 Te1 O6,4.6e-13,,,,,,,,,,,oxides,10.1016/j.materresbull.2015.12.011,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=373,,,196467,,,model threshold: conductivity < 1e-06
caltech_icsd_202401,Li6CoCl8,,Li6 Co1 Cl8,4.6e-09,,,,,,,,,,,rocksalt,10.1002/zaac.19875531020,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=373,,,202401,,,model threshold: conductivity < 1e-06
caltech_icsd_238601,Li6.6Si1P1O8,,Li6.6 Si1 P1 O8,1.48e-07,,,,,,,,,,,lisicon,10.1021/jacs.5b04444,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=323,,,238601,,,model threshold: conductivity < 1e-06
caltech_icsd_238603,Li4SiO4,,Li4 Si1 O4,5e-10,,,,,,,,,,,lisicon,10.1016/0022-4596(84)90114-2,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,238603,,,model threshold: conductivity < 1e-06
caltech_icsd_239304,Li3.2V1N0.24O3.76,,Li3.2 V1 N0.24 O3.76,4.52e-13,,,,,,,,,,,oxides,10.1039/c5ta07823g,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=604,,,239304,,,model threshold: conductivity < 1e-06
caltech_icsd_239763,LiBH4,,Li1 B1 H4,1e-08,,,,,,,,,,,other,10.1039/c6ta02761j,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,239763,,,model threshold: conductivity < 1e-06
caltech_icsd_240749,Li9S3N,,Li9 S3 N1,8.3e-07,,,,,,,,,,,nitrides,10.1039/c5ta05432j,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,240749,,,model threshold: conductivity < 1e-06
caltech_icsd_241829,Li2VS2O9,,Li2 V1 S2 O9,4.2e-10,,,,,,,,,,,oxides,10.1021/acs.chemmater.6b02759,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,241829,,,model threshold: conductivity < 1e-06
caltech_icsd_242170,Li2PS3,,Li4 P2 S6,2.38e-07,,,,,,,,,,,glass,10.1016/j.ssi.2015.10.015,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,242170,,,model threshold: conductivity < 1e-06
caltech_icsd_243915,Li2Mg2P3NO9,,Li2 Mg2 P3 N1 O9,9e-07,,,,,,,,,,,phosphates,10.1021/jacs.7b02323,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,243915,,,model threshold: conductivity < 1e-06
caltech_icsd_248343,Li3B(PO4)2,,Li3 B1 P2 O8,9.6e-12,,,,,,,,,,,borophosphates,10.1016/j.jssc.2014.11.024,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,248343,,,model threshold: conductivity < 1e-06
caltech_icsd_254406,LiGa2GeS6,,Li1 Ga2 Ge1 S6,3.8e-08,,,,,,,,,,,sulfides,10.1016/j.ssi.2014.04.015,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,254406,,,model threshold: conductivity < 1e-06
caltech_icsd_255464,Li4Zn(PO4)2,,Li4 Zn1 P2 O8,5.44e-18,,,,,,,,,,,phosphates,10.1021/acs.chemmater.7b05139,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=473,,,255464,,,model threshold: conductivity < 1e-06
caltech_icsd_259006,Li6.1La3Gd0.55Ta1.45O12,,Li6.1 La3 Gd0.55 Ta1.45 O12,8.56e-07,,,,,,,,,,,garnet,10.1039/c6dt04021g,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,259006,,,model threshold: conductivity < 1e-06
caltech_icsd_259199,Li5B3H13N,,Li5 B3 H13 N1,1.04e-07,,,,,,,,,,,hydrides,10.1021/acs.jpcc.7b00821,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,259199,,,model threshold: conductivity < 1e-06
caltech_icsd_262046,LiMn2TeO6,,Li1 Mn2 Te1 O6,2e-07,,,,,,,,,,,oxides,10.1016/j.solidstatesciences.2011.08.019,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,262046,,,model threshold: conductivity < 1e-06
caltech_icsd_262922,Li14Ce5Si11N19O7F2,,Li14 Ce5 Si11 N19 O7 F2,1.7e-10,,,,,,,,,,,nitridosilicates,10.1021/ja302255d,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=433,,,262922,,,model threshold: conductivity < 1e-06
caltech_icsd_280927,BaLiP2O7,,Ba1 Li1 P2 O7,2.03e-12,,,,,,,,,,,pyrophosphate,10.1007/s11581-014-1261-6,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=589,,,280927,,,model threshold: conductivity < 1e-06
caltech_icsd_281119,LiMgSO4F,,Li1 Mg1 S1 O4 F1,5.4e-08,,,,,,,,,,,oxyhalides,10.1021/jp304767d,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,281119,,,model threshold: conductivity < 1e-06
caltech_icsd_290831,Li4GeS4,,Li4 Ge1 S4,2e-07,,,,,,,,,,,thio_lisicon,10.1016/j.ssi.2004.02.025,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,290831,,,model threshold: conductivity < 1e-06
caltech_icsd_290979,Li3SNO3,,Li3 S1 N1 O3,1e-14,,,,,,,,,,,oxides,10.1016/j.solidstatesciences.2013.08.004,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=476,,,290979,,,model threshold: conductivity < 1e-06
caltech_icsd_291218,LiLa9(Si3O13)2,,Li1 La9 Si6 O26,1.45e-12,,,,,,,,,,,silicates,10.1016/0167-2738(95)00240-5,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=531,,,291218,,,model threshold: conductivity < 1e-06
caltech_icsd_291220,LiEu9(Si3O13)2,,Li1 Eu9 Si6 O26,9.7e-14,,,,,,,,,,,silicates,10.1016/0167-2738(95)00240-5,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=531,,,291220,,,model threshold: conductivity < 1e-06
caltech_icsd_402062,Li2ZnI4,,Li2 Zn1 I4,4e-08,,,,,,,,,,,halides,10.1016/j.ssi.2007.10.018,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,402062,,,model threshold: conductivity < 1e-06
caltech_icsd_414244,LiI,,Li1 I1,1e-07,,,,,,,,,,,rocksalt,10.1149/1.2403248,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,414244,,,model threshold: conductivity < 1e-06
caltech_icsd_415121,Li2TeSe3,,Li2 Te1 Se3,1.82e-10,,,,,,,,,,,sulfides,10.1002/zaac.200500007,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=383,,,415121,,,model threshold: conductivity < 1e-06
caltech_icsd_424834,Li3SbS3,,Li3 Sb1 S3,1e-07,,,,,,,,,,,sulfides,10.1016/0167-2738(83)90222-9,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,424834,,,model threshold: conductivity < 1e-06
caltech_icsd_428404,LiFePO4F,,Li1 Fe1 P1 O4 F1,6e-08,,,,,,,,,,,fluorophosphates,10.1016/j.electacta.2012.08.073,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,428404,,,model threshold: conductivity < 1e-06
caltech_icsd_431128,Li2Ti3O7,,Li2 Ti3 O7,7.44e-07,,,,,,,,,,,oxides,10.1016/0038-1098(79)90780-4,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,431128,,,model threshold: conductivity < 1e-06
caltech_icsd_433117,Li3CoTeO6,,Li3 Co1 Te1 O6,5.83e-16,,,,,,,,,,,oxides,10.1039/c7dt02663c,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=523,,,433117,,,model threshold: conductivity < 1e-06
liverpool_2_0002,Li2HBrO,,Li2 H1 Br1 O1,5.4e-07,,,,,,,,,,,antiperovskite,10.1002/aenm.201700971,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=2; measured_temperature_C=22.06; chemical_family=Oxides and Other Anions,,,,,,model threshold: conductivity < 1e-06
liverpool_3_0003,Li2.4H0.6Cl1O1,,Li2.4 H0.6 Cl1 O1,8.9e-08,,,,,,,,,,,antiperovskite,10.1002/aenm.201700971,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=3; measured_temperature_C=26; chemical_family=Oxides and Other Anions,,,,,,model threshold: conductivity < 1e-06
liverpool_4_0004,Li2.1H0.9Cl1O1,,Li2.1 H0.9 Cl1 O1,8.05e-08,,,,,,,,,,,antiperovskite,10.1002/aenm.201700971,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=4; measured_temperature_C=26; chemical_family=Oxides and Other Anions,,,,,,model threshold: conductivity < 1e-06
liverpool_6_0006,Li2.7H0.3Cl1O1,,Li2.7 H0.3 Cl1 O1,7.3e-09,,,,,,,,,,,antiperovskite,10.1002/aenm.201700971,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=6; measured_temperature_C=26; chemical_family=Oxides and Other Anions,,,,,,model threshold: conductivity < 1e-06
liverpool_86_0067,Li0.8Sb0.72P0.48S2.68,,Li0.8 Sb0.72 P0.48 S2.68,1.6e-07,,,,,,,,,,,glass,10.1007/s11581-006-0054-y,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=86; measured_temperature_C=25; chemical_family=Sulphides,,,,,,model threshold: conductivity < 1e-06
liverpool_106_0086,Li0.5P1Cl0.5O2.5,,Li0.5 P1 Cl0.5 O2.5,6.83e-08,,,,,,,,,,,glass,10.1007/s11581-008-0276-2,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=106; measured_temperature_C=30; chemical_family=Oxides and Other Anions,,,,,,model threshold: conductivity < 1e-06
liverpool_122_0102,Li25Al(P12O37)2,,Li100 Al4 P96 O296,3.16e-09,,,,,,,,,,,glass,10.1016/j.jeurceramsoc.2008.12.016,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=122; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_128_0108,Li50Al3P47O147,,Li100 Al6 P94 O294,5.75e-09,,,,,,,,,,,glass,10.1016/j.jeurceramsoc.2008.12.016,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=128; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_129_0109,Li25Al2P23O73,,Li100 Al8 P92 O292,9.12e-09,,,,,,,,,,,glass,10.1016/j.jeurceramsoc.2008.12.016,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=129; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_255_0214,Li6P3O10F,,Li120 P60 O200 F20,4.4e-07,,,,,,,,,,,glass,10.1134/s1023193509050048,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=255; measured_temperature_C=25; chemical_family=Oxides and Other Anions,,,,,,model threshold: conductivity < 1e-06
liverpool_268_0219,Li9AlSiO8,,Li9 Al1 Si1 O8,2.3e-07,,,,,,,,,,,glass,10.1149/1.1836980,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=268; measured_temperature_C=30; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_326_0262,LiHfTi(PO4)3,,Li1 Hf1 Ti1 P3 O12,5.63e-07,,,,,,,,,,,nasicon,10.1016/0025-5408(89)90129-3,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=326; measured_temperature_C=23; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_327_0263,Li0.2Zr1.2Nb0.8P3O12,,Li0.2 Zr1.2 Nb0.8 P3 O12,2.38e-07,,,,,,,,,,,nasicon,10.1016/0025-5408(89)90129-3,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=327; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_341_0275,Li1.2Zr1.5Sc0.2Ti0.2P3O12,,Li1.2 Zr1.5 Sc0.2 Ti0.2 P3 O12,3.1e-07,,,,,,,,,,,nasicon,10.1016/0167-2738(86)90179-7,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=341; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_343_0277,Li1Zr1.5Ti0.5P3O12,,Li1 Zr1.5 Ti0.5 P3 O12,6.2e-08,,,,,,,,,,,nasicon,10.1016/0167-2738(86)90179-7,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=343; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_346_0279,LiZrTi(PO4)3,,Li1 Zr1 Ti1 P3 O12,4e-08,,,,,,,,,,,nasicon,10.1016/0167-2738(86)90179-7,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=346; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_383_0313,Li1.2Hf1.8Cr0.2P3O12,,Li1.2 Hf1.8 Cr0.2 P3 O12,2.54e-07,,,,,,,,,,,nasicon,10.1016/0167-2738(93)90387-i,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=383; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_384_0314,Li1.5Hf1.5Cr0.5P3O12,,Li1.5 Hf1.5 Cr0.5 P3 O12,1.18e-07,,,,,,,,,,,nasicon,10.1016/0167-2738(93)90387-i,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=384; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_385_0315,Li1.1Hf1.9Cr0.1P3O12,,Li1.1 Hf1.9 Cr0.1 P3 O12,9.35e-08,,,,,,,,,,,nasicon,10.1016/0167-2738(93)90387-i,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=385; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_397_0327,Li1.02Y0.02Zr1.98P3O12,,Li1.02 Y0.02 Zr1.98 P3 O12,1.15e-07,,,,,,,,,,,nasicon,10.1016/j.ssi.2003.12.037,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=397; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
