audit_stage,duplicate_group,Reduced Composition,normalized_DOIs,candidate_rows,sources,IDs,conductivities,log10_min,log10_max,log10_span,kept_source,kept_ID,kept_conductivity,dropped_rows
doi_formula,261,Li6La3Y0.5Nb1.5O12,10.1021/jp304737x,3,v1|caltech|liverpool,j5g|caltech_icsd_237141|liverpool_795_0665,0.000188|0.000188|0.000188,-3.72584215073632,-3.72584215073632,0.0,v1,j5g,0.000188,2
doi_formula,265,Li6.5La3Y0.75Nb1.25O12,10.1021/jp304737x,3,v1|caltech|liverpool,3rh|caltech_icsd_237146|liverpool_794_0664,0.00027|0.00027|0.00027,-3.5686362358410126,-3.5686362358410126,0.0,v1,3rh,0.00027,2
doi_formula,354,Li9.81Sn0.81P2.19S12,10.1107/s2052520615022283,3,v1|caltech|liverpool,nip|caltech_icsd_252040|liverpool_732_0610,0.0055|0.0055|0.0055,-2.2596373105057563,-2.2596373105057563,0.0,v1,nip,0.0055,2
doi_formula,355,Li10.35Si1.35P1.65S12,10.1107/s2052520615022283,3,v1|caltech|liverpool,k4x|caltech_icsd_252037|liverpool_731_0609,0.0065|0.0065|0.0065,-2.1870866433571443,-2.1870866433571443,0.0,v1,k4x,0.0065,2
doi_formula,384,Li7Ge3PS12,10.1016/j.jssc.2016.12.001,3,v1|caltech|liverpool,24k|caltech_icsd_258187|liverpool_488_0406,0.00011|0.00011|0.00011,-3.958607314841775,-3.958607314841775,0.0,v1,24k,0.00011,2
doi_formula,480,LiTa2PO8,10.1039/c8ta09170f,3,v1|caltech|liverpool,ard|caltech_icsd_267438|liverpool_917_0775,0.0016|0.0016|0.0016,-2.795880017344075,-2.795880017344075,0.0,v1,ard,0.0016,2
doi_formula,6,K0.1Li0.9Sb1O3,10.1016/0167-2738(81)90178-8,2,v1|caltech,vy5|caltech_icsd_200984,1.36e-08|1.36e-08,-7.866461091629782,-7.866461091629782,0.0,v1,vy5,1.36e-08,1
doi_formula,8,Li2VCl4,10.1016/0167-2738(83)90223-0,2,v1|caltech,yav|caltech_icsd_74959,6.95e-06|6.95e-06,-5.158015195409886,-5.158015195409886,0.0,v1,yav,6.95e-06,1
doi_formula,9,Li2MnCl4,10.1016/0167-2738(83)90223-0,2,v1|caltech,bjw|caltech_icsd_69678,4.79e-06|4.79e-06,-5.319664486585436,-5.319664486585436,0.0,v1,bjw,4.79e-06,1
doi_formula,10,Li2MgCl4,10.1016/0167-2738(83)90223-0,2,v1|caltech,dvn|caltech_icsd_74957,6.24e-07|6.24e-07,-6.204815410317576,-6.204815410317576,0.0,v1,dvn,6.24e-07,1
doi_formula,12,Li3AlN2,10.1016/0167-2738(85)90106-7,2,v1|caltech,br1|caltech_icsd_257464,5e-08|5e-08,-7.301029995663981,-7.301029995663981,0.0,v1,br1,5e-08,1
doi_formula,13,Li2MgBr4,10.1002/chin.198639014|10.1149/1.2108704,2,v1|caltech,45e|caltech_icsd_73276,7.8e-10|7.8e-10,-9.10790539730952,-9.10790539730952,0.0,v1,45e,7.8e-10,1
doi_formula,16,Li1.1Sc0.1Ti1.9P3O12,10.1016/0167-2738(86)90179-7,2,v1|liverpool,ib2|liverpool_336_0270,0.000158|0.000158,-3.8013429130455774,-3.8013429130455774,0.0,v1,ib2,0.000158,1
doi_formula,17,Li1Zr1.8Ti0.2P3O12,10.1016/0167-2738(86)90179-7,2,v1|liverpool,ci1|liverpool_340_0274,5.6e-08|5.6e-08,-7.251811972993799,-7.251811972993799,0.0,v1,ci1,5.6e-08,1
doi_formula,18,Li1Zr0.2Ti1.8P3O12,10.1016/0167-2738(86)90179-7,2,v1|liverpool,08e|liverpool_342_0276,8.5e-08|8.5e-08,-7.070581074285707,-7.070581074285707,0.0,v1,08e,8.5e-08,1
doi_formula,19,Li1Zr1.9Ti0.1P3O12,10.1016/0167-2738(86)90179-7,2,v1|liverpool,xkh|liverpool_348_0280,3.2e-08|3.2e-08,-7.494850021680094,-7.494850021680094,0.0,v1,xkh,3.2e-08,1
doi_formula,23,Li1.8Ti1.2Cr0.8P3O12,10.1016/0167-2738(88)90291-3,2,v1|liverpool,cmn|liverpool_870_0728,0.00024|0.00024,-3.619788758288394,-3.619788758288394,0.0,v1,cmn,0.00024,1
doi_formula,24,Li2SiS3,10.1016/0025-5408(89)90053-6,2,v1|liverpool,fwz|liverpool_765_0636,2e-06|2e-06,-5.698970004336019,-5.698970004336019,0.0,v1,fwz,2e-06,1
doi_formula,27,Li1.3La0.3Ti1.7P3O12,10.1149/1.2096693,2,v1|liverpool,ctg|liverpool_468_0386,0.000528|0.000528,-3.277366077466188,-3.277366077466188,0.0,v1,ctg,0.000528,1
doi_formula,39,Li1.4Sc0.4Ti1.6P3O12,10.1149/1.2086597,2,v1|liverpool,uaj|liverpool_458_0376,0.000515|0.000515,-3.288192770958809,-3.288192770958809,0.0,v1,uaj,0.000515,1
doi_formula,42,Li1.5Ti1.5In0.5P3O12,10.1149/1.2086597,2,v1|liverpool,8jy|liverpool_462_0380,0.000204|0.000204,-3.6903698325741012,-3.6903698325741012,0.0,v1,8jy,0.000204,1
doi_formula,49,Li1.1Hf1.9Fe0.1P3O12,10.1016/0167-2738(93)90387-i,2,v1|liverpool,dx2|liverpool_367_0297,0.000107|0.000107,-3.9706162223147903,-3.9706162223147903,0.0,v1,dx2,0.000107,1
doi_formula,51,Li1.1Lu0.1Hf1.9P3O12,10.1016/0167-2738(93)90387-i,2,v1|liverpool,21m|liverpool_373_0303,5.88e-05|5.88e-05,-4.230622673923862,-4.230622673923862,0.0,v1,21m,5.88e-05,1
doi_formula,52,Li1.1Hf1.9Sc0.1P3O12,10.1016/0167-2738(93)90387-i,2,v1|liverpool,4k1|liverpool_379_0309,2.45e-05|2.45e-05,-4.610833915635467,-4.610833915635467,0.0,v1,4k1,2.45e-05,1
doi_formula,53,Li1.2Lu0.2Hf1.8P3O12,10.1016/0167-2738(93)90387-i,2,v1|liverpool,gzp|liverpool_368_0298,9.79e-05|9.79e-05,-4.009217308196862,-4.009217308196862,0.0,v1,gzp,9.79e-05,1
doi_formula,54,Li1.3Hf1.7Cr0.3P3O12,10.1016/0167-2738(93)90387-i,2,v1|liverpool,lh8|liverpool_382_0312,5.26e-07|5.26e-07,-6.279014255846261,-6.279014255846261,0.0,v1,lh8,5.26e-07,1
doi_formula,55,Li1.3Hf1.7Fe0.3P3O12,10.1016/0167-2738(93)90387-i,2,v1|liverpool,ew5|liverpool_376_0306,5.4e-05|5.4e-05,-4.267606240177032,-4.267606240177032,0.0,v1,ew5,5.4e-05,1
doi_formula,56,Li1.3Lu0.3Hf1.7P3O12,10.1016/0167-2738(93)90387-i,2,v1|liverpool,jdk|liverpool_377_0307,3.56e-05|3.56e-05,-4.448550002027125,-4.448550002027125,0.0,v1,jdk,3.56e-05,1
doi_formula,57,Li1.3Hf1.7Sc0.3P3O12,10.1016/0167-2738(93)90387-i,2,v1|liverpool,h8a|liverpool_372_0302,8.32e-05|8.32e-05,-4.079876673709276,-4.079876673709276,0.0,v1,h8a,8.32e-05,1
doi_formula,58,Li1.3Y0.3Hf1.7P3O12,10.1016/0167-2738(93)90387-i,2,v1|liverpool,jq7|liverpool_378_0308,3.19e-05|3.19e-05,-4.496209316942819,-4.496209316942819,0.0,v1,jq7,3.19e-05,1
doi_formula,59,Li1.4Hf1.6In0.4P3O12,10.1016/0167-2738(93)90387-i,2,v1|liverpool,ylt|liverpool_366_0296,0.000142|0.000142,-3.8477116556169433,-3.8477116556169433,0.0,v1,ylt,0.000142,1
doi_formula,60,Li1.4Lu0.4Hf1.6P3O12,10.1016/0167-2738(93)90387-i,2,v1|liverpool,gnq|liverpool_380_0310,2.06e-05|2.06e-05,-4.686132779630847,-4.686132779630847,0.0,v1,gnq,2.06e-05,1
doi_formula,61,Li1.4Y0.4Hf1.6P3O12,10.1016/0167-2738(93)90387-i,2,v1|liverpool,sso|liverpool_374_0304,2.09e-05|2.09e-05,-4.679853713888946,-4.679853713888946,0.0,v1,sso,2.09e-05,1
doi_formula,65,Li0.34Nd0.55Ti1O3,10.1016/0167-2738(94)90310-7,2,v1|liverpool,3we|liverpool_611_0507,8e-08|8e-08,-7.096910013008056,-7.096910013008056,0.0,v1,3we,8e-08,1
doi_formula,69,Li2TiCr(PO4)3,10.1016/s0167-2738(96)00565-6,2,v1|liverpool,dnt|liverpool_409_0338,4.41e-07|4.41e-07,-6.355561410532162,-6.355561410532162,0.0,v1,dnt,4.41e-07,1
doi_formula,70,Li2ZrCr(PO4)3,10.1016/s0167-2738(96)00565-6,2,v1|liverpool,g5g|liverpool_408_0337,5.91e-07|5.91e-07,-6.228412519118745,-6.228412519118745,0.0,v1,g5g,5.91e-07,1
doi_formula,72,Li2TiFe(PO4)3,10.1016/s0167-2738(96)00565-6,2,v1|liverpool,c6h|liverpool_410_0339,3.34e-07|3.34e-07,-6.476253533188435,-6.476253533188435,0.0,v1,c6h,3.34e-07,1
doi_formula,73,Li2ZrFe(PO4)3,10.1016/s0167-2738(96)00565-6,2,v1|liverpool,vzu|liverpool_411_0340,1.44e-07|1.44e-07,-6.841637507904751,-6.841637507904751,0.0,v1,vzu,1.44e-07,1
doi_formula,74,Li2HfIn(PO4)3,10.1016/s0167-2738(96)00565-6,2,v1|liverpool,a3e|liverpool_413_0342,2.74e-08|2.74e-08,-7.562249437179612,-7.562249437179612,0.0,v1,a3e,2.74e-08,1
doi_formula,75,Li2TiIn(PO4)3,10.1016/s0167-2738(96)00565-6,2,v1|liverpool,ubi|liverpool_407_0336,8.3e-06|8.3e-06,-5.080921907623926,-5.080921907623926,0.0,v1,ubi,8.3e-06,1
doi_formula,76,Li2ZrIn(PO4)3,10.1016/s0167-2738(96)00565-6,2,v1|liverpool,9z8|liverpool_412_0341,8.22e-08|8.22e-08,-7.0851281824599495,-7.0851281824599495,0.0,v1,9z8,8.22e-08,1
doi_formula,77,Li1.9Mn0.9Ga0.1Cl4,10.1016/s0167-2738(96)00592-9,2,v1|caltech,t3k|caltech_icsd_50305,2.37e-07|2.37e-07,-6.6252516539898965,-6.6252516539898965,0.0,v1,t3k,2.37e-07,1
doi_formula,99,Li1.1Al0.1Ge1.9P3O12,10.1016/s0955-2219(99)00055-2,2,v1|liverpool,za6|liverpool_427_0353,2.9e-06|2.9e-06,-5.5376020021010435,-5.5376020021010435,0.0,v1,za6,2.9e-06,1
doi_formula,100,Li1.3Al0.3Ge1.7P3O12,10.1016/s0955-2219(99)00055-2,2,v1|liverpool,ag1|liverpool_424_0350,3.9e-05|3.9e-05,-4.4089353929735005,-4.4089353929735005,0.0,v1,ag1,3.9e-05,1
doi_formula,101,Li1.5Al0.5Ge1.5P3O12,10.1016/s0955-2219(99)00055-2,2,v1|liverpool,u5t|liverpool_422_0348,0.00028|0.00028,-3.552841968657781,-3.552841968657781,0.0,v1,u5t,0.00028,1
doi_formula,102,Li1.6Al0.6Ge1.4P3O12,10.1016/s0955-2219(99)00055-2,2,v1|liverpool,0y6|liverpool_423_0349,0.00014|0.00014,-3.853871964321762,-3.853871964321762,0.0,v1,0y6,0.00014,1
doi_formula,106,Li1.2Ta0.9Al1.1P3O12,10.1039/a807007e,2,v1|liverpool,lc1|liverpool_350_0282,6.5e-07|6.5e-07,-6.187086643357144,-6.187086643357144,0.0,v1,lc1,6.5e-07,1
doi_formula,107,LiTaAl(PO4)3,10.1039/a807007e,2,v1|liverpool,sxv|liverpool_351_0283,6.5e-07|6.5e-07,-6.187086643357144,-6.187086643357144,0.0,v1,sxv,6.5e-07,1
doi_formula,109,LiGaBr4,10.1016/s0167-2738(00)00491-4,2,v1|caltech,be9|caltech_icsd_61337,7e-06|7e-06,-5.154901959985743,-5.154901959985743,0.0,v1,be9,7e-06,1
doi_formula,111,Li0.08La0.64Ti1O3,10.1016/s0167-2738(00)00761-x,2,v1|caltech,cy2|caltech_icsd_92228,0.000335|0.000335,-3.474955192963155,-3.474955192963155,0.0,v1,cy2,0.000335,1
doi_formula,113,Li0.215La0.595Ti1O3,10.1016/s0167-2738(00)00761-x,2,v1|caltech,u2y|caltech_icsd_92234,0.000853|0.000853,-3.0690509688324767,-3.0690509688324767,0.0,v1,u2y,0.000853,1
doi_formula,114,Li0.305La0.565Ti1O3,10.1016/s0167-2738(00)00761-x,2,v1|caltech,hta|caltech_icsd_92235,0.000957|0.000957,-3.0190880622231564,-3.0190880622231564,0.0,v1,hta,0.000957,1
doi_formula,115,Li0.5La0.5Ti1O3,10.1016/s0167-2738(00)00761-x,2,v1|caltech,s3h|caltech_icsd_92237,0.000925|0.000925,-3.0338582672609675,-3.0338582672609675,0.0,v1,s3h,0.000925,1
doi_formula,118,LiVO3,10.1006/jssc.2000.9009,2,v1|caltech,uu4|caltech_icsd_51443,2.05e-09|2.05e-09,-8.688246138944246,-8.688246138944246,0.0,v1,uu4,2.05e-09,1
doi_formula,128,Li3.25Ge0.25P0.75S4,10.1149/1.1379028,2,v1|liverpool,3jh|liverpool_817_0685,0.0022|0.0022,-2.657577319177794,-2.657577319177794,0.0,v1,3jh,0.0022,1
doi_formula,143,Sr0.15Li0.15La0.51Ti1O3,10.1021/cm020609u,2,v1|liverpool,0jx|liverpool_645_0532,5.3e-05|5.3e-05,-4.275724130399211,-4.275724130399211,0.0,v1,0jx,5.3e-05,1
doi_formula,144,Sr0.25Li0.25La0.41Ti1O3,10.1021/cm020609u,2,v1|liverpool,lyq|liverpool_644_0531,7.64e-05|7.64e-05,-4.11690664142431,-4.11690664142431,0.0,v1,lyq,7.64e-05,1
doi_formula,148,Li3.75V0.25Ge0.75O4,10.1023/a:1026135806929,2,v1|caltech,pbz|caltech_icsd_150918,5.66e-06|5.66e-06,-5.247183568811729,-5.247183568811729,0.0,v1,pbz,5.66e-06,1
doi_formula,149,Li3.7Ge0.85W0.15O4,10.1023/a:1026135806929,2,v1|caltech,7ek|caltech_icsd_150920,3.8e-05|3.8e-05,-4.42021640338319,-4.42021640338319,0.0,v1,7ek,3.8e-05,1
doi_formula,154,Li0.19La0.67Ti0.9Co0.1O3,10.1016/j.mseb.2004.07.003,2,v1|caltech,9ph|caltech_icsd_151535,0.000108|0.000108,-3.96657624451305,-3.96657624451305,0.0,v1,9ph,0.000108,1
doi_formula,155,Li0.2Ca0.4Ta1O3,10.1016/j.solidstatesciences.2004.05.006,2,v1|caltech,86k|caltech_icsd_151936,3.53e-09|3.53e-09,-8.452225294612177,-8.452225294612177,0.0,v1,86k,3.53e-09,1
doi_formula,156,Li0.05La0.65Mg0.5W0.5O3,10.1016/j.ssi.2004.05.010,2,v1|caltech,7e5|caltech_icsd_151900,1.8e-07|1.8e-07,-6.7447274948966935,-6.7447274948966935,0.0,v1,7e5,1.8e-07,1
doi_formula,157,Li0.11La0.63Mg0.5W0.5O3,10.1016/j.ssi.2004.05.010,2,v1|caltech,sib|caltech_icsd_151901,6.8e-06|6.8e-06,-5.167491087293763,-5.167491087293763,0.0,v1,sib,6.8e-06,1
doi_formula,158,Li0.14La0.62Mg0.5W0.5O3,10.1016/j.ssi.2004.05.010,2,v1|caltech,r99|caltech_icsd_151902,1.2e-05|1.2e-05,-4.920818753952375,-4.920818753952375,0.0,v1,r99,1.2e-05,1
doi_formula,159,Li2.5V2P3O12,10.1021/cm034802f,2,v1|caltech,lrh|caltech_icsd_240269,1.9e-07|1.9e-07,-6.721246399047171,-6.721246399047171,0.0,v1,lrh,1.9e-07,1
doi_formula,160,Li7SbO6,10.1021/ic030208w,2,v1|caltech,oi6|caltech_icsd_413370,6.7e-08|6.7e-08,-7.173925197299173,-7.173925197299173,0.0,v1,oi6,6.7e-08,1
doi_formula,166,BaLi6La2Nb2O12,10.1111/j.1551-2916.2005.00060.x,2,v1|liverpool,lf5|liverpool_814_0682,6e-06|6e-06,-5.221848749616356,-5.221848749616356,0.0,v1,lf5,6e-06,1
doi_formula,167,Li5La3Nb2O12,10.1111/j.1551-2916.2005.00060.x,2,v1|caltech,68u|caltech_icsd_54865,8e-06|8e-06,-5.096910013008056,-5.096910013008056,0.0,v1,68u,8e-06,1
doi_formula,170,Li6CaLa2Nb2O12,10.1111/j.1551-2916.2005.00060.x,2,v1|liverpool,uaz|liverpool_816_0684,1.6e-06|1.6e-06,-5.795880017344075,-5.795880017344075,0.0,v1,uaz,1.6e-06,1
doi_formula,174,Li0.33La0.56Ti0.96Al0.04O2.96F0.04,10.1007/s11581-006-0011-9,2,v1|liverpool,yh8|liverpool_83_0064,0.000622|0.000622,-3.2062096153091812,-3.2062096153091812,0.0,v1,yh8,0.000622,1
doi_formula,179,Li5.5La3Nb1.75In0.25O12,10.1016/j.jssc.2005.12.025,2,v1|liverpool,0v9|liverpool_773_0643,2.4e-05|2.4e-05,-4.619788758288394,-4.619788758288394,0.0,v1,0v9,2.4e-05,1
doi_formula,180,K0.25Li5.5La2.75Nb2O12,10.1016/j.jssc.2005.12.025,2,v1|liverpool,qtc|liverpool_774_0644,1.06e-05|1.06e-05,-4.97469413473523,-4.97469413473523,0.0,v1,qtc,1.06e-05,1
doi_formula,184,LiCrSb(PO4)3,10.1063/1.2357843,2,v1|liverpool,4t5|liverpool_446_0366,3.57e-10|3.57e-10,-9.447331783887806,-9.447331783887806,0.0,v1,4t5,3.57e-10,1
doi_formula,185,LiAlSb(PO4)3,10.1063/1.2357843,2,v1|liverpool,smk|liverpool_448_0367,3.17e-08|3.17e-08,-7.498940737782249,-7.498940737782249,0.0,v1,smk,3.17e-08,1
doi_formula,186,LiFeSb(PO4)3,10.1063/1.2357843,2,v1|liverpool,vtr|liverpool_449_0368,1.37e-06|1.37e-06,-5.863279432843593,-5.863279432843593,0.0,v1,vtr,1.37e-06,1
doi_formula,196,Na5Li3(TiS4)2,10.1016/j.jssc.2008.01.023,2,v1|caltech,qy4|caltech_icsd_391258,8.8e-06|8.8e-06,-5.055517327849831,-5.055517327849831,0.0,v1,qy4,8.8e-06,1
doi_formula,197,Li5Nd3(SbO6)2,10.1016/j.materresbull.2007.04.002,2,v1|caltech,vqu|caltech_icsd_159426,1.3e-07|1.3e-07,-6.886056647693163,-6.886056647693163,0.0,v1,vqu,1.3e-07,1
doi_formula,208,Li7La3Ta2O13,10.1016/j.ssi.2009.07.002,2,v1|liverpool,rgo|liverpool_228_0188,2.65e-06|2.65e-06,-5.576754126063192,-5.576754126063192,0.0,v1,rgo,2.65e-06,1
doi_formula,210,Li1.07Mg0.395Ti1.535O4,10.1016/j.ssi.2010.06.003,2,v1|caltech,jl4|caltech_icsd_168144,6.56e-10|6.56e-10,-9.18309616062434,-9.18309616062434,0.0,v1,jl4,6.56e-10,1
doi_formula,211,Li0.995Mg0.505Ti1.5O4,10.1016/j.ssi.2010.06.003,2,v1|caltech,jkq|caltech_icsd_168145,1.53e-11|1.53e-11,-10.8153085691824,-10.8153085691824,0.0,v1,jkq,1.53e-11,1
doi_formula,212,Li1.34Ti1.66O4,10.1016/j.ssi.2010.06.003,2,v1|caltech,m0v|caltech_icsd_168137,6.03e-08|6.03e-08,-7.219682687859849,-7.219682687859849,0.0,v1,m0v,6.03e-08,1
doi_formula,213,Li1.268Mg0.1Ti1.634O4,10.1016/j.ssi.2010.06.003,2,v1|caltech,6du|caltech_icsd_168139,1.73e-08|1.73e-08,-7.761953896871205,-7.761953896871205,0.0,v1,6du,1.73e-08,1
doi_formula,214,Li1.2Mg0.2Ti1.6O4,10.1016/j.ssi.2010.06.003,2,v1|caltech,u0c|caltech_icsd_168141,4.24e-09|4.24e-09,-8.372634143407268,-8.372634143407268,0.0,v1,u0c,4.24e-09,1
doi_formula,215,Li1.14Mg0.3Ti1.56O4,10.1016/j.ssi.2010.06.003,2,v1|caltech,xub|caltech_icsd_168142,1.51e-09|1.51e-09,-8.821023052706831,-8.821023052706831,0.0,v1,xub,1.51e-09,1
doi_formula,216,Li3H4IN2,10.1021/cm1006857,2,v1|caltech,tvf|caltech_icsd_167528,1e-05|1e-05,-5.0,-5.0,0.0,v1,tvf,1e-05,1
doi_formula,221,Li0.5Ce0.5Mo1O4,10.1007/s12039-011-0068-5,2,v1|caltech,xz4|caltech_icsd_186450,1.3e-08|1.3e-08,-7.886056647693163,-7.886056647693163,0.0,v1,xz4,1.3e-08,1
doi_formula,222,Li0.5Ce0.25Pr0.25Mo1O4,10.1007/s12039-011-0068-5,2,v1|caltech,hja|caltech_icsd_186451,1e-09|1e-09,-9.0,-9.0,0.0,v1,hja,1e-09,1
doi_formula,223,Li0.5Ce0.25Sm0.25Mo1O4,10.1007/s12039-011-0068-5,2,v1|caltech,3nb|caltech_icsd_186452,1.8e-10|1.8e-10,-9.744727494896694,-9.744727494896694,0.0,v1,3nb,1.8e-10,1
doi_formula,225,Li6.75La3Zr1.75Nb0.25O12,10.1016/j.jpowsour.2010.11.089,2,v1|liverpool,66a|liverpool_769_0639,0.0008|0.0008,-3.0969100130080562,-3.0969100130080562,0.0,v1,66a,0.0008,1
doi_formula,233,Na0.1Li0.4La0.5Nb2O6,10.1134/s002016851103006x,2,v1|caltech,ku9|caltech_icsd_180629,9.92e-06|9.92e-06,-5.0034883278458215,-5.0034883278458215,0.0,v1,ku9,9.92e-06,1
doi_formula,234,Na0.2Li0.3La0.5Nb2O6,10.1134/s002016851103006x,2,v1|caltech,9n0|caltech_icsd_180630,1.11e-05|1.11e-05,-4.954677021213342,-4.954677021213342,0.0,v1,9n0,1.11e-05,1
doi_formula,235,Na0.3Li0.2La0.5Nb2O6,10.1134/s002016851103006x,2,v1|caltech,ozo|caltech_icsd_180631,1.18e-05|1.18e-05,-4.928117992693875,-4.928117992693875,0.0,v1,ozo,1.18e-05,1
doi_formula,236,Na0.4Li0.1La0.5Nb2O6,10.1134/s002016851103006x,2,v1|caltech,h5i|caltech_icsd_180632,1.21e-05|1.21e-05,-4.91721462968355,-4.91721462968355,0.0,v1,h5i,1.21e-05,1
doi_formula,237,Na0.43Li0.07La0.5Nb2O6,10.1134/s002016851103006x,2,v1|caltech,o9h|caltech_icsd_180633,1.23e-05|1.23e-05,-4.910094888560602,-4.910094888560602,0.0,v1,o9h,1.23e-05,1
doi_formula,238,Na0.46Li0.04La0.5Nb2O6,10.1134/s002016851103006x,2,v1|caltech,4xq|caltech_icsd_180634,5.91e-06|5.91e-06,-5.228412519118745,-5.228412519118745,0.0,v1,4xq,5.91e-06,1
doi_formula,239,Na0.48Li0.02La0.5Nb2O6,10.1134/s002016851103006x,2,v1|caltech,0ii|caltech_icsd_180635,3.99e-06|3.99e-06,-5.399027104313252,-5.399027104313252,0.0,v1,0ii,3.99e-06,1
doi_formula,241,Li1.3Sc0.2Ti1.7Al0.1P3O12,10.1007/s10008-012-1780-x,2,v1|liverpool,dq4|liverpool_310_0247,0.000426|0.000426,-3.370590400897281,-3.370590400897281,0.0,v1,dq4,0.000426,1
doi_formula,245,Li6.4La3Zr2Al0.19O11.8,10.1016/j.jpowsour.2012.02.100,2,v1|liverpool,8ee|liverpool_21_0015,0.00031|0.00031,-3.5086383061657274,-3.5086383061657274,0.0,v1,8ee,0.00031,1
doi_formula,246,Li6.25La3Zr2Ga0.25O12,10.1016/j.matchemphys.2012.03.054,2,v1|liverpool,3o4|liverpool_777_0647,0.00035|0.00035,-3.4559319556497243,-3.4559319556497243,0.0,v1,3o4,0.00035,1
doi_formula,248,Li1Ti1.4Sn0.6P3O12,10.1016/j.physb.2011.11.006,2,v1|caltech,h7r|caltech_icsd_183672,2.28e-05|2.28e-05,-4.642065152999546,-4.642065152999546,0.0,v1,h7r,2.28e-05,1
doi_formula,249,Li1Ti0.6Sn1.4P3O12,10.1016/j.physb.2011.11.006,2,v1|caltech,9ky|caltech_icsd_183676,9.42e-06|9.42e-06,-5.025949097207123,-5.025949097207123,0.0,v1,9ky,9.42e-06,1
doi_formula,250,Li1Ti0.4Sn1.6P3O12,10.1016/j.physb.2011.11.006,2,v1|caltech,4ea|caltech_icsd_183677,3.15e-06|3.15e-06,-5.501689446210399,-5.501689446210399,0.0,v1,4ea,3.15e-06,1
doi_formula,254,Li1.3Y0.1Ti1.7Al0.2P3O12,10.1016/j.ssi.2012.05.011,2,v1|liverpool,f7p|liverpool_401_0330,0.00012|0.00012,-3.9208187539523753,-3.9208187539523753,0.0,v1,f7p,0.00012,1
doi_formula,255,Li1.3Y0.2Ti1.7Al0.1P3O12,10.1016/j.ssi.2012.05.011,2,v1|liverpool,l8t|liverpool_402_0331,7.3e-05|7.3e-05,-4.136677139879544,-4.136677139879544,0.0,v1,l8t,7.3e-05,1
doi_formula,256,Li1.3Y0.15Ti1.7Al0.15P3O12,10.1016/j.ssi.2012.05.011,2,v1|liverpool,3tt|liverpool_403_0332,1.9e-05|1.9e-05,-4.721246399047171,-4.721246399047171,0.0,v1,3tt,1.9e-05,1
doi_formula,257,LiCeB3H12Cl,10.1021/cm300792t,2,v1|caltech,ga9|caltech_icsd_185218,0.000103|0.000103,-3.987162775294828,-3.987162775294828,0.0,v1,ga9,0.000103,1
doi_formula,259,Li14Nd5Si11N19O7F2,10.1021/ja302255d,2,v1|caltech,472|caltech_icsd_262923,1.7e-10|1.7e-10,-9.769551078621726,-9.769551078621726,0.0,v1,472,1.7e-10,1
doi_formula,266,Li5.4La3Y0.75Nb1.8O12,10.1021/jp304737x,2,v1|liverpool,a6v|liverpool_836_0696,2.51e-05|2.51e-05,-4.600326278518962,-4.600326278518962,0.0,v1,a6v,2.51e-05,1
doi_formula,269,Li6.2La3Zr1.2Ta0.8O12,10.1039/c2jm31413d,2,v1|liverpool,gdr|liverpool_803_0672,0.00032|0.00032,-3.494850021680094,-3.494850021680094,0.0,v1,gdr,0.00032,1
doi_formula,270,Li6.6La3Zr1.6Ta0.4O12,10.1039/c2jm31413d,2,v1|liverpool,zqx|liverpool_801_0670,0.00073|0.00073,-3.136677139879544,-3.136677139879544,0.0,v1,zqx,0.00073,1
doi_formula,271,Li6.8La3Zr1.8Ta0.2O12,10.1039/c2jm31413d,2,v1|liverpool,o5q|liverpool_804_0673,0.00028|0.00028,-3.552841968657781,-3.552841968657781,0.0,v1,o5q,0.00028,1
doi_formula,272,Li6La3ZrTaO12,10.1039/c2jm31413d,2,v1|liverpool,0ew|liverpool_805_0674,0.00016|0.00016,-3.795880017344075,-3.795880017344075,0.0,v1,0ew,0.00016,1
doi_formula,275,Li6.75La3Zr1.75Ta0.25O12,10.1149/2.024205esl,2,v1|liverpool,4vd|liverpool_818_0686,0.00063|0.00063,-3.2006594505464183,-3.2006594505464183,0.0,v1,4vd,0.00063,1
doi_formula,281,Li0.29La0.57Ti1O3,10.1016/j.jpowsour.2012.11.098,2,v1|liverpool,85t|liverpool_22_0016,0.0016|0.0016,-2.795880017344075,-2.795880017344075,0.0,v1,85t,0.0016,1
doi_formula,282,Li7La3Zr1.89Al0.15O12,10.1016/j.jpowsour.2013.03.049,2,v1|liverpool,d6f|liverpool_770_0640,0.00034|0.00034,-3.4685210829577446,-3.4685210829577446,0.0,v1,d6f,0.00034,1
doi_formula,287,LiVPO4F,10.1016/j.ssi.2013.04.002,2,v1|caltech,2t8|caltech_icsd_183876,8.1e-07|8.1e-07,-6.0915149811213505,-6.0915149811213505,0.0,v1,2t8,8.1e-07,1
doi_formula,289,Li6.8La3Zr1.8Sb0.2O12,10.1039/c3cp50991e,2,v1|liverpool,whw|liverpool_810_0679,5.9e-05|5.9e-05,-4.229147988357856,-4.229147988357856,0.0,v1,whw,5.9e-05,1
doi_formula,290,Li6.6La3Zr1.6Sb0.4O12,10.1039/c3cp50991e,2,v1|liverpool,duf|liverpool_806_0675,0.00077|0.00077,-3.113509274827518,-3.113509274827518,0.0,v1,duf,0.00077,1
