ID,True Composition,Z_by_element,n_Li,χ⁻,χ⁺(excl Li⁺),r⁺(excl Li⁺) (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),nₕₒₛₜ cₐₜᵢₒₙ,ρ⁺(excl Li⁺) (C m⁻³),Φ⁺(excl Li⁺) (|Z| pm⁻¹),chi_range_x_r_avg,Ionic conductivity (S cm-1),conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity,n_Li × r⁻ (pm)
yn6,Li8.4In2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0760869565217391,3.44,1.9492,35.96,138.2,42.859375,0.2717391304347826,23592298412816.61,0.2006276130286825,258.3935869565217,0.000302,0.000302,exact,0.000302,1.0,-3.5199930570428495,10.515217391304342
p4l,Li7.2La1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0659340659340659,3.44,1.9124,36.73866666666667,138.2,42.692473118279565,0.2747252747252747,23604729790624.56,0.2012809270342724,259.93459340659336,8e-05,8e-05,exact,8e-05,1.0,-4.096910013008056,9.112087912087906
qkr,Li7.8La1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9036,37.908,138.2,44.01428571428571,0.273224043715847,23592276153212.848,0.2004629559378938,260.20750819672134,0.000523,0.000523,exact,0.000523,1.0,-3.281498311132726,9.817486338797812
e0z,Li8.4La2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0760869565217391,3.44,1.8948,39.07733333333333,138.2,45.29479166666667,0.2717391304347826,23579822515801.137,0.1996449848415152,260.4774565217391,0.000498,0.000498,exact,0.000498,1.0,-3.3027706572402824,10.515217391304342
vus,Li9.0La3.0Ti9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.081081081081081,3.44,1.886,40.24666666666667,138.2,46.53589743589744,0.2702702702702703,23567368878389.426,0.1988270137451366,260.74448648648644,0.000281,0.000281,exact,0.000281,1.0,-3.55129368009492,11.205405405405394
h7r,Li6.0Ti8.4Sn3.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0555555555555555,3.44,1.9804,35.419999999999995,138.2,40.76666666666667,0.2777777777777778,23602619593976.57,0.2019395066686394,260.07666666666665,2.28e-05,2.28e-05,exact,2.28e-05,1.0,-4.642065152999546,7.677777777777769
9ky,Li6.0Ti3.6Sn8.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0555555555555555,3.44,2.0476,36.78,138.2,41.900000000000006,0.2777777777777778,23566596298681.363,0.2006363565907857,261.006,9.42e-06,9.42e-06,exact,9.42e-06,1.0,-5.025949097207123,7.677777777777769
4ea,Li6.0Ti2.4Sn9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0555555555555555,3.44,2.0644,37.12,138.2,42.18333333333333,0.2777777777777778,23557590474857.56,0.2003105690713224,261.23833333333334,3.15e-06,3.15e-06,exact,3.15e-06,1.0,-5.501689446210399,7.677777777777769
7kf,Li10.2Al1.8Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0913978494623656,3.44,1.942244897959184,32.994897959183675,138.2,41.88257575757576,0.2634408602150537,24126485091753.89,0.2056321478781372,255.8962096774193,0.00122,0.00122,exact,0.00122,1.0,-2.9136401693252516,12.631182795698924
i8k,Li7.2In1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0659340659340659,3.44,1.9396,35.18,138.2,41.435483870967744,0.2747252747252747,23610967739132.297,0.2017722411278561,258.88120879120873,8.22e-05,8.22e-05,exact,8.22e-05,1.0,-4.0851281824599495,9.112087912087906
hzf,Li7.8Al1.2Sc0.6Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9292,34.235,138.2,41.09920634920635,0.273224043715847,23638935221719.348,0.2022875557285914,257.7387704918033,0.000972,0.000972,exact,0.000972,1.0,-3.0123337350737254,9.817486338797812
x61,Li7.8Al0.9Sc0.9Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9267,34.58,138.2,41.37301587301587,0.273224043715847,23629516892007.977,0.2020104241078066,257.9706557377049,0.00124,0.00124,exact,0.00124,1.0,-2.906578314837765,9.817486338797812
czo,Li7.8Al0.6Sc1.2Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9242,34.925,138.2,41.6468253968254,0.273224043715847,23620098562296.605,0.2017332924870217,258.2025409836065,0.000429,0.000429,exact,0.000429,1.0,-3.3675427078152755,9.817486338797812
o8s,Li7.8Sc1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9192,35.614999999999995,138.2,42.19444444444444,0.273224043715847,23601261902873.867,0.2011790292454519,258.6663114754098,0.000452,0.000452,exact,0.000452,1.0,-3.344861565188618,9.817486338797812
lap,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9342,33.544999999999995,138.2,40.5515873015873,0.273224043715847,23657771881142.08,0.2028418189701612,257.27500000000003,0.00113,0.00113,exact,0.00113,1.0,-2.94692155651658,9.817486338797812
yp3,Li6.0Ti12.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0555555555555555,3.44,1.93,34.4,138.2,39.91666666666666,0.2777777777777778,23629637065447.984,0.2029168692270296,259.37966666666665,6e-05,6e-05,exact,6e-05,1.0,-4.221848749616356,7.677777777777769
tzl,Li6.3Al0.3Ti11.7P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0581717451523545,3.44,1.9307000000000003,34.2575,138.2,40.02685950413223,0.2770083102493075,23634326201397.0,0.2029043608508849,259.0240304709141,0.0011,0.0011,exact,0.0011,1.0,-2.958607314841775,8.03933518005539
hyj,Li6.6Al0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0607734806629834,3.44,1.9314,34.115,138.2,40.135245901639344,0.2762430939226519,23639015337346.016,0.2028918524747401,258.6703591160221,0.00067,0.00067,exact,0.00067,1.0,-3.1739251972991736,8.398895027624306
mg4,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9342,33.544999999999995,138.2,40.5515873015873,0.273224043715847,23657771881142.08,0.2028418189701612,257.27500000000003,0.0062,0.0062,exact,0.0062,1.0,-2.207608310501746,9.817486338797812
d4q,Li6.3Cr0.3Ti11.7P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0581717451523545,3.44,1.9312,34.41,138.2,40.15289256198347,0.2770083102493075,23627661350682.45,0.202743517080285,259.1279501385041,0.00018,0.00018,exact,0.00018,1.0,-3.744727494896694,8.03933518005539
6he,Li6.6Cr0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0607734806629834,3.44,1.9324,34.419999999999995,138.2,40.38524590163934,0.2762430939226519,23625685635916.92,0.2025701649335404,258.8776243093923,0.00026,0.00026,exact,0.00026,1.0,-3.5850266520291822,8.398895027624306
pwy,Li7.2Cr1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0659340659340659,3.44,1.9348,34.440000000000005,138.2,40.83870967741935,0.2747252747252747,23621734206385.85,0.2022234606400512,258.3810989010989,0.00043,0.00043,exact,0.00043,1.0,-3.3665315444204134,9.112087912087906
rc1,Li6.3Fe0.3Ti11.7P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0581717451523545,3.44,1.9329,34.3625,138.2,40.11363636363637,0.2770083102493075,23629006476498.61,0.2027843465634697,259.0955817174515,0.00013,0.00013,exact,0.00013,1.0,-3.886056647693163,8.03933518005539
lzt,Li6.6Fe0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0607734806629834,3.44,1.9358,34.325,138.2,40.30737704918032,0.2762430939226519,23628375887549.234,0.2026518238999098,258.81306629834256,0.00063,0.00063,exact,0.00063,1.0,-3.2006594505464183,8.398895027624306
kbp,Li7.2Fe1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0659340659340659,3.44,1.9416,34.25,138.2,40.68548387096774,0.2747252747252747,23627114709650.484,0.20238677857279,258.2526923076923,0.0014,0.0014,exact,0.0014,1.0,-2.853871964321762,9.112087912087906
b9u,Li7.8Fe1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9474,34.175,138.2,41.0515873015873,0.273224043715847,23625853531751.73,0.2021217332456702,257.69844262295084,0.0023,0.0023,exact,0.0023,1.0,-2.638272163982407,9.817486338797812
3uq,Li7.8Al1.8Ge10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,2.094,28.615,138.2,36.63888888888889,0.273224043715847,23957258143336.293,0.2099276975184903,253.96139344262292,8.24e-05,8.24e-05,exact,8.24e-05,1.0,-4.084072788302884,9.817486338797812
1dm,Li9.6Al3.6Ge8.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.086021505376344,3.44,2.07,28.630000000000003,138.2,38.05303030303031,0.2688172043010753,23932542442172.59,0.2086021981060344,252.55338709677417,0.000284,0.000284,exact,0.000284,1.0,-3.5466816599529625,11.888172043010739
rg6,Li8.4Al2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0760869565217391,3.44,1.9356,33.26,138.2,40.75,0.2717391304347826,23667150153040.12,0.2028168022178717,256.58869565217384,0.00338,0.00338,exact,0.00338,1.0,-2.4710832997223453,10.515217391304342
ed4,Li7.2Al1.2Ge10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0659340659340659,3.44,2.102,28.61,138.2,36.13709677419354,0.2747252747252747,23965496710390.86,0.2103695306559756,254.44104395604396,7.94e-05,7.94e-05,exact,7.94e-05,1.0,-4.100179497572904,9.112087912087906
vg0,Li9.0Al3.0Ge9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.081081081081081,3.44,2.078,28.625,138.2,37.59615384615385,0.2702702702702703,23940781009227.16,0.2090440312435197,253.01764864864865,0.00019,0.00019,exact,0.00019,1.0,-3.721246399047171,11.205405405405394
z9y,Li7.2Al1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0659340659340659,3.44,1.9328,33.830000000000005,138.2,40.346774193548384,0.2747252747252747,23648393609244.05,0.2028668357224506,257.96884615384613,0.00338,0.00338,exact,0.00338,1.0,-2.4710832997223453,9.112087912087906
w3n,Li8.4Al2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0760869565217391,3.44,1.9356,33.26,138.2,40.75,0.2717391304347826,23667150153040.12,0.2028168022178717,256.58869565217384,0.00112,0.00112,exact,0.00112,1.0,-2.9507819773298185,10.515217391304342
ym6,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9342,33.544999999999995,138.2,40.5515873015873,0.273224043715847,23657771881142.08,0.2028418189701612,257.27500000000003,0.00121,0.00121,exact,0.00121,1.0,-2.91721462968355,9.817486338797812
oxc,Li8.4Al2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0760869565217391,3.44,1.9356,33.26,138.2,40.75,0.2717391304347826,23667150153040.12,0.2028168022178717,256.58869565217384,0.00563,0.00563,exact,0.00563,1.0,-2.2494916051486538,10.515217391304342
dq4,Li7.8Al0.6Sc1.2Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9242,34.925,138.2,41.6468253968254,0.273224043715847,23620098562296.605,0.2017332924870217,258.2025409836065,0.000426,0.000426,exact,0.000426,1.0,-3.370590400897281,9.817486338797812
0fa,Li7.8Al1.2Sc0.6Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9292,34.235,138.2,41.09920634920635,0.273224043715847,23638935221719.348,0.2022875557285914,257.7387704918033,0.000269,0.000269,exact,0.000269,1.0,-3.570247719997592,9.817486338797812
6j9,Li6.9Fe0.9Ti11.1P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0633608815426997,3.44,1.9387,34.2875,138.2,40.4979674796748,0.2754820936639118,23627745298599.86,0.2025193012363499,258.5321074380165,0.000522,0.000522,exact,0.000522,1.0,-3.282329496997738,8.756473829201097
0x9,Li7.2Sc1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0659340659340659,3.44,1.9228,35.21000000000001,138.2,41.45967741935484,0.2747252747252747,23610720290398.57,0.2017583092393112,258.90148351648355,0.000246,0.000246,exact,0.000246,1.0,-3.6090648928966207,9.112087912087906
iwe,Li7.8Sc1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9192,35.614999999999995,138.2,42.19444444444444,0.273224043715847,23601261902873.867,0.2011790292454519,258.6663114754098,0.000407,0.000407,exact,0.000407,1.0,-3.39040559077478,9.817486338797812
ib2,Li6.6Sc0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0607734806629834,3.44,1.9264,34.805,138.2,40.700819672131146,0.2762430939226519,23620178677923.277,0.2023375892331704,259.1392541436464,0.000158,0.000158,exact,0.000158,1.0,-3.8013429130455774,8.398895027624306
ppz,Li7.8In1.8Hf10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.8628,39.48,138.2,45.261904761904766,0.273224043715847,23506105403939.29,0.197609477124183,261.26409836065574,1e-05,1e-05,exact,1e-05,1.0,-5.0,9.817486338797812
dx2,Li6.6Fe0.6Hf11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""P"", ""value"": 5.0}]",0.0607734806629834,3.44,1.8446,38.695,138.2,43.88934426229508,0.2762430939226519,23521609665862.87,0.1986389680688721,261.78273480662983,0.000107,0.000107,exact,0.000107,1.0,-3.9706162223147903,8.398895027624306
21m,Li6.6Lu0.6Hf11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Lu"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0607734806629834,3.44,1.828,39.473333333333336,138.2,44.52732240437158,0.2762430939226519,23511675208942.73,0.1982088770467536,262.3116574585636,5.88e-05,5.88e-05,exact,5.88e-05,1.0,-4.230622673923862,8.398895027624306
4k1,Li6.6Sc0.6Hf11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0607734806629834,3.44,1.8352,39.175,138.2,44.2827868852459,0.2762430939226519,23513412456236.92,0.1983247334021327,262.1089226519337,2.45e-05,2.45e-05,exact,2.45e-05,1.0,-4.610833915635467,8.398895027624306
gzp,Li7.2Lu1.2Hf10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Lu"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0659340659340659,3.44,1.822,39.94666666666667,138.2,45.27956989247312,0.2747252747252747,23506098848949.44,0.197724943635991,262.1026373626373,9.79e-05,9.79e-05,exact,9.79e-05,1.0,-4.009217308196862,9.112087912087906
ew5,Li7.8Fe1.8Hf10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.8658,38.085,138.2,44.15476190476191,0.273224043715847,23530325859716.57,0.1985312832915838,260.32647540983606,5.4e-05,5.4e-05,exact,5.4e-05,1.0,-4.267606240177032,9.817486338797812
jdk,Li7.8Lu1.8Hf10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Lu"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.816,40.42,138.2,46.007936507936506,0.273224043715847,23500522488956.145,0.1972410102252283,261.89590163934423,3.56e-05,3.56e-05,exact,3.56e-05,1.0,-4.448550002027125,9.817486338797812
h8a,Li7.8Sc1.8Hf10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.8376,39.525,138.2,45.29761904761905,0.273224043715847,23505734230838.7,0.1975885792913656,261.2943442622951,8.32e-05,8.32e-05,exact,8.32e-05,1.0,-4.079876673709276,9.817486338797812
jq7,Li7.8Y1.8Hf10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.8292,40.437,138.2,46.02142857142858,0.273224043715847,23500453041657.52,0.1972354541955743,261.90732786885246,3.19e-05,3.19e-05,exact,3.19e-05,1.0,-4.496209316942819,9.817486338797812
ylt,Li8.4In2.4Hf9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0760869565217391,3.44,1.8724,39.63999999999999,138.2,45.734375,0.2717391304347826,23502390015607.043,0.1972483660130718,260.85358695652167,0.000142,0.000142,exact,0.000142,1.0,-3.8477116556169433,10.515217391304342
gnq,Li8.4Lu2.4Hf9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Lu"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0760869565217391,3.44,1.81,40.89333333333333,138.2,46.71354166666666,0.2717391304347826,23494946128962.85,0.1967570768144656,261.69141304347824,2.06e-05,2.06e-05,exact,2.06e-05,1.0,-4.686132779630847,10.515217391304342
sso,Li8.4Y2.4Hf9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0760869565217391,3.44,1.8276,40.916,138.2,46.73125,0.2717391304347826,23494853532564.684,0.196749668774927,261.7065652173913,2.09e-05,2.09e-05,exact,2.09e-05,1.0,-4.679853713888946,10.515217391304342
lpx,Li6.9Y0.9Zr11.1P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0633608815426997,3.44,1.8427,41.9385,138.2,46.71829268292683,0.2754820936639118,23476479456833.227,0.1963829357453487,263.7170826446281,7.1e-05,7.1e-05,exact,7.1e-05,1.0,-4.1487416512809245,8.756473829201097
