ID,True Composition,Z_by_element,χ_all,χ-,χ+(incl Li+),χ+(excl Li+),χ+(incl Li+) - χ-,χ+(excl Li+) - χ-,χ_max - χ_min,r_all (pm),r- (pm),r+(incl Li+) (pm),r+(excl Li+) (pm),r+(excl Li+) - r-,r+(incl Li+) - r-,r+(excl Li+) / r-,r+(incl Li+) / r-,ρ_all (C m⁻³),ρ- (C m⁻³),ρ+(incl Li+) (C m⁻³),ρ+(excl Li+) (C m⁻³),ρ+(incl Li+) / ρ-,ρ+(incl Li+) - ρ-,Φ+(incl Li+) (|Z| pm⁻¹),Φ+(excl Li+) (|Z| pm⁻¹),n_halide,n_host_cation,n_anion,n_Li,Ionic conductivity (S cm-1)
ag1,Li7.8Al1.8Ge10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.8974863387978145,3.1900000000000004,1.5678787878787879,1.9499999999999995,-1.6221212121212125,-1.2400000000000009,2.46,103.23633879781421,113.96,54.49242424242425,46.0375,-67.92249999999999,-59.467575757575744,0.40397946647946653,0.4781715008987737,6573535358730.719,7807618753441.142,964065382774.2502,1509877255884.3123,0.12347751769377144,-6843553370666.892,0.05652872899249711,0.08364277320799059,0.0,0.1092896174863388,0.819672131147541,0.07103825136612021,3.9e-05
u5t,Li9.0Al3.0Ge9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.872432432432433,3.1900000000000004,1.5114285714285711,1.9099999999999995,-1.6785714285714293,-1.280000000000001,2.46,102.8527027027027,113.96,55.25,46.0625,-67.8975,-58.709999999999994,0.40419884169884174,0.48481923481923483,6499361208431.257,7807618753441.142,892543158388.8909,1468684420611.4812,0.1143169494534438,-6915075595052.251,0.05288269636095723,0.08143360752056404,0.0,0.10810810810810811,0.8108108108108109,0.08108108108108109,0.00028
0y6,Li9.6Al3.6Ge8.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.8601075268817207,3.1900000000000004,1.4855555555555555,1.89,-1.7044444444444449,-1.3000000000000005,2.46,102.66397849462365,113.96,55.59722222222222,46.07500000000001,-67.88499999999999,-58.36277777777777,0.4043085293085294,0.48786611286611287,6462872311912.973,7807618753441.142,859762138878.9344,1448088002975.0657,0.11011835567662696,-6947856614562.207,0.051211598071501455,0.08032902467685077,0.0,0.10752688172043011,0.8064516129032259,0.08602150537634409,0.00014
yq2,Li6.6Al0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.8737569060773485,3.1900000000000004,1.3435483870967742,1.5435,-1.8464516129032262,-1.6465000000000003,2.46,105.15055248618785,113.96,62.524193548387096,59.7875,-54.17249999999999,-51.4358064516129,0.5246358371358372,0.5486503470374439,6556884644920.94,7807618753441.142,504945410145.7724,714270240908.6237,0.06467342042325286,-7302673343295.369,0.047871812094685995,0.06605316059861514,0.0,0.11049723756906078,0.8287292817679558,0.06077348066298342,3e-05
kab,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.853825136612022,3.1900000000000004,1.325757575757576,1.5504999999999998,-1.8642424242424245,-1.6395000000000006,2.46,104.58333333333334,113.96,61.96212121212122,58.36249999999999,-55.597500000000004,-51.997878787878776,0.5121314496314495,0.5437181573545211,6491708511136.674,7807618753441.142,510298318843.63367,761161600398.7946,0.0653590210995797,-7297320434597.508,0.0457925493738166,0.06592807683716774,0.0,0.1092896174863388,0.819672131147541,0.07103825136612021,3.75e-05
tp2,Li9.6Al3.6Ti8.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.8247311827956993,3.1900000000000004,1.3027777777777778,1.5610000000000002,-1.8872222222222226,-1.6290000000000002,2.46,103.75537634408603,113.96,61.23611111111111,56.225,-57.73499999999999,-52.72388888888889,0.49337486837486844,0.5373474123474123,6396572380370.928,7807618753441.142,517212492578.3707,831498639634.0513,0.06624458863983512,-7290406260862.7705,0.04310683502602694,0.06574045119499665,0.0,0.10752688172043011,0.8064516129032259,0.08602150537634409,2.3e-05
nf0,Li9.0Al3.0Ti9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.8343243243243244,3.1900000000000004,1.3099999999999998,1.5574999999999999,-1.8800000000000006,-1.6325000000000005,2.46,104.02837837837838,113.96,61.464285714285715,56.9375,-57.022499999999994,-52.49571428571428,0.49962706212706215,0.5393496464925037,6427941591055.849,7807618753441.142,515039466547.4534,808052959888.9657,0.06596626741289771,-7292579286893.688,0.04395091667818941,0.06580299307572035,0.0,0.10810810810810811,0.8108108108108109,0.08108108108108109,1.1e-05
fkt,Li7.2La1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.858131868131868,3.1900000000000004,1.3025,1.4960000000000002,-1.8875000000000004,-1.6940000000000002,2.46,105.66446886446886,113.96,66.77916666666665,66.34666666666668,-47.613333333333316,-47.18083333333334,0.5821925821925823,0.5859877734877734,6512121968150.418,7807618753441.142,439480787100.1515,628556374104.9803,0.05628870990997788,-7368137966340.99,0.04432170992895922,0.06202584699744587,0.0,0.10989010989010989,0.8241758241758241,0.06593406593406594,0.000528
ctg,Li7.8La1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.845464480874317,3.1900000000000004,1.2793939393939395,1.474,-1.9106060606060609,-1.7160000000000004,2.46,105.77540983606558,113.96,68.57272727272728,69.27,-44.69,-45.387272727272716,0.6078448578448579,0.6017262835444654,6473813503505.734,7807618753441.142,411062367435.6983,597422280575.7013,0.05264887802757096,-7396556386005.443,0.042188211446138796,0.05998091925649937,0.0,0.1092896174863388,0.819672131147541,0.07103825136612021,0.000528
cmn,Li10.8Cr4.8Ti7.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.8079787234042555,3.1900000000000004,1.3,1.588,-1.8900000000000003,-1.6020000000000003,2.46,103.86702127659575,113.96,64.02631578947368,60.9,-53.059999999999995,-49.93368421052631,0.5343980343980345,0.5618314828841146,6306474037152.522,7807618753441.142,380902788644.8158,611795970542.2567,0.048786038441866304,-7426715964796.326,0.03816576312783571,0.05918161660955453,0.0,0.10638297872340426,0.7978723404255319,0.09574468085106384,0.00024
lc1,Li7.2Al6.6Ta5.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.86521978021978,3.1900000000000004,1.3428124999999997,1.5605,-1.8471875000000006,-1.6295000000000004,2.46,104.58104395604396,113.96,60.617187499999986,56.487500000000004,-57.47249999999999,-53.34281250000001,0.49567830817830827,0.5319163522288521,6541929004399.117,7807618753441.142,609008305764.6304,899800403968.1465,0.07800179862729788,-7198610447676.512,0.048233287635461544,0.06828437132784959,0.0,0.10989010989010989,0.8241758241758241,0.06593406593406594,6.5e-07
sxv,Li6.0Al6.0Ta6.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.8855555555555554,3.1900000000000004,1.3633333333333333,1.555,-1.826666666666667,-1.6350000000000005,2.46,105.11944444444444,113.96,60.916666666666664,57.625,-56.334999999999994,-53.04333333333333,0.5056598806598807,0.5345442845442846,6610026276300.096,7807618753441.142,622063890594.8655,870918431512.913,0.07967395825016381,-7185554862846.276,0.050714482598540576,0.06866431649040346,0.0,0.1111111111111111,0.8333333333333334,0.05555555555555555,6.5e-07
4t5,Li6.0Cr6.0Sb6.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Sb"", ""value"": 5.0}]",2.918888888888889,3.1900000000000004,1.5633333333333335,1.8549999999999998,-1.626666666666667,-1.3350000000000006,2.46,105.46666666666667,113.96,63.0,60.75,-53.209999999999994,-50.959999999999994,0.5330817830817831,0.5528255528255529,6589843809218.605,7807618753441.142,500969088105.92413,689276227779.5011,0.06416413299959431,-7306649665335.218,0.04897621198434207,0.06605691056910569,0.0,0.1111111111111111,0.8333333333333334,0.05555555555555555,3.57e-10
smk,Li6.0Al6.0Sb6.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",2.916111111111111,3.1900000000000004,1.5466666666666664,1.83,-1.643333333333334,-1.3600000000000003,2.46,104.61944444444444,113.96,57.916666666666664,53.125,-60.834999999999994,-56.04333333333333,0.4661723411723412,0.5082192582192582,6626870757632.768,7807618753441.142,723130778590.8956,1022518763506.9581,0.09261860772494583,-7084487974850.246,0.05433767100433767,0.0740990990990991,0.0,0.1111111111111111,0.8333333333333334,0.05555555555555555,3.17e-08
vtr,Li6.0Fe6.0Sb6.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Sb"", ""value"": 5.0}]",2.9283333333333332,3.1900000000000004,1.6199999999999999,1.9400000000000002,-1.5700000000000005,-1.2500000000000002,2.46,105.20277777777777,113.96,61.416666666666664,58.375,-55.584999999999994,-52.54333333333333,0.5122411372411373,0.538931788931789,6597316730419.4795,7807618753441.142,545806615311.16925,756532518587.3687,0.06990692457551281,-7261812138129.973,0.05033719475716539,0.06809838472834068,0.0,0.1111111111111111,0.8333333333333334,0.05555555555555555,1.37e-06
dc8,Li18.0Mg6.0P8.0O32.0F6.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}]",2.528285714285714,3.2930434782608695,1.0625,1.31,-2.2305434782608695,-1.9830434782608695,3.0,99.845,116.1336956521739,68.625,72.0,-44.1336956521739,-47.5086956521739,0.6199751036567674,0.5909137706728566,4512509626719.536,6791471844631.711,144498709054.53308,204930409941.8213,0.021276493867636578,-6646973135577.178,0.018055555555555557,0.027777777777777776,0.08571428571428572,0.08571428571428572,0.5714285714285714,0.2571428571428571,<1E-10
hai,Pb6.12Ca1.9Li1.96P6.0O24.0,"[{""element"": ""Ca"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Pb"", ""value"": 2.0}]",2.7648024012006,3.19,1.4866533066132264,1.6104738154613467,-1.7033466933867736,-1.5795261845386532,2.46,113.86368184092044,113.96,113.57414829659318,124.8341645885287,10.8741645885287,-0.3858517034068143,1.095420889685229,0.9966141479167531,5872907090572.396,7807618753441.143,57140568922.86233,40714146219.82246,0.007318565458601331,-7750478184518.28,0.015855178604583655,0.016109432099340133,0.0,0.20060030015007502,0.7503751875937968,0.049024512256128056,<1E-10
ux3,Li0.57Sm9.02Si6.0O25.82,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sm"", ""value"": 3.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.6885486597440234,3.4400000000000004,1.4440025657472737,1.461611185086551,-1.9959974342527267,-1.9783888149134494,2.46,115.53225307896643,138.2,77.99016035920461,78.38825565912117,-59.81174434087882,-60.20983964079538,0.5672087963756959,0.5643282225702215,656094690577.0696,28978758058.69077,1694717742381.081,1754312074748.9053,58.48137932442667,1665738984322.3904,0.0631773148674105,0.06501264276554496,0.0,0.3627143202125091,0.6235208886742334,0.013764791113257667,<1E-10
tvf,Li12.0N8.0H16.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""H"", ""value"": 1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""N"", ""value"": -3.0}]",2.048,2.9133333333333336,1.6771428571428573,2.2,-1.2361904761904763,-0.7133333333333334,2.06,60.25,170.66666666666666,12.928571428571429,-28.0,-198.66666666666666,-157.73809523809524,-0.1640625,0.07575334821428573,75064994833.81813,25775180908.865894,124354808758.77034,,4.8245949930848395,98579627849.90445,0.014814814814814815,,0.1,0.4,0.2,0.3,1e-05
u8r,Ba3.0Li1.0Ta5.0Zr1.0Si4.0O26.0,"[{""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.738,3.44,1.4342857142857142,1.4692307692307693,-2.005714285714286,-1.9707692307692306,2.55,116.44964285714286,138.2,76.0561224489796,76.71428571428571,-61.48571428571428,-62.143877551020395,0.5550961339673351,0.5503337369680145,530245497221.3218,28978758058.69077,1461169441380.4937,1564001336197.5493,50.42208635791715,1432190683321.803,0.06814013328169041,0.07224208085606545,0.0,0.325,0.65,0.025,<1E-10
gvd,Li3.0N1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""N"", ""value"": -3.0}]",1.495,3.04,0.98,,-2.06,,2.06,87.125,146.0,67.5,,,-78.5,,0.4623287671232877,102482830908.48222,36866897357.61785,124354808758.77034,,3.3730749716337267,87487911401.1525,0.014814814814814815,,0.0,0.0,0.25,0.75,0.0005767
uex,Fe4.0Na4.0K2.0Li6.0Si24.0O60.0,"[{""element"": ""Na"", ""value"": 1.0}, {""element"": ""K"", ""value"": 1.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}]",2.7056,3.44,1.6039999999999999,1.7141176470588233,-1.836,-1.7258823529411766,2.62,104.69714285714286,138.2,54.44285714285714,52.13865546218488,-86.0613445378151,-83.75714285714284,0.37726957642680814,0.39394252635931365,1072886828272.5366,28978758058.69076,2638748933593.305,3082465543858.2227,91.0580407983337,2609770175534.6143,0.08145078398584318,0.09321007266308348,0.0,0.34,0.6,0.06,<1E-10
11b,Li6.0P2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}]",1.2825,2.19,0.98,,-1.21,,1.21,54.875,17.0,67.5,,,50.5,,3.9705882352941178,9823810790311.814,38922178734970.945,124354808758.77034,,0.003194960117868211,-38797823926212.17,0.014814814814814815,,0.0,0.0,0.25,0.75,0.000703
fft,Li6.0N2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""N"", ""value"": -3.0}]",1.495,3.04,0.98,,-2.06,,2.06,87.125,146.0,67.5,,,-78.5,,0.4623287671232877,102482830908.48222,36866897357.61785,124354808758.77034,,3.3730749716337267,87487911401.1525,0.014814814814814815,,0.0,0.0,0.25,0.75,0.0002085
lf5,Li48.0Ba8.0La16.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.323913043478261,3.44,1.1063636363636362,1.2580000000000002,-2.333636363636364,-2.1819999999999995,2.55,112.01138716356107,138.2,83.44199134199134,102.57238095238094,-35.62761904761905,-54.75800865800865,0.7422024670939287,0.6037770719391559,118703885028.30254,28978758058.690765,216585841722.4245,327263081278.80945,7.473951826499001,187607083663.73373,0.028159256434601317,0.04417258637834512,0.0,0.21739130434782608,0.5217391304347826,0.2608695652173913,6e-06
68u,Li40.0La24.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.394545454545455,3.44,1.1400000000000001,1.3,-2.3,-2.1399999999999997,2.46,112.74090909090908,138.2,82.19,96.88,-41.31999999999999,-56.00999999999999,0.7010130246020261,0.5947178002894357,120459403627.7354,28978758058.690765,230236178310.58896,336117547862.4076,7.944998120495397,201257420251.8982,0.03065882621533405,0.04650283761585329,0.0,0.22727272727272727,0.5454545454545454,0.22727272727272727,8e-06
gyw,Li48.0Sr8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.3178260869565217,3.44,1.0936363636363637,1.23,-2.346363636363636,-2.21,2.49,111.68115942028984,138.2,82.75151515151515,101.05333333333333,-37.14666666666666,-55.44848484848484,0.7312108055957549,0.5987808621672588,105639717667.9457,28978758058.690765,189269855423.49655,267167911421.1679,6.531330812734201,160291097364.8058,0.02724678526976039,0.04216514981569508,0.0,0.21739130434782608,0.5217391304347826,0.2608695652173913,4.2e-06
0v9,Li44.0La24.0Nb14.0In2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.365111111111111,3.44,1.1366666666666667,1.3090000000000002,-2.3033333333333332,-2.131,2.46,111.91611111111109,138.2,81.87738095238095,97.6925,-40.50749999999999,-56.32261904761904,0.7068921852387844,0.5924557232444353,114834985624.89508,28978758058.690765,212956388557.7,310418126336.5227,7.348706529327406,183977630499.00925,0.028929792992713626,0.04445626898840231,0.0,0.2222222222222222,0.5333333333333333,0.24444444444444444,2.4e-05
qtc,Li44.0La22.0K2.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""K"", ""value"": 1.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.36,3.44,1.1257142857142857,1.286,-2.314285714285714,-2.154,2.62,112.08037037037037,138.2,82.22936507936508,98.43166666666666,-39.76833333333333,-55.97063492063491,0.7122407139411481,0.5950026416741323,119914736423.6493,28978758058.690765,223841568840.74478,333277004930.9167,7.724332712512999,194862810782.05402,0.02946267136307737,0.04557531356616617,0.0,0.2222222222222222,0.5333333333333333,0.24444444444444444,1.06e-05
vy5,K0.4Li3.6Sb4.0O12.0,"[{""element"": ""K"", ""value"": 1.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",2.6668,3.44,1.507,1.9381818181818178,-1.933,-1.5018181818181822,2.62,110.06999999999998,138.2,67.875,68.18181818181817,-70.01818181818182,-70.32499999999999,0.4933561373503486,0.49113603473227213,217057631240.48956,28978758058.690765,499175941013.18774,805847776494.0746,17.225580889360586,470197182954.49695,0.048666666666666664,0.07636363636363636,0.0,0.22000000000000003,0.6,0.18,1.36e-08
rwr,Li64.0Ge8.0P32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",1.4315384615384614,2.19,1.0944444444444443,2.01,-1.0955555555555556,-0.18000000000000016,1.21,50.30769230769231,17.0,65.11111111111111,46.0,29.0,48.111111111111114,2.7058823529411766,3.8300653594771243,12173478455288.27,38922178734970.945,285167219873.7468,1571666508793.5586,0.007326599618575019,-38637011515097.195,0.022830560028627662,0.08695652173913043,0.0,0.07692307692307693,0.3076923076923077,0.6153846153846154,1.8e-05
pql,Li64.0Si8.0P32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",1.4230769230769231,2.19,1.0822222222222222,1.9,-1.1077777777777778,-0.29000000000000004,1.21,49.30769230769231,17.0,63.666666666666664,33.0,16.0,46.666666666666664,1.9411764705882353,3.7450980392156863,12380033841687.58,38922178734970.945,583525000228.3044,4256886531984.5776,0.014992094974992156,-38338653734742.64,0.02663673774784886,0.12121212121212122,0.0,0.07692307692307693,0.3076923076923077,0.6153846153846154,4.5e-05
br1,Li48.0Al16.0N32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""N"", ""value"": -3.0}]",1.7716666666666665,3.04,1.1375,1.61,-1.9025,-1.43,2.06,90.125,146.0,62.1875,46.25,-99.75,-83.8125,0.3167808219178082,0.4259417808219178,267756062842.7992,36866897357.61785,383200645585.3899,1159738156065.2485,10.39416585204474,346333748227.77203,0.02732732732732733,0.06486486486486487,0.0,0.16666666666666666,0.3333333333333333,0.5,5e-08
dl7,Li8.0Mg4.0Ti12.0O32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.529285714285714,3.44,1.3150000000000002,1.4825,-2.125,-1.9575,2.46,106.72142857142856,138.2,64.75,63.375,-74.82499999999999,-73.44999999999999,0.4585745296671491,0.4685238784370478,196995983958.53586,28978758058.690765,421018951824.99603,569351023358.1089,14.52853676380144,392040193766.3053,0.042625752474237326,0.05653122130394858,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,<1E-10
i12,Li8.0Co4.0Ti12.0O32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Co"", ""value"": 2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.5700000000000003,3.44,1.4100000000000001,1.625,-2.03,-1.815,2.46,106.89999999999999,138.2,65.16666666666667,64.0,-74.19999999999999,-73.03333333333332,0.46309696092619396,0.4715388326097444,195571268189.75076,28978758058.690765,417694615031.16406,564364518167.3608,14.413820433063622,388715856972.47327,0.042470395775256464,0.056298186255477285,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,<1E-10
aui,Li8.0Co4.0Ge12.0O32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Co"", ""value"": 2.0}]",2.670714285714286,3.44,1.6449999999999998,1.9774999999999998,-1.7950000000000002,-1.4625000000000001,2.46,103.79285714285713,138.2,57.916666666666664,53.125,-85.07499999999999,-80.28333333333333,0.3844066570188133,0.4190786300048239,384323114110.4694,28978758058.690765,858115588846.1743,1224995978889.8762,29.611882852544277,829136830787.4835,0.05289080540515226,0.07192880070032098,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,<1E-10
mfs,Li8.0Zn4.0Ge12.0O32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zn"", ""value"": 2.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.654285714285714,3.44,1.6066666666666665,1.92,-1.8333333333333335,-1.52,2.46,103.28095238095237,138.2,56.72222222222222,51.33333333333333,-86.86666666666666,-81.47777777777776,0.37144235407621806,0.4104357613764271,389007161048.0214,28978758058.690765,869045031700.4623,1241390143171.3083,29.98903645009157,840066273641.7715,0.05336702752400844,0.07264313387860526,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,<1E-10
jl4,Li8.56Mg3.16Ti12.28O32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.527135714285714,3.44,1.3099833333333335,1.4929274611398966,-2.1300166666666662,-1.9470725388601033,2.46,106.61892857142857,138.2,64.51083333333334,62.85362694300518,-75.3463730569948,-73.68916666666665,0.4548019315702257,0.46679329474192,198619698702.81396,28978758058.690765,424807619561.64484,591379903271.0105,14.659276243008092,395828861502.9541,0.04277055912661973,0.05826933965181727,0.0,0.2757142857142857,0.5714285714285714,0.15285714285714286,6.56e-10
jkq,Li7.96Mg4.04Ti12.0O32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.5295214285714285,3.44,1.31555,1.482069825436409,-2.12445,-1.9579301745635909,2.46,106.72464285714285,138.2,64.7575,63.396508728179555,-74.80349127182043,-73.4425,0.45873016445860754,0.46857814761215627,197053537959.38092,28978758058.690765,421153244493.63446,568442243773.5295,14.533170939923359,392174486434.9437,0.042647357412508934,0.05645951695600302,0.0,0.2864285714285714,0.5714285714285714,0.14214285714285715,1.53e-11
jy6,Li24.0P4.0O20.0Cl4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cl"", ""value"": -1.0}]",2.186923076923077,3.2214285714285715,0.98,,-2.2414285714285715,,2.46,99.53846153846153,127.0,67.5,,,-59.5,,0.531496062992126,3063050081382.113,5581931743630.692,124354808758.77034,,0.02227809555368827,-5457576934871.922,0.014814814814814815,,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,1e-09
yav,Li8.0V4.0Cl16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""V"", ""value"": 3.0}]",2.3185714285714285,3.16,1.1966666666666665,1.63,-1.9633333333333336,-1.5300000000000002,2.18,131.85714285714286,181.0,66.33333333333333,64.0,-117.0,-114.66666666666667,0.35359116022099446,0.3664825046040515,101740980019.10564,6449680150.445433,228796046510.6526,437678522014.41705,35.47401439664435,222346366360.20715,0.025501543209876545,0.046875,0.5714285714285714,0.14285714285714285,0.0,0.2857142857142857,6.95e-06
