ID,True Composition,Z_by_element,n_Li,χ⁻,χ⁺(excl Li⁺),r⁺(excl Li⁺) (pm),r⁻ (pm),nₕₒₛₜ cₐₜᵢₒₙ,ρ⁺(excl Li⁺) (C m⁻³),Φ⁺(excl Li⁺) (|Z| pm⁻¹),Ionic conductivity (S cm-1),conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity
czo,Li7.8Al0.6Sc1.2Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9242,34.925,138.2,0.273224043715847,23620098562296.605,0.2017332924870217,0.000429,0.000429,exact,0.000429,1.0,-3.3675427078152755
o8s,Li7.8Sc1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9192,35.614999999999995,138.2,0.273224043715847,23601261902873.867,0.2011790292454519,0.000452,0.000452,exact,0.000452,1.0,-3.344861565188618
lap,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9342,33.544999999999995,138.2,0.273224043715847,23657771881142.08,0.2028418189701612,0.00113,0.00113,exact,0.00113,1.0,-2.94692155651658
yp3,Li6.0Ti12.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0555555555555555,3.44,1.93,34.4,138.2,0.2777777777777778,23629637065447.984,0.2029168692270296,6e-05,6e-05,exact,6e-05,1.0,-4.221848749616356
tzl,Li6.3Al0.3Ti11.7P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0581717451523545,3.44,1.9307000000000003,34.2575,138.2,0.2770083102493075,23634326201397.0,0.2029043608508849,0.0011,0.0011,exact,0.0011,1.0,-2.958607314841775
hyj,Li6.6Al0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0607734806629834,3.44,1.9314,34.115,138.2,0.2762430939226519,23639015337346.016,0.2028918524747401,0.00067,0.00067,exact,0.00067,1.0,-3.1739251972991736
mg4,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9342,33.544999999999995,138.2,0.273224043715847,23657771881142.08,0.2028418189701612,0.0062,0.0062,exact,0.0062,1.0,-2.207608310501746
d4q,Li6.3Cr0.3Ti11.7P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0581717451523545,3.44,1.9312,34.41,138.2,0.2770083102493075,23627661350682.45,0.202743517080285,0.00018,0.00018,exact,0.00018,1.0,-3.744727494896694
6he,Li6.6Cr0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0607734806629834,3.44,1.9324,34.419999999999995,138.2,0.2762430939226519,23625685635916.92,0.2025701649335404,0.00026,0.00026,exact,0.00026,1.0,-3.5850266520291822
pwy,Li7.2Cr1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0659340659340659,3.44,1.9348,34.440000000000005,138.2,0.2747252747252747,23621734206385.85,0.2022234606400512,0.00043,0.00043,exact,0.00043,1.0,-3.3665315444204134
rc1,Li6.3Fe0.3Ti11.7P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0581717451523545,3.44,1.9329,34.3625,138.2,0.2770083102493075,23629006476498.61,0.2027843465634697,0.00013,0.00013,exact,0.00013,1.0,-3.886056647693163
lzt,Li6.6Fe0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0607734806629834,3.44,1.9358,34.325,138.2,0.2762430939226519,23628375887549.234,0.2026518238999098,0.00063,0.00063,exact,0.00063,1.0,-3.2006594505464183
kbp,Li7.2Fe1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0659340659340659,3.44,1.9416,34.25,138.2,0.2747252747252747,23627114709650.484,0.20238677857279,0.0014,0.0014,exact,0.0014,1.0,-2.853871964321762
b9u,Li7.8Fe1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9474,34.175,138.2,0.273224043715847,23625853531751.73,0.2021217332456702,0.0023,0.0023,exact,0.0023,1.0,-2.638272163982407
3uq,Li7.8Al1.8Ge10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,2.094,28.615,138.2,0.273224043715847,23957258143336.293,0.2099276975184903,8.24e-05,8.24e-05,exact,8.24e-05,1.0,-4.084072788302884
1dm,Li9.6Al3.6Ge8.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.086021505376344,3.44,2.07,28.630000000000003,138.2,0.2688172043010753,23932542442172.59,0.2086021981060344,0.000284,0.000284,exact,0.000284,1.0,-3.5466816599529625
rg6,Li8.4Al2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0760869565217391,3.44,1.9356,33.26,138.2,0.2717391304347826,23667150153040.12,0.2028168022178717,0.00338,0.00338,exact,0.00338,1.0,-2.4710832997223453
ed4,Li7.2Al1.2Ge10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0659340659340659,3.44,2.102,28.61,138.2,0.2747252747252747,23965496710390.86,0.2103695306559756,7.94e-05,7.94e-05,exact,7.94e-05,1.0,-4.100179497572904
vg0,Li9.0Al3.0Ge9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.081081081081081,3.44,2.078,28.625,138.2,0.2702702702702703,23940781009227.16,0.2090440312435197,0.00019,0.00019,exact,0.00019,1.0,-3.721246399047171
z9y,Li7.2Al1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0659340659340659,3.44,1.9328,33.830000000000005,138.2,0.2747252747252747,23648393609244.05,0.2028668357224506,0.00338,0.00338,exact,0.00338,1.0,-2.4710832997223453
w3n,Li8.4Al2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0760869565217391,3.44,1.9356,33.26,138.2,0.2717391304347826,23667150153040.12,0.2028168022178717,0.00112,0.00112,exact,0.00112,1.0,-2.9507819773298185
ym6,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9342,33.544999999999995,138.2,0.273224043715847,23657771881142.08,0.2028418189701612,0.00121,0.00121,exact,0.00121,1.0,-2.91721462968355
oxc,Li8.4Al2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0760869565217391,3.44,1.9356,33.26,138.2,0.2717391304347826,23667150153040.12,0.2028168022178717,0.00563,0.00563,exact,0.00563,1.0,-2.2494916051486538
dq4,Li7.8Al0.6Sc1.2Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9242,34.925,138.2,0.273224043715847,23620098562296.605,0.2017332924870217,0.000426,0.000426,exact,0.000426,1.0,-3.370590400897281
0fa,Li7.8Al1.2Sc0.6Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9292,34.235,138.2,0.273224043715847,23638935221719.348,0.2022875557285914,0.000269,0.000269,exact,0.000269,1.0,-3.570247719997592
6j9,Li6.9Fe0.9Ti11.1P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0633608815426997,3.44,1.9387,34.2875,138.2,0.2754820936639118,23627745298599.86,0.2025193012363499,0.000522,0.000522,exact,0.000522,1.0,-3.282329496997738
0x9,Li7.2Sc1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0659340659340659,3.44,1.9228,35.21000000000001,138.2,0.2747252747252747,23610720290398.57,0.2017583092393112,0.000246,0.000246,exact,0.000246,1.0,-3.6090648928966207
iwe,Li7.8Sc1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9192,35.614999999999995,138.2,0.273224043715847,23601261902873.867,0.2011790292454519,0.000407,0.000407,exact,0.000407,1.0,-3.39040559077478
ib2,Li6.6Sc0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0607734806629834,3.44,1.9264,34.805,138.2,0.2762430939226519,23620178677923.277,0.2023375892331704,0.000158,0.000158,exact,0.000158,1.0,-3.8013429130455774
ppz,Li7.8In1.8Hf10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.8628,39.48,138.2,0.273224043715847,23506105403939.29,0.197609477124183,1e-05,1e-05,exact,1e-05,1.0,-5.0
dx2,Li6.6Fe0.6Hf11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""P"", ""value"": 5.0}]",0.0607734806629834,3.44,1.8446,38.695,138.2,0.2762430939226519,23521609665862.87,0.1986389680688721,0.000107,0.000107,exact,0.000107,1.0,-3.9706162223147903
21m,Li6.6Lu0.6Hf11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Lu"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0607734806629834,3.44,1.828,39.473333333333336,138.2,0.2762430939226519,23511675208942.73,0.1982088770467536,5.88e-05,5.88e-05,exact,5.88e-05,1.0,-4.230622673923862
4k1,Li6.6Sc0.6Hf11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0607734806629834,3.44,1.8352,39.175,138.2,0.2762430939226519,23513412456236.92,0.1983247334021327,2.45e-05,2.45e-05,exact,2.45e-05,1.0,-4.610833915635467
gzp,Li7.2Lu1.2Hf10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Lu"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0659340659340659,3.44,1.822,39.94666666666667,138.2,0.2747252747252747,23506098848949.44,0.197724943635991,9.79e-05,9.79e-05,exact,9.79e-05,1.0,-4.009217308196862
ew5,Li7.8Fe1.8Hf10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.8658,38.085,138.2,0.273224043715847,23530325859716.57,0.1985312832915838,5.4e-05,5.4e-05,exact,5.4e-05,1.0,-4.267606240177032
jdk,Li7.8Lu1.8Hf10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Lu"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.816,40.42,138.2,0.273224043715847,23500522488956.145,0.1972410102252283,3.56e-05,3.56e-05,exact,3.56e-05,1.0,-4.448550002027125
h8a,Li7.8Sc1.8Hf10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.8376,39.525,138.2,0.273224043715847,23505734230838.7,0.1975885792913656,8.32e-05,8.32e-05,exact,8.32e-05,1.0,-4.079876673709276
jq7,Li7.8Y1.8Hf10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.8292,40.437,138.2,0.273224043715847,23500453041657.52,0.1972354541955743,3.19e-05,3.19e-05,exact,3.19e-05,1.0,-4.496209316942819
ylt,Li8.4In2.4Hf9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0760869565217391,3.44,1.8724,39.63999999999999,138.2,0.2717391304347826,23502390015607.043,0.1972483660130718,0.000142,0.000142,exact,0.000142,1.0,-3.8477116556169433
gnq,Li8.4Lu2.4Hf9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Lu"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0760869565217391,3.44,1.81,40.89333333333333,138.2,0.2717391304347826,23494946128962.85,0.1967570768144656,2.06e-05,2.06e-05,exact,2.06e-05,1.0,-4.686132779630847
sso,Li8.4Y2.4Hf9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0760869565217391,3.44,1.8276,40.916,138.2,0.2717391304347826,23494853532564.684,0.196749668774927,2.09e-05,2.09e-05,exact,2.09e-05,1.0,-4.679853713888946
lpx,Li6.9Y0.9Zr11.1P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0633608815426997,3.44,1.8427,41.9385,138.2,0.2754820936639118,23476479456833.227,0.1963829357453487,7.1e-05,7.1e-05,exact,7.1e-05,1.0,-4.1487416512809245
l8t,Li7.8Al0.6Y1.2Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9186,35.532999999999994,138.2,0.273224043715847,23616577769509.15,0.2014978757564942,7.3e-05,7.3e-05,exact,7.3e-05,1.0,-4.136677139879544
3tt,Li7.8Al0.9Y0.9Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9225,35.035999999999994,138.2,0.273224043715847,23626876297417.383,0.2018338615599109,1.9e-05,1.9e-05,exact,1.9e-05,1.0,-4.721246399047171
ag1,Li7.8Al1.8Ge10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,2.094,28.615,138.2,0.273224043715847,23957258143336.293,0.2099276975184903,3.9e-05,3.9e-05,exact,3.9e-05,1.0,-4.4089353929735005
0y6,Li9.6Al3.6Ge8.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.086021505376344,3.44,2.07,28.630000000000003,138.2,0.2688172043010753,23932542442172.59,0.2086021981060344,0.00014,0.00014,exact,0.00014,1.0,-3.853871964321762
yq2,Li6.6Al0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0607734806629834,3.44,1.9314,34.115,138.2,0.2762430939226519,23639015337346.016,0.2028918524747401,3e-05,3e-05,exact,3e-05,1.0,-4.522878745280337
kab,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9342,33.544999999999995,138.2,0.273224043715847,23657771881142.08,0.2028418189701612,3.75e-05,3.75e-05,exact,3.75e-05,1.0,-4.425968732272281
tp2,Li9.6Al3.6Ti8.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.086021505376344,3.44,1.9384,32.690000000000005,138.2,0.2688172043010753,23685906696836.188,0.2027667687132927,2.3e-05,2.3e-05,exact,2.3e-05,1.0,-4.638272163982407
nf0,Li9.0Al3.0Ti9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.081081081081081,3.44,1.937,32.975,138.2,0.2702702702702703,23676528424938.152,0.2027917854655822,1.1e-05,1.1e-05,exact,1.1e-05,1.0,-4.958607314841775
fkt,Li7.2La1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0659340659340659,3.44,1.9124,36.73866666666667,138.2,0.2747252747252747,23604729790624.56,0.2012809270342724,0.000528,0.000528,exact,0.000528,1.0,-3.277366077466188
ctg,Li7.8La1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9036,37.908,138.2,0.273224043715847,23592276153212.848,0.2004629559378938,0.000528,0.000528,exact,0.000528,1.0,-3.277366077466188
cmn,Li10.8Cr4.8Ti7.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0957446808510638,3.44,1.9492,34.559999999999995,138.2,0.2659574468085106,23598025629199.477,0.2001432348791159,0.00024,0.00024,exact,0.00024,1.0,-3.619788758288394
vtr,Li6.0Fe6.0Sb6.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Sb"", ""value"": 5.0}, {""element"": ""P"", ""value"": 5.0}]",0.0555555555555555,3.44,2.0900000000000003,33.55,138.2,0.2777777777777778,23655920248417.51,0.2037099421266303,1.37e-06,1.37e-06,exact,1.37e-06,1.0,-5.863279432843593
tvf,Li12.0N8.0H16.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""N"", ""value"": -3.0}, {""element"": ""H"", ""value"": 1.0}]",0.3,2.9133333333333336,0.0,0.0,170.66666666666666,0.0,0.0,0.0,1e-05,1e-05,exact,1e-05,1.0,-5.0
gvd,Li3.0N1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""N"", ""value"": -3.0}]",0.75,3.04,0.0,0.0,146.0,0.0,0.0,0.0,0.0005767,0.0005767,exact,0.0005767,1.0,-3.2390500485891027
11b,Li6.0P2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": -3.0}]",0.75,2.19,0.0,0.0,212.0,0.0,0.0,0.0,0.000703,0.000703,exact,0.000703,1.0,-3.153044674980176
fft,Li6.0N2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""N"", ""value"": -3.0}]",0.75,3.04,0.0,0.0,146.0,0.0,0.0,0.0,0.0002085,0.0002085,exact,0.0002085,1.0,-3.6808939406902237
lf5,Li48.0Ba8.0La16.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.2580000000000002,102.57238095238094,138.2,0.217391304347826,327263081278.80945,0.0441725863783451,6e-06,6e-06,exact,6e-06,1.0,-5.221848749616356
68u,Li40.0La24.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2272727272727272,3.44,1.3,96.88,138.2,0.2272727272727272,336117547862.4076,0.0465028376158532,8e-06,8e-06,exact,8e-06,1.0,-5.096910013008056
gyw,Li48.0Sr8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.23,101.05333333333331,138.2,0.217391304347826,267167911421.1679,0.042165149815695,4.2e-06,4.2e-06,exact,4.2e-06,1.0,-5.376750709602099
