ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1),ir_mean_nonLi,d_electrons_mean_nonLi,covalent_radius_mean_nonLi,cation_entropy,d_electrons_std_nonLi,s_electrons_mean_nonLi,p_electrons_mean_nonLi,atomic_mass_mean_nonLi,ir_std_nonLi,n_elements
yp3,Li6.0Ti12.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8838888888888894,3.44,1.7716666666666667,1.93,-1.6683333333333332,-1.5099999999999998,2.46,105.43888888888888,138.2,39.91666666666666,34.4,-103.79999999999998,-98.28333333333332,0.2489146164978292,0.2888326097443319,6590015846261.276,28978758058.690765,19712090022666.45,23629637065447.984,680.2254942307567,19683111264607.76,0.1715665268249938,0.2029168692270296,0.0,0.2777777777777778,0.6666666666666666,0.0555555555555555,6e-05,97.70588235294119,0.23529411764705882,76.47058823529412,0.0,0.6443794794178425,4.8235294117647065,5.8235294117647065,22.391063882352938,48.09489970009949,4
tzl,Li6.3Al0.3Ti11.7P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.878808864265928,3.44,1.7657024793388432,1.9307000000000003,-1.6742975206611568,-1.5092999999999996,2.46,105.29432132963989,138.2,40.02685950413223,34.2575,-103.9425,-98.17314049586776,0.247883502170767,0.2896299529966153,6573404357500.609,28978758058.690765,19554083232426.73,23634326201397.0,674.772990368455,19525104474368.04,0.1702607206297487,0.2029043608508849,0.0,0.2770083102493075,0.6648199445983379,0.0581717451523545,0.0011,97.68529411764708,0.22941176470588234,76.4264705882353,0.11690684913753105,0.6373333285073812,4.81764705882353,5.8088235294117645,22.32963605470588,48.10632606286242,5
hyj,Li6.6Al0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8737569060773485,3.44,1.7598360655737704,1.9314,-1.6801639344262296,-1.5085999999999995,2.46,105.15055248618783,138.2,40.135245901639344,34.115,-104.08499999999998,-98.06475409836064,0.2468523878437048,0.2904142250480416,6556884644920.94,28978758058.690765,19398666717436.84,23639015337346.016,669.4098718153712,19369687959378.15,0.1689763210934421,0.2028918524747401,0.0,0.2762430939226519,0.6629834254143647,0.0607734806629834,0.00067,97.66470588235295,0.2235294117647059,76.38235294117648,0.1985152433458725,0.630153493686686,4.811764705882354,5.794117647058824,22.26820822705882,48.11774090311574,5
mg4,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.853825136612022,3.44,1.7373015873015876,1.9342,-1.7026984126984124,-1.5058,2.46,104.58333333333334,138.2,40.5515873015873,33.544999999999995,-104.655,-97.64841269841268,0.2427279305354558,0.2934268256265362,6491708511136.674,28978758058.690765,18801669945570.93,23657771881142.08,648.8086862622562,18772691187512.234,0.1640425958904865,0.2028418189701612,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.0062,97.58235294117648,0.19999999999999998,76.20588235294119,0.42270908780599087,0.6000000000000001,4.788235294117647,5.73529411764706,22.022496916470587,48.163285202760946,5
50s,Li8.4Al2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8440217391304348,3.44,1.7265625,1.9356,-1.7134375,-1.5044,2.46,104.30434782608694,138.2,40.75,33.26,-104.94,-97.45,0.2406657018813314,0.2948625180897251,6459651771422.128,28978758058.690765,18517163671478.57,23667150153040.12,638.9909337720998,18488184913419.883,0.161691367473453,0.2028168022178717,0.0,0.2717391304347826,0.6521739130434783,0.0760869565217391,0.0033,97.54117647058824,0.18823529411764706,76.11764705882354,0.500402423538188,0.5839846421642756,4.776470588235294,5.7058823529411775,21.89964126117647,48.18598842992492,5
d4q,Li6.3Cr0.3Ti11.7P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.878947368421053,3.44,1.766115702479339,1.9312,-1.673884297520661,-1.5087999999999997,2.46,105.3365650969529,138.2,40.15289256198347,34.41,-103.79,-98.04710743801652,0.2489869753979739,0.2905419143414144,6571558138466.108,28978758058.690765,19548575091340.324,23627661350682.45,674.5829152425558,19519596333281.637,0.1701277918937158,0.202743517080285,0.0,0.2770083102493075,0.6648199445983379,0.0581717451523545,0.00018,97.48676470588236,0.24411764705882352,76.47058823529412,0.11690684913753105,0.6875750981317853,4.820588235294117,5.8235294117647065,22.403208294117647,48.36905277141015,5
6he,Li6.6Cr0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8740331491712707,3.44,1.760655737704918,1.9324,-1.679344262295082,-1.5075999999999998,2.46,105.23480662983424,138.2,40.38524590163934,34.419999999999995,-103.78,-97.81475409836064,0.2490593342981186,0.2922231975516595,6553202406957.101,28978758058.690765,19387740732658.89,23625685635916.92,669.0328375492435,19358761974600.2,0.1687126427809833,0.2025701649335404,0.0,0.2762430939226519,0.6629834254143647,0.0607734806629834,0.00026,97.26764705882354,0.2529411764705882,76.47058823529413,0.1985152433458725,0.7281060419365426,4.81764705882353,5.8235294117647065,22.415352705882356,48.640673615378574,5
pwy,Li7.2Cr1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.864285714285714,3.44,1.7499999999999998,1.9348,-1.6900000000000002,-1.5052,2.46,105.03296703296704,138.2,40.83870967741935,34.440000000000005,-103.76,-97.36129032258064,0.2492040520984081,0.2955044115587508,6516793510941.982,28978758058.690765,19073854322974.16,23621734206385.85,658.2012343090696,19044875564915.47,0.165950819512586,0.2022234606400512,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,0.00043,96.8294117647059,0.2705882352941177,76.47058823529413,0.32508297339144826,0.8027633933756227,4.811764705882354,5.8235294117647065,22.439641529411766,49.17648606810902,5
y9l,Li7.8Cr1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8546448087431693,3.44,1.7396825396825395,1.9372,-1.7003174603174604,-1.5028,2.46,104.83333333333331,138.2,41.27777777777778,34.46,-103.73999999999998,-96.92222222222222,0.2493487698986975,0.2986814600418074,6480782526358.724,28978758058.690765,18769932561215.93,23617782776854.797,647.7134914892188,18740953803157.24,0.1632766731733443,0.201876756346562,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.00029,96.39117647058825,0.28823529411764703,76.47058823529412,0.42270908780599087,0.8706875936942876,4.805882352941177,5.8235294117647065,22.463930352941176,49.702659223728006,5
rc1,Li6.3Fe0.3Ti11.7P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8794182825484764,3.44,1.7675206611570249,1.9329,-1.672479338842975,-1.5071,2.46,105.32340720221606,138.2,40.11363636363637,34.3625,-103.8375,-98.0863636363636,0.2486432706222865,0.2902578608077885,6571930749495.515,28978758058.690765,19549686765568.555,23629006476498.61,674.621276935834,19520708007509.863,0.1701615352682486,0.2027843465634697,0.0,0.2770083102493075,0.6648199445983379,0.0581717451523545,0.00013,97.75735294117648,0.24705882352941175,76.47058823529412,0.11690684913753105,0.7096955826755611,4.8235294117647065,5.8235294117647065,22.414528588235292,48.079399147710284,5
lzt,Li6.6Fe0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.874972375690608,3.44,1.7634426229508195,1.9358,-1.6765573770491804,-1.5042,2.46,105.2085635359116,138.2,40.30737704918032,34.325,-103.875,-97.89262295081966,0.2483719247467438,0.2916597470997129,6553945570391.442,28978758058.690765,19389945856947.67,23628375887549.234,669.1089320555822,19360967098888.98,0.1687795763599746,0.2026518238999098,0.0,0.2762430939226519,0.6629834254143647,0.0607734806629834,0.00063,97.80882352941177,0.25882352941176473,76.47058823529413,0.1985152433458725,0.7693074223186737,4.8235294117647065,5.8235294117647065,22.437993294117646,48.06383847763465,5
kbp,Li7.2Fe1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8661538461538463,3.44,1.7554838709677418,1.9416,-1.684516129032258,-1.4983999999999995,2.46,104.98076923076924,138.2,40.68548387096774,34.25,-103.95,-97.51451612903224,0.2478292329956584,0.2943956864758881,6518271671179.518,28978758058.690765,19078193438510.15,23627114709650.484,658.350968660252,19049214680451.457,0.1660825275228593,0.20238677857279,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,0.0014,97.91176470588236,0.2823529411764706,76.47058823529413,0.32508297339144826,0.8759769632464135,4.8235294117647065,5.8235294117647065,22.484922705882354,48.032536550488864,5
b9u,Li7.8Fe1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.857431693989071,3.44,1.747777777777778,1.9474,-1.692222222222222,-1.4926,2.46,104.75546448087432,138.2,41.0515873015873,34.175,-104.025,-97.14841269841268,0.247286541244573,0.2970447706337721,6482987650647.506,28978758058.690765,18776337922245.25,23625853531751.73,647.9345279123928,18747359164186.56,0.1634710992837476,0.2021217332456702,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.0023,98.01470588235296,0.30588235294117644,76.47058823529412,0.42270908780599087,0.9704277942259426,4.8235294117647065,5.8235294117647065,22.53185211764706,48.00099344776437,5
3uq,Li7.8Al1.8Ge10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.8974863387978145,3.44,1.8641269841269843,2.094,-1.5758730158730156,-1.346,2.46,103.2363387978142,138.2,36.63888888888889,28.615,-109.58499999999998,-101.5611111111111,0.20705499276411,0.2651149702524522,6573535358730.719,28978758058.690765,19039357455248.867,23957258143336.293,657.0108151870553,19010378697190.176,0.1696663090240811,0.2099276975184903,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,8.24e-05,90.13235294117648,0.9999999999999999,74.70588235294119,0.0,2.9999999999999996,4.788235294117647,5.935294117647059,24.499796916470586,56.241902531351315,5
1dm,Li9.6Al3.6Ge8.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.8601075268817207,3.44,1.805757575757576,2.07,-1.634242424242424,-1.37,2.46,102.66397849462363,138.2,38.05303030303031,28.630000000000003,-109.57,-100.14696969696968,0.2071635311143271,0.275347541990089,6462872311912.973,28978758058.690765,18160860591648.03,23932542442172.59,626.6956145900658,18131881833589.34,0.1616234385202842,0.2086021981060344,0.0,0.2688172043010753,0.6451612903225806,0.086021505376344,0.000284,91.32352941176471,0.8235294117647058,74.70588235294119,0.0,2.749016810717158,4.752941176470588,5.811764705882354,23.694059362352938,55.021905043374105,5
rg6,Li8.4Al2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8440217391304348,3.44,1.7265625,1.9356,-1.7134375,-1.5044,2.46,104.30434782608694,138.2,40.75,33.26,-104.94,-97.45,0.2406657018813314,0.2948625180897251,6459651771422.128,28978758058.690765,18517163671478.57,23667150153040.12,638.9909337720998,18488184913419.883,0.161691367473453,0.2028168022178717,0.0,0.2717391304347826,0.6521739130434783,0.0760869565217391,0.00338,97.54117647058824,0.18823529411764706,76.11764705882354,0.500402423538188,0.5839846421642756,4.776470588235294,5.7058823529411775,21.89964126117647,48.18598842992492,5
ed4,Li7.2Al1.2Ge10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.91021978021978,3.44,1.8848387096774195,2.102,-1.5551612903225809,-1.338,2.46,103.43131868131869,138.2,36.13709677419354,28.61,-109.59,-102.06290322580644,0.2070188133140376,0.2614840577003874,6611233759295.006,28978758058.690765,19351082148784.645,23965496710390.86,667.7678218505031,19322103390725.957,0.1725202308157509,0.2103695306559756,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,7.94e-05,89.73529411764707,1.058823529411765,74.70588235294119,0.0,3.076869842499299,4.800000000000001,5.976470588235294,24.76837610117647,56.63716241205915,5
vg0,Li9.0Al3.0Ge9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.872432432432433,3.44,1.8246153846153843,2.078,-1.6153846153846154,-1.362,2.46,102.8527027027027,138.2,37.59615384615385,28.625,-109.575,-100.60384615384616,0.2071273516642547,0.2720416341979294,6499361208431.257,28978758058.690765,18444682655272.92,23940781009227.16,636.4897563214009,18415703897214.227,0.164221904375357,0.2090440312435197,0.0,0.2702702702702703,0.6486486486486487,0.081081081081081,0.00019,90.9264705882353,0.8823529411764707,74.70588235294119,0.0,2.836367870880281,4.764705882352941,5.852941176470589,23.962638547058823,55.43439847785918,5
z9y,Li7.2Al1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.863736263736264,3.44,1.7483870967741937,1.9328,-1.6916129032258065,-1.5072,2.46,104.8653846153846,138.2,40.346774193548384,33.830000000000005,-104.36999999999998,-97.8532258064516,0.2447901591895804,0.2919448205032445,6524117522716.212,28978758058.690765,19095353841408.188,23648393609244.05,658.9431404456433,19066375083349.496,0.1664696703854889,0.2028668357224506,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,0.00338,97.62352941176472,0.21176470588235297,76.29411764705884,0.32508297339144826,0.6153739684998598,4.800000000000001,5.764705882352942,22.145352571764704,48.14053604887117,5
w3n,Li8.4Al2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8440217391304348,3.44,1.7265625,1.9356,-1.7134375,-1.5044,2.46,104.30434782608694,138.2,40.75,33.26,-104.94,-97.45,0.2406657018813314,0.2948625180897251,6459651771422.128,28978758058.690765,18517163671478.57,23667150153040.12,638.9909337720998,18488184913419.883,0.161691367473453,0.2028168022178717,0.0,0.2717391304347826,0.6521739130434783,0.0760869565217391,0.00112,97.54117647058824,0.18823529411764706,76.11764705882354,0.500402423538188,0.5839846421642756,4.776470588235294,5.7058823529411775,21.89964126117647,48.18598842992492,5
ym6,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.853825136612022,3.44,1.7373015873015876,1.9342,-1.7026984126984124,-1.5058,2.46,104.58333333333334,138.2,40.5515873015873,33.544999999999995,-104.655,-97.64841269841268,0.2427279305354558,0.2934268256265362,6491708511136.674,28978758058.690765,18801669945570.93,23657771881142.08,648.8086862622562,18772691187512.234,0.1640425958904865,0.2028418189701612,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.00121,97.58235294117648,0.19999999999999998,76.20588235294119,0.42270908780599087,0.6000000000000001,4.788235294117647,5.73529411764706,22.022496916470587,48.163285202760946,5
nng,Li9.6Al3.6Ge4.8P18.0Ti3.6O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.84494623655914,3.44,1.7630303030303027,2.0136,-1.6769696969696972,-1.4264,2.46,103.13172043010752,138.2,39.37121212121212,30.37,-107.82999999999998,-98.82878787878786,0.2197539797395079,0.2848857606455291,6434458055537.811,28978758058.690765,18080784050954.39,23826841408456.992,623.9323305137965,18051805292895.7,0.1597288185875758,0.2061012997948594,0.0,0.2688172043010753,0.6451612903225806,0.086021505376344,0.0007,93.9529411764706,0.5411764705882353,75.23529411764707,0.6931471805599453,2.134054088164373,4.752941176470588,5.741176470588235,22.81971818588235,52.308059413294764,6
qno,Li6.0Ti12.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8838888888888894,3.44,1.7716666666666667,1.93,-1.6683333333333332,-1.5099999999999998,2.46,105.43888888888888,138.2,39.91666666666666,34.4,-103.79999999999998,-98.28333333333332,0.2489146164978292,0.2888326097443319,6590015846261.276,28978758058.690765,19712090022666.45,23629637065447.984,680.2254942307567,19683111264607.76,0.1715665268249938,0.2029168692270296,0.0,0.2777777777777778,0.6666666666666666,0.0555555555555555,3.83e-07,97.70588235294119,0.23529411764705882,76.47058823529412,0.0,0.6443794794178425,4.8235294117647065,5.8235294117647065,22.391063882352938,48.09489970009949,4
oxc,Li8.4Al2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8440217391304348,3.44,1.7265625,1.9356,-1.7134375,-1.5044,2.46,104.30434782608694,138.2,40.75,33.26,-104.94,-97.45,0.2406657018813314,0.2948625180897251,6459651771422.128,28978758058.690765,18517163671478.57,23667150153040.12,638.9909337720998,18488184913419.883,0.161691367473453,0.2028168022178717,0.0,0.2717391304347826,0.6521739130434783,0.0760869565217391,0.00563,97.54117647058824,0.18823529411764706,76.11764705882354,0.500402423538188,0.5839846421642756,4.776470588235294,5.7058823529411775,21.89964126117647,48.18598842992492,5
dq4,Li7.8Al0.6Sc1.2Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.851092896174864,3.44,1.7293650793650797,1.9242,-1.7106349206349205,-1.5158,2.46,104.9603825136612,138.2,41.6468253968254,34.925,-103.275,-96.5531746031746,0.2527134587554269,0.3013518480233386,6481415254621.515,28978758058.690765,18771770486169.75,23620098562296.605,647.7769146680208,18742791728111.06,0.16316281296736,0.2017332924870217,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000426,97.8294117647059,0.2117647058823529,76.61764705882354,0.5181862130502128,0.6057395605579294,4.811764705882354,5.794117647058824,22.233960132941178,48.06209543185813,6
0fa,Li7.8Al1.2Sc0.6Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.852459016393443,3.44,1.7333333333333338,1.9292,-1.706666666666666,-1.5107999999999997,2.46,104.77185792349728,138.2,41.09920634920635,34.235,-103.965,-97.10079365079363,0.2477206946454414,0.2973893368249374,6486561882879.094,28978758058.690765,18786720215870.34,23638935221719.348,648.2928004651386,18757741457811.65,0.1636027044289232,0.2022875557285914,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000269,97.70588235294119,0.20588235294117646,76.41176470588236,0.5181862130502128,0.6029053073979207,4.800000000000001,5.764705882352942,22.128228524705882,48.11287550050751,6
rr5,Li6.0Ti12.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8838888888888894,3.44,1.7716666666666667,1.93,-1.6683333333333332,-1.5099999999999998,2.46,105.43888888888888,138.2,39.91666666666666,34.4,-103.79999999999998,-98.28333333333332,0.2489146164978292,0.2888326097443319,6590015846261.276,28978758058.690765,19712090022666.45,23629637065447.984,680.2254942307567,19683111264607.76,0.1715665268249938,0.2029168692270296,0.0,0.2777777777777778,0.6666666666666666,0.0555555555555555,7.2e-05,97.70588235294119,0.23529411764705882,76.47058823529412,0.0,0.6443794794178425,4.8235294117647065,5.8235294117647065,22.391063882352938,48.09489970009949,4
6j9,Li6.9Fe0.9Ti11.1P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.870550964187328,3.44,1.7594308943089432,1.9387,-1.6805691056910568,-1.5013,2.46,105.09435261707988,138.2,40.4979674796748,34.2875,-103.9125,-97.7020325203252,0.2481005788712011,0.2930388384925818,6536059483183.26,28978758058.690765,19232802361475.1,23627745298599.86,663.6862187993995,19203823603416.41,0.167420088328258,0.2025193012363499,0.0,0.2754820936639118,0.6611570247933884,0.0633608815426997,0.000522,97.86029411764707,0.27058823529411763,76.47058823529413,0.26638446326792053,0.8244532633151521,4.8235294117647065,5.8235294117647065,22.461458,48.04821763146427,5
0x9,Li7.2Sc1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.860989010989011,3.44,1.7403225806451614,1.9228,-1.6996774193548383,-1.5172,2.46,105.2445054945055,138.2,41.45967741935484,35.21000000000001,-102.98999999999998,-96.74032258064514,0.2547756874095515,0.2999976658419308,6513767709846.575,28978758058.690765,19064972132661.832,23610720290398.57,657.8947273740816,19035993374603.14,0.1655756974152151,0.2017583092393112,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,0.000246,97.87058823529414,0.22352941176470592,76.70588235294119,0.32508297339144826,0.6207485156834315,4.8235294117647065,5.8235294117647065,22.356815788235295,48.03908659446441,5
iwe,Li7.8Sc1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.849726775956284,3.44,1.7253968253968257,1.9192,-1.7146031746031745,-1.5208,2.46,105.14890710382512,138.2,42.19444444444444,35.614999999999995,-102.585,-96.00555555555556,0.2577062228654124,0.3053143592217398,6476268626363.936,28978758058.690765,18756820756469.164,23601261902873.867,647.2610288709033,18727841998410.477,0.1627229215057967,0.2011790292454519,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000407,97.9529411764706,0.2176470588235294,76.82352941176471,0.42270908780599087,0.6085037523376471,4.8235294117647065,5.8235294117647065,22.339691741176473,48.01094382162882,5
ib2,Li6.6Sc0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.872375690607735,3.44,1.755737704918033,1.9264,-1.684262295081967,-1.5135999999999998,2.46,105.34116022099448,138.2,40.700819672131146,34.805,-103.39499999999998,-97.49918032786884,0.2518451519536903,0.2945066546463903,6551681147842.835,28978758058.690765,19383226832664.1,23620178677923.277,668.8770717298235,19354248074605.41,0.1685220069610079,0.2023375892331704,0.0,0.2762430939226519,0.6629834254143647,0.0607734806629834,0.000158,97.78823529411765,0.22941176470588237,76.58823529411765,0.1985152433458725,0.6327016822208719,4.8235294117647065,5.8235294117647065,22.373939835294117,48.067071795600995,5
