ID,True Composition,Z_by_element,n_Li,χ⁻,χ⁺(excl Li⁺),r⁺(excl Li⁺) (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),nₕₒₛₜ cₐₜᵢₒₙ,ρ⁺(excl Li⁺) (C m⁻³),Φ⁺(excl Li⁺) (|Z| pm⁻¹),chi_range_x_r_avg,Ionic conductivity (S cm-1)
mg4,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9342,33.544999999999995,138.2,40.551587301587304,0.273224043715847,23657771881142.082,0.2028418189701612,257.27500000000003,0.0062
d4q,Li6.3Cr0.3Ti11.7P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.05817174515235457,3.44,1.9312000000000002,34.41,138.2,40.15289256198347,0.2770083102493075,23627661350682.45,0.20274351708028504,259.1279501385041,0.00018
6he,Li6.6Cr0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.06077348066298342,3.44,1.9324000000000001,34.419999999999995,138.2,40.38524590163934,0.27624309392265195,23625685635916.918,0.20257016493354044,258.8776243093923,0.00026
pwy,Li7.2Cr1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.06593406593406594,3.44,1.9348,34.440000000000005,138.2,40.83870967741935,0.2747252747252747,23621734206385.855,0.2022234606400512,258.3810989010989,0.00043
rc1,Li6.3Fe0.3Ti11.7P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.05817174515235457,3.44,1.9329,34.3625,138.2,40.11363636363637,0.2770083102493075,23629006476498.61,0.20278434656346975,259.0955817174515,0.00013
lzt,Li6.6Fe0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.06077348066298342,3.44,1.9358,34.325,138.2,40.307377049180324,0.27624309392265195,23628375887549.234,0.20265182389990985,258.81306629834256,0.00063
kbp,Li7.2Fe1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.06593406593406594,3.44,1.9416000000000002,34.25,138.2,40.68548387096774,0.2747252747252747,23627114709650.484,0.20238677857279003,258.2526923076923,0.0014
b9u,Li7.8Fe1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9473999999999998,34.175,138.2,41.051587301587304,0.273224043715847,23625853531751.734,0.2021217332456702,257.69844262295084,0.0023
3uq,Li7.8Al1.8Ge10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,2.094,28.615000000000002,138.2,36.63888888888889,0.273224043715847,23957258143336.293,0.20992769751849036,253.96139344262295,8.24e-05
1dm,Li9.6Al3.6Ge8.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.08602150537634409,3.44,2.07,28.630000000000003,138.2,38.053030303030305,0.2688172043010753,23932542442172.59,0.2086021981060344,252.55338709677417,0.000284
rg6,Li8.4Al2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07608695652173914,3.44,1.9356,33.26,138.2,40.75,0.2717391304347826,23667150153040.117,0.2028168022178717,256.58869565217384,0.00338
ed4,Li7.2Al1.2Ge10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.06593406593406594,3.44,2.102,28.61,138.2,36.137096774193544,0.2747252747252747,23965496710390.86,0.21036953065597566,254.44104395604393,7.94e-05
vg0,Li9.0Al3.0Ge9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.08108108108108109,3.44,2.078,28.625,138.2,37.59615384615385,0.2702702702702703,23940781009227.16,0.20904403124351972,253.01764864864865,0.00019
z9y,Li7.2Al1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.06593406593406594,3.44,1.9328,33.830000000000005,138.2,40.346774193548384,0.2747252747252747,23648393609244.05,0.20286683572245068,257.96884615384613,0.00338
w3n,Li8.4Al2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07608695652173914,3.44,1.9356,33.26,138.2,40.75,0.2717391304347826,23667150153040.117,0.2028168022178717,256.58869565217384,0.00112
ym6,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9342,33.544999999999995,138.2,40.551587301587304,0.273224043715847,23657771881142.082,0.2028418189701612,257.27500000000003,0.00121
oxc,Li8.4Al2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07608695652173914,3.44,1.9356,33.26,138.2,40.75,0.2717391304347826,23667150153040.117,0.2028168022178717,256.58869565217384,0.00563
dq4,Li7.8Al0.6Sc1.2Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9242,34.925,138.2,41.6468253968254,0.273224043715847,23620098562296.605,0.2017332924870217,258.2025409836065,0.000426
0fa,Li7.8Al1.2Sc0.6Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9292000000000002,34.235,138.2,41.09920634920635,0.273224043715847,23638935221719.348,0.20228755572859144,257.7387704918033,0.000269
6j9,Li6.9Fe0.9Ti11.1P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.06336088154269973,3.44,1.9387,34.2875,138.2,40.4979674796748,0.27548209366391185,23627745298599.86,0.20251930123634992,258.5321074380165,0.000522
0x9,Li7.2Sc1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.06593406593406594,3.44,1.9228,35.21000000000001,138.2,41.45967741935484,0.2747252747252747,23610720290398.57,0.2017583092393112,258.90148351648355,0.000246
iwe,Li7.8Sc1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9192,35.614999999999995,138.2,42.19444444444444,0.273224043715847,23601261902873.867,0.20117902924545197,258.6663114754098,0.000407
ib2,Li6.6Sc0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.06077348066298342,3.44,1.9264000000000001,34.805,138.2,40.700819672131146,0.27624309392265195,23620178677923.273,0.2023375892331704,259.1392541436464,0.000158
ppz,Li7.8In1.8Hf10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.8628,39.480000000000004,138.2,45.261904761904766,0.273224043715847,23506105403939.29,0.197609477124183,261.26409836065574,1e-05
dx2,Li6.6Fe0.6Hf11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""P"", ""value"": 5.0}]",0.06077348066298342,3.44,1.8446,38.695,138.2,43.88934426229508,0.27624309392265195,23521609665862.87,0.19863896806887218,261.78273480662983,0.000107
21m,Li6.6Lu0.6Hf11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Lu"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.06077348066298342,3.44,1.828,39.473333333333336,138.2,44.52732240437158,0.27624309392265195,23511675208942.73,0.19820887704675366,262.31165745856356,5.88e-05
4k1,Li6.6Sc0.6Hf11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.06077348066298342,3.44,1.8352000000000002,39.175,138.2,44.2827868852459,0.27624309392265195,23513412456236.918,0.19832473340213277,262.1089226519337,2.45e-05
gzp,Li7.2Lu1.2Hf10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Lu"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.06593406593406594,3.44,1.822,39.94666666666667,138.2,45.27956989247312,0.2747252747252747,23506098848949.438,0.197724943635991,262.1026373626373,9.79e-05
ew5,Li7.8Fe1.8Hf10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.8658000000000001,38.085,138.2,44.154761904761905,0.273224043715847,23530325859716.57,0.19853128329158387,260.32647540983606,5.4e-05
jdk,Li7.8Lu1.8Hf10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Lu"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.816,40.419999999999995,138.2,46.007936507936506,0.273224043715847,23500522488956.145,0.1972410102252283,261.89590163934423,3.56e-05
h8a,Li7.8Sc1.8Hf10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.8376,39.525,138.2,45.29761904761905,0.273224043715847,23505734230838.7,0.19758857929136567,261.2943442622951,8.32e-05
jq7,Li7.8Y1.8Hf10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.8292000000000002,40.437,138.2,46.02142857142858,0.273224043715847,23500453041657.516,0.19723545419557437,261.90732786885246,3.19e-05
ylt,Li8.4In2.4Hf9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.07608695652173914,3.44,1.8724,39.63999999999999,138.2,45.734375,0.2717391304347826,23502390015607.043,0.19724836601307189,260.85358695652167,0.000142
gnq,Li8.4Lu2.4Hf9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Lu"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.07608695652173914,3.44,1.81,40.89333333333333,138.2,46.713541666666664,0.2717391304347826,23494946128962.855,0.19675707681446564,261.69141304347824,2.06e-05
sso,Li8.4Y2.4Hf9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.07608695652173914,3.44,1.8276000000000001,40.916000000000004,138.2,46.73125,0.2717391304347826,23494853532564.684,0.19674966877492703,261.7065652173913,2.09e-05
lpx,Li6.9Y0.9Zr11.1P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.06336088154269973,3.44,1.8427000000000002,41.9385,138.2,46.71829268292683,0.27548209366391185,23476479456833.227,0.19638293574534876,263.7170826446281,7.1e-05
l8t,Li7.8Al0.6Y1.2Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9186,35.532999999999994,138.2,42.12936507936508,0.273224043715847,23616577769509.15,0.2014978757564942,258.6111967213115,7.3e-05
3tt,Li7.8Al0.9Y0.9Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9224999999999999,35.035999999999994,138.2,41.734920634920634,0.273224043715847,23626876297417.383,0.20183386155991095,258.2771475409836,1.9e-05
ag1,Li7.8Al1.8Ge10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,2.094,28.615000000000002,138.2,36.63888888888889,0.273224043715847,23957258143336.293,0.20992769751849036,253.96139344262295,3.9e-05
0y6,Li9.6Al3.6Ge8.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.08602150537634409,3.44,2.07,28.630000000000003,138.2,38.053030303030305,0.2688172043010753,23932542442172.59,0.2086021981060344,252.55338709677417,0.00014
yq2,Li6.6Al0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.06077348066298342,3.44,1.9314000000000002,34.115,138.2,40.135245901639344,0.27624309392265195,23639015337346.016,0.20289185247474018,258.6703591160221,3e-05
kab,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9342,33.544999999999995,138.2,40.551587301587304,0.273224043715847,23657771881142.082,0.2028418189701612,257.27500000000003,3.75e-05
tp2,Li9.6Al3.6Ti8.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.08602150537634409,3.44,1.9384000000000001,32.690000000000005,138.2,41.128787878787875,0.2688172043010753,23685906696836.188,0.20276676871329277,255.23822580645162,2.3e-05
nf0,Li9.0Al3.0Ti9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.08108108108108109,3.44,1.937,32.975,138.2,40.94230769230769,0.2702702702702703,23676528424938.152,0.20279178546558227,255.9098108108108,1.1e-05
fkt,Li7.2La1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.06593406593406594,3.44,1.9124,36.73866666666667,138.2,42.692473118279565,0.2747252747252747,23604729790624.56,0.20128092703427247,259.93459340659336,0.000528
ctg,Li7.8La1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.07103825136612021,3.44,1.9036000000000002,37.907999999999994,138.2,44.01428571428571,0.273224043715847,23592276153212.848,0.20046295593789384,260.20750819672134,0.000528
cmn,Li10.8Cr4.8Ti7.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.09574468085106384,3.44,1.9492,34.559999999999995,138.2,43.27941176470589,0.26595744680851063,23598025629199.473,0.20014323487911592,255.51287234042553,0.00024
vtr,Li6.0Fe6.0Sb6.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Sb"", ""value"": 5.0}, {""element"": ""P"", ""value"": 5.0}]",0.05555555555555555,3.44,2.0900000000000003,33.55,138.2,39.208333333333336,0.2777777777777778,23655920248417.51,0.20370994212663038,258.79883333333333,1.37e-06
tvf,Li12.0N8.0H16.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""N"", ""value"": -3.0}, {""element"": ""H"", ""value"": 1.0}]",0.3,2.9133333333333336,0,0,170.66666666666666,67.5,0.0,0,0,147.187,1e-05
gvd,Li3.0N1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""N"", ""value"": -3.0}]",0.75,3.04,0,0,146.0,67.5,0.0,0,0,179.4775,0.0005767
11b,Li6.0P2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": -3.0}]",0.75,2.19,0,0,212.0,67.5,0.0,0,0,125.38624999999999,0.000703
fft,Li6.0N2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""N"", ""value"": -3.0}]",0.75,3.04,0,0,146.0,67.5,0.0,0,0,179.4775,0.0002085
lf5,Li48.0Ba8.0La16.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.2580000000000002,102.57238095238094,138.2,83.44199134199134,0.21739130434782608,327263081278.80945,0.04417258637834512,285.6290372670807,6e-06
68u,Li40.0La24.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.22727272727272727,3.44,1.3,96.88,138.2,82.19,0.22727272727272727,336117547862.4076,0.04650283761585329,277.34263636363636,8e-06
gyw,Li48.0Sr8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.23,101.05333333333333,138.2,82.75151515151515,0.21739130434782608,267167911421.1679,0.04216514981569508,278.08608695652174,4.2e-06
0v9,Li44.0La24.0Nb14.0In2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.24444444444444444,3.44,1.3090000000000002,97.6925,138.2,81.87738095238095,0.2222222222222222,310418126336.5227,0.04445626898840231,275.31363333333326,2.4e-05
qtc,Li44.0La22.0K2.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""K"", ""value"": 1.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.24444444444444444,3.44,1.286,98.43166666666666,138.2,82.22936507936508,0.2222222222222222,333277004930.9167,0.04557531356616617,293.6505703703704,1.06e-05
rwr,Li64.0Ge8.0P32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": -3.0}]",0.6153846153846154,2.19,2.01,46.0,212.0,65.11111111111111,0.07692307692307693,1571666508793.5586,0.08695652173913043,133.47230769230768,1.8e-05
pql,Li64.0Si8.0P32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": -3.0}]",0.6153846153846154,2.19,1.9,33.0,212.0,63.666666666666664,0.07692307692307693,4256886531984.5776,0.12121212121212122,132.2623076923077,4.5e-05
9yt,Li24.0P4.0S20.0Cl1.0Br3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.46153846153846156,2.651666666666667,2.19,17.0,185.375,60.285714285714285,0.07692307692307693,38922178734970.945,0.29411764705882354,257.2819230769231,0.00186
122,Li24.0P4.0S20.0Cl4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.46153846153846156,2.676666666666667,2.19,17.0,183.5,60.285714285714285,0.07692307692307693,38922178734970.945,0.29411764705882354,255.39538461538464,0.00205
6jf,Li24.0P4.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.46153846153846156,2.643333333333333,2.19,17.0,186.0,60.285714285714285,0.07692307692307693,38922178734970.945,0.29411764705882354,234.24923076923076,0.00115
ymc,Li24.0P4.0S20.0Br2.0I2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.46153846153846156,2.6183333333333336,2.19,17.0,188.0,60.285714285714285,0.07692307692307693,38922178734970.945,0.29411764705882354,236.07692307692307,2.62e-05
kgl,Li24.0P4.0S20.0Cl3.0Br1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.46153846153846156,2.668333333333333,2.19,17.0,184.125,60.285714285714285,0.07692307692307693,38922178734970.945,0.29411764705882354,256.02423076923077,0.00226
vqj,Li24.0P4.0S20.0Br3.0I1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.46153846153846156,2.6308333333333334,2.19,17.0,187.0,60.285714285714285,0.07692307692307693,38922178734970.945,0.29411764705882354,235.16307692307694,0.000112
