ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1),conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity,r_ratio_x_chi_diff,log_rho_ratio,n_Li × r⁻ (pm),chi_range_x_r_avg,field_x_r_diff
ag1,Li7.8Al1.8Ge10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.8974863387978145,3.44,1.8641269841269843,2.094,-1.5758730158730156,-1.346,2.46,103.2363387978142,138.2,36.63888888888889,28.615,-109.58499999999998,-101.5611111111111,0.20705499276411,0.2651149702524522,6573535358730.719,28978758058.690765,19039357455248.867,23957258143336.293,657.0108151870553,19010378697190.176,0.1696663090240811,0.2099276975184903,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,3.9e-05,3.9e-05,exact,3.9e-05,1.0,-4.4089353929735005,-0.41778752772481664,2.8175725186273604,9.817486338797812,253.96139344262292,-17.231498862606813
0y6,Li9.6Al3.6Ge8.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.8601075268817207,3.44,1.805757575757576,2.07,-1.634242424242424,-1.37,2.46,102.66397849462363,138.2,38.05303030303031,28.630000000000003,-109.57,-100.14696969696968,0.2071635311143271,0.275347541990089,6462872311912.973,28978758058.690765,18160860591648.03,23932542442172.59,626.6956145900658,18131881833589.34,0.1616234385202842,0.2086021981060344,0.0,0.2688172043010753,0.6451612903225806,0.086021505376344,0.00014,0.00014,exact,0.00014,1.0,-3.853871964321762,-0.4499846345310757,2.7970566556605596,11.888172043010739,252.55338709677414,-16.186097599810946
yq2,Li6.6Al0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8737569060773485,3.44,1.7598360655737704,1.9314,-1.6801639344262296,-1.5085999999999995,2.46,105.15055248618783,138.2,40.135245901639344,34.115,-104.08499999999998,-98.06475409836064,0.2468523878437048,0.2904142250480416,6556884644920.94,28978758058.690765,19398666717436.84,23639015337346.016,669.4098718153712,19369687959378.15,0.1689763210934421,0.2028918524747401,0.0,0.2762430939226519,0.6629834254143647,0.0607734806629834,3e-05,3e-05,exact,3e-05,1.0,-4.522878745280337,-0.48794350697006206,2.8256921126278676,8.398895027624306,258.67035911602204,-16.57062137647403
kab,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.853825136612022,3.44,1.7373015873015876,1.9342,-1.7026984126984124,-1.5058,2.46,104.58333333333334,138.2,40.5515873015873,33.544999999999995,-104.655,-97.64841269841268,0.2427279305354558,0.2934268256265362,6491708511136.674,28978758058.690765,18801669945570.93,23657771881142.08,648.8086862622562,18772691187512.234,0.1640425958904865,0.2028418189701612,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,3.75e-05,3.75e-05,exact,3.75e-05,1.0,-4.425968732272281,-0.49961739023743706,2.812116655584286,9.817486338797812,257.27500000000003,-16.01849910363316
tp2,Li9.6Al3.6Ti8.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8247311827957,3.44,1.706060606060606,1.9384,-1.733939393939394,-1.5015999999999998,2.46,103.75537634408605,138.2,41.12878787878788,32.690000000000005,-105.51,-97.07121212121211,0.2365412445730825,0.2976033855194492,6396572380370.928,28978758058.690765,17974015330029.54,23685906696836.188,620.2479517454375,17945036571970.848,0.1572026586772981,0.2027667687132927,0.0,0.2688172043010753,0.6451612903225806,0.086021505376344,2.3e-05,2.3e-05,exact,2.3e-05,1.0,-4.638272163982407,-0.5160262339219055,2.792565338769119,11.888172043010739,255.23822580645168,-15.25985262648251
nf0,Li9.0Al3.0Ti9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8343243243243244,3.44,1.7161538461538464,1.937,-1.7238461538461536,-1.503,2.46,104.02837837837838,138.2,40.94230769230769,32.975,-105.225,-97.2576923076923,0.2386034732272069,0.2962540354002004,6427941591055.849,28978758058.690765,18241411436589.062,23676528424938.152,629.4752659739481,18212432678530.37,0.1594124845461743,0.2027917854655822,0.0,0.2702702702702703,0.6486486486486487,0.081081081081081,1.1e-05,1.1e-05,exact,1.1e-05,1.0,-4.958607314841775,-0.5106963794860376,2.7989786700085086,11.205405405405394,255.9098108108108,-15.504090371996572
fkt,Li7.2La1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.858131868131868,3.44,1.7319354838709675,1.9124,-1.7080645161290324,-1.5275999999999998,2.46,105.66446886446886,138.2,42.692473118279565,36.73866666666667,-101.46133333333331,-95.50752688172042,0.2658369512783406,0.308918039929664,6512121968150.418,28978758058.690765,19060141084456.984,23604729790624.56,657.7280173930995,19031162326398.293,0.1651907117659903,0.2012809270342724,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,0.000528,0.000528,exact,0.000528,1.0,-3.277366077466188,-0.5276519423959907,2.818046341996187,9.112087912087906,259.93459340659336,-15.776956344600848
ctg,Li7.8La1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.845464480874317,3.44,1.713015873015873,1.9036,-1.7269841269841266,-1.5363999999999998,2.46,105.77540983606558,138.2,44.01428571428571,37.908,-100.292,-94.18571428571428,0.2742981186685962,0.3184825304941079,6473813503505.734,28978758058.690765,18749689209119.152,23592276153212.848,647.0149331846917,18720710451060.46,0.162154609356941,0.2004629559378938,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000528,0.000528,exact,0.000528,1.0,-3.277366077466188,-0.5500142748850624,2.810914304354738,9.817486338797812,260.20750819672134,-15.272647707004458
cmn,Li10.8Cr4.8Ti7.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8079787234042555,3.44,1.6926470588235296,1.9492,-1.7473529411764703,-1.4908,2.46,103.86702127659576,138.2,43.27941176470589,34.559999999999995,-103.64,-94.9205882352941,0.2500723589001447,0.3131650634204478,6306474037152.522,28978758058.690765,17384406882612.225,23598025629199.477,599.9017227516629,17355428124553.531,0.1510857119209185,0.2001432348791159,0.0,0.2659574468085106,0.6382978723404256,0.0957446808510638,0.00024,0.00024,exact,0.00024,1.0,-3.619788758288394,-0.5472098946414353,2.778080109112762,13.231914893617017,255.5128723404256,-14.34114464948177
vtr,Li6.0Fe6.0Sb6.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Sb"", ""value"": 5.0}, {""element"": ""P"", ""value"": 5.0}]",2.928333333333333,3.44,1.905,2.0900000000000003,-1.535,-1.3499999999999996,2.46,105.20277777777775,138.2,39.208333333333336,33.55,-104.65,-98.99166666666665,0.2427641099855282,0.2837071876507477,6597316730419.48,28978758058.690765,19733992675141.05,23655920248417.51,680.9813117309493,19705013917082.363,0.1722274209079944,0.2037099421266303,0.0,0.2777777777777778,0.6666666666666666,0.0555555555555555,1.37e-06,1.37e-06,exact,1.37e-06,1.0,-5.863279432843593,-0.43549053304389773,2.833135193669773,7.677777777777769,258.7988333333333,-17.049079441383874
tvf,Li12.0N8.0H16.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""N"", ""value"": -3.0}, {""element"": ""H"", ""value"": 1.0}]",2.048,2.9133333333333336,0.98,,-1.9333333333333336,,2.06,71.45,170.66666666666666,67.5,,,-103.16666666666666,,0.3955078125,45038996900.29088,25775180908.86589,124354808758.77034,,4.82459499308484,98579627849.90443,0.0148148148148148,,0.1,0.0,0.2,0.3,1e-05,1e-05,exact,1e-05,1.0,-5.0,-0.7646484375000001,0.6834608617936077,51.199999999999996,147.187,-1.5283950617283935
gvd,Li3.0N1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""N"", ""value"": -3.0}]",1.495,3.04,0.98,,-2.06,,2.06,87.125,146.0,67.5,,,-78.5,,0.4623287671232877,102482830908.48222,36866897357.61785,124354808758.77034,,3.3730749716337267,87487911401.1525,0.0148148148148148,,0.0,0.0,0.25,0.75,0.0005767,0.0005767,exact,0.0005767,1.0,-3.2390500485891027,-0.9523972602739726,0.5280259941405739,109.5,179.4775,-1.1629629629629619
11b,Li6.0P2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": -3.0}]",1.2825,2.19,0.98,,-1.21,,1.21,103.625,212.0,67.5,,,-144.5,,0.3183962264150943,96276529982.65248,12041693654.298868,124354808758.77034,,10.327019797117648,112313115104.47148,0.0148148148148148,,0.0,0.0,0.25,0.75,0.000703,0.000703,exact,0.000703,1.0,-3.153044674980176,-0.3852594339622641,1.0139750095735172,159.0,125.38624999999999,-2.1407407407407386
fft,Li6.0N2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""N"", ""value"": -3.0}]",1.495,3.04,0.98,,-2.06,,2.06,87.125,146.0,67.5,,,-78.5,,0.4623287671232877,102482830908.48222,36866897357.61785,124354808758.77034,,3.3730749716337267,87487911401.1525,0.0148148148148148,,0.0,0.0,0.25,0.75,0.0002085,0.0002085,exact,0.0002085,1.0,-3.6808939406902237,-0.9523972602739726,0.5280259941405739,109.5,179.4775,-1.1629629629629619
lf5,Li48.0Ba8.0La16.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.323913043478261,3.44,1.1063636363636362,1.2580000000000002,-2.333636363636364,-2.1819999999999995,2.55,112.01138716356108,138.2,83.44199134199134,102.57238095238094,-35.62761904761905,-54.75800865800865,0.7422024670939287,0.6037770719391559,118703885028.30254,28978758058.690765,216585841722.4245,327263081278.80945,7.473951826499001,187607083663.73373,0.0281592564346013,0.0441725863783451,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,6e-06,6e-06,exact,6e-06,1.0,-5.221848749616356,-1.408996130607103,0.8735502942691603,36.052173913043475,285.6290372670807,-1.5419448076489837
68u,Li40.0La24.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.394545454545455,3.44,1.14,1.3,-2.3,-2.14,2.46,112.74090909090908,138.2,82.19,96.88,-41.31999999999999,-56.00999999999999,0.7010130246020261,0.5947178002894357,120459403627.7354,28978758058.690765,230236178310.58896,336117547862.4076,7.944998120495397,201257420251.8982,0.030658826215334,0.0465028376158532,0.0,0.2272727272727272,0.5454545454545454,0.2272727272727272,8e-06,8e-06,exact,8e-06,1.0,-5.096910013008056,-1.367850940665702,0.9000937988047484,31.4090909090909,277.34263636363636,-1.7172008563208572
gyw,Li48.0Sr8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.3178260869565217,3.44,1.0936363636363635,1.23,-2.346363636363636,-2.21,2.49,111.68115942028984,138.2,82.75151515151515,101.05333333333331,-37.14666666666666,-55.44848484848484,0.7312108055957549,0.5987808621672588,105639717667.9457,28978758058.690765,189269855423.49652,267167911421.1679,6.531330812734201,160291097364.8058,0.0272467852697603,0.042165149815695,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,4.2e-06,4.2e-06,exact,4.2e-06,1.0,-5.376750709602099,-1.4049576411397227,0.815001681388454,36.052173913043475,278.08608695652174,-1.510792960200224
0v9,Li44.0La24.0Nb14.0In2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.365111111111111,3.44,1.1366666666666667,1.3090000000000002,-2.303333333333333,-2.131,2.46,111.91611111111108,138.2,81.87738095238095,97.6925,-40.50749999999999,-56.32261904761904,0.7068921852387844,0.5924557232444353,114834985624.89508,28978758058.690765,212956388557.7,310418126336.5227,7.348706529327406,183977630499.00925,0.0289297929927136,0.0444562689884023,0.0,0.2222222222222222,0.5333333333333333,0.2444444444444444,2.4e-05,2.4e-05,exact,2.4e-05,1.0,-4.619788758288394,-1.3646230158730157,0.8662109041712398,33.78222222222222,275.31363333333326,-1.629401709855087
qtc,Li44.0La22.0K2.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""K"", ""value"": 1.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.36,3.44,1.1257142857142857,1.286,-2.314285714285714,-2.154,2.62,112.08037037037036,138.2,82.22936507936508,98.43166666666666,-39.76833333333333,-55.97063492063491,0.7122407139411481,0.5950026416741323,119914736423.6493,28978758058.690765,223841568840.7448,333277004930.9167,7.724332712512999,194862810782.054,0.0294626713630773,0.0455753135661661,0.0,0.2222222222222222,0.5333333333333333,0.2444444444444444,1.06e-05,1.06e-05,exact,1.06e-05,1.0,-4.97469413473523,-1.377006113588706,0.8878609720074695,33.78222222222222,293.65057037037036,-1.6490444226494445
rwr,Li64.0Ge8.0P32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": -3.0}]",1.4315384615384614,2.19,1.0944444444444443,2.01,-1.0955555555555556,-0.1800000000000001,1.21,110.3076923076923,212.0,65.11111111111111,46.0,-166.0,-146.88888888888889,0.2169811320754717,0.3071278825995807,201128596421.609,12041693654.298868,285167219873.7468,1571666508793.5586,23.68165376570118,273125526219.448,0.0228305600286276,0.0869565217391304,0.0,0.0769230769230769,0.3076923076923077,0.6153846153846154,1.8e-05,1.8e-05,exact,1.8e-05,1.0,-4.7447274948966935,-0.33647565804798507,1.3744120272839884,130.46153846153848,133.47230769230768,-3.3535555953161875
pql,Li64.0Si8.0P32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": -3.0}]",1.4230769230769231,2.19,1.0822222222222222,1.9,-1.1077777777777778,-0.29,1.21,109.3076923076923,212.0,63.66666666666666,33.0,-179.0,-148.33333333333334,0.1556603773584905,0.300314465408805,407683982820.9181,12041693654.298868,583525000228.3044,4256886531984.5776,48.45871494330756,571483306574.0056,0.0266367377478488,0.1212121212121212,0.0,0.0769230769230769,0.3076923076923077,0.6153846153846154,4.5e-05,4.5e-05,exact,4.5e-05,1.0,-4.346787486224656,-0.33268169112508733,1.6853718930777912,130.46153846153848,132.2623076923077,-3.951116099264239
9yt,Li24.0P4.0S20.0Cl1.0Br3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8446153846153843,2.651666666666667,1.1528571428571428,2.19,-1.498809523809524,-0.4616666666666669,2.18,118.01923076923076,185.375,60.285714285714285,17.0,-168.375,-125.08928571428572,0.0917060013486176,0.3252095173875349,3056547901658.457,11135855672.728624,5666901083931.938,38922178734970.95,508.8877990588553,5655765228259.21,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,0.00186,0.00186,exact,0.00186,1.0,-2.7304870557820835,-0.48742712189393633,2.706622038483957,85.5576923076923,257.2819230769231,-6.8442877150860255
122,Li24.0P4.0S20.0Cl4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.856153846153846,2.676666666666667,1.1528571428571428,2.19,-1.5238095238095244,-0.4866666666666672,2.18,117.15384615384616,183.5,60.285714285714285,17.0,-166.5,-123.21428571428572,0.0926430517711171,0.3285325029194239,3056626960821.059,11307150525.032305,5666901083931.938,38922178734970.95,501.1785304693951,5655593933406.906,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,0.00205,0.00205,exact,0.00205,1.0,-2.688246138944246,-0.5006209568295985,2.6999924583748234,84.6923076923077,255.39538461538464,-6.74169667867146
6jf,Li24.0P4.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8407692307692307,2.643333333333333,1.1528571428571428,2.19,-1.4904761904761905,-0.4533333333333331,1.98,118.3076923076923,186.0,60.285714285714285,17.0,-169.0,-125.71428571428572,0.0913978494623656,0.3241167434715822,3056521548604.257,11078757388.627398,5666901083931.938,38922178734970.95,511.5105318353793,5655822326543.312,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,0.00115,0.00115,exact,0.00115,1.0,-2.939302159646388,-0.48308828907907253,2.708854580122278,85.84615384615384,234.24923076923076,-6.878484727224214
ymc,Li24.0P4.0S20.0Br2.0I2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8292307692307688,2.6183333333333336,1.1528571428571428,2.19,-1.4654761904761908,-0.4283333333333337,1.98,119.23076923076924,188.0,60.285714285714285,17.0,-171.0,-127.71428571428572,0.0904255319148936,0.3206686930091185,3056464334245.77,10954792945.239565,5666901083931.938,38922178734970.95,517.2987853133734,5655946290986.699,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,2.62e-05,2.62e-05,exact,2.62e-05,1.0,-4.581698708680254,-0.4699323346359821,2.7137414586288418,86.76923076923076,236.0769230769231,-6.987915166066418
kgl,Li24.0P4.0S20.0Cl3.0Br1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.852307692307692,2.668333333333333,1.1528571428571428,2.19,-1.5154761904761902,-0.478333333333333,2.18,117.4423076923077,184.125,60.285714285714285,17.0,-167.125,-123.83928571428572,0.0923285811269518,0.3274173213073417,3056600607766.859,11250052240.931076,5666901083931.938,38922178734970.95,503.7222016902328,5655651031691.008,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,0.00226,0.00226,exact,0.00226,1.0,-2.6458915608525992,-0.4961931547907689,2.7021910929245476,84.98076923076923,256.02423076923077,-6.7758936908096485
vqj,Li24.0P4.0S20.0Br3.0I1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.835,2.6308333333333334,1.1528571428571428,2.19,-1.4779761904761906,-0.4408333333333334,1.98,118.76923076923076,187.0,60.285714285714285,17.0,-170.0,-126.71428571428572,0.0909090909090909,0.322383498854087,3056492941425.0137,11016775166.93348,5666901083931.938,38922178734970.95,514.3883757327617,5655884308765.005,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,0.000112,0.000112,exact,0.000112,1.0,-3.9507819773298185,-0.47647513550874887,2.7112911457401174,86.3076923076923,235.16307692307691,-6.933199946645315
h82,Li24.0P4.0S20.0Br1.0I3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8234615384615385,2.605833333333333,1.1528571428571428,2.19,-1.4529761904761906,-0.4158333333333335,1.98,119.6923076923077,189.0,60.285714285714285,17.0,-172.0,-128.71428571428572,0.0899470899470899,0.3189720332577475,3056435727066.527,10892810723.545645,5666901083931.938,38922178734970.95,520.2423164925191,5656008273208.393,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,4.72e-06,4.72e-06,exact,4.72e-06,1.0,-5.3260580013659125,-0.4634587697512867,2.7162056747951646,87.23076923076923,236.99076923076922,-7.042630385487519
9zr,Li24.0P4.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8407692307692307,2.643333333333333,1.1528571428571428,2.19,-1.4904761904761905,-0.4533333333333331,1.98,118.3076923076923,186.0,60.285714285714285,17.0,-169.0,-125.71428571428572,0.0913978494623656,0.3241167434715822,3056521548604.257,11078757388.627398,5666901083931.938,38922178734970.95,511.5105318353793,5655822326543.312,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,0.000701,0.000701,exact,0.000701,1.0,-3.1542819820333414,-0.48308828907907253,2.708854580122278,85.84615384615384,234.24923076923076,-6.878484727224214
a8v,Li24.1P3.9Si0.1S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8385604606525916,2.643333333333333,1.1512099644128115,2.18275,-1.4921233689205216,-0.4605833333333331,1.98,118.2408829174664,186.0,60.36832740213522,17.4,-168.6,-125.63167259786478,0.0935483870967741,0.3245609000114797,2984357519923.1973,11078757388.627398,5523812690771.229,38055546429896.29,498.5949684611337,5512733933382.602,0.0539579029426213,0.2897950089126559,0.0767754318618042,0.0767754318618042,0.3838771593090211,0.4625719769673704,0.000878,0.000878,exact,0.000878,1.0,-3.0565054840938974,-0.48428490354500564,2.697747891535202,86.0383877159309,234.11694817658346,-6.778821596554764
09w,Li24.2P3.8Si0.2S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8363601532567049,2.643333333333333,1.1495744680851063,2.1755,-1.4937588652482268,-0.4678333333333331,1.98,118.1743295019157,186.0,60.45035460992907,17.799999999999997,-168.2,-125.54964539007094,0.0956989247311827,0.325001906504995,2912469981773.483,11078757388.627398,5381739108909.53,37188914124821.625,485.7710048271308,5370660351520.903,0.0532059575029954,0.2854723707664884,0.0766283524904214,0.0766283524904214,0.3831417624521072,0.4636015325670498,0.000437,0.000437,exact,0.000437,1.0,-3.359518563029578,-0.4854744790644116,2.686431588650696,86.22988505747126,233.98517241379307,-6.679989097140257
x2v,Li24.3P3.7Si0.3S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8341682600382407,2.643333333333333,1.1479505300353356,2.16825,-1.4953828032979974,-0.4750833333333331,1.98,118.10803059273424,186.0,60.53180212014135,18.200000000000003,-167.8,-125.46819787985864,0.0978494623655914,0.325439796344846,2840857348167.363,11078757388.627398,5240669580629.894,36322281819746.97,473.0376699113894,5229590823241.267,0.0524593261654163,0.2811497326203209,0.0764818355640535,0.0764818355640535,0.3824091778202677,0.4646271510516253,0.000873,0.000873,exact,0.000873,1.0,-3.0589857562944305,-0.4866570749628852,2.6748957267488747,86.4206500956023,233.8539005736138,-6.581977115966498
x9d,Li24.5P3.5Si0.5S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.829809523809524,2.643333333333333,1.144736842105263,2.15375,-1.49859649122807,-0.489583333333333,1.98,117.97619047619048,186.0,60.69298245614035,19.0,-167.0,-125.30701754385964,0.1021505376344086,0.3263063572910771,2698450511053.4766,11078757388.627398,4961500408876.508,34589017209597.65,447.8390702886592,4950421651487.881,0.0509817820447335,0.2725044563279857,0.0761904761904762,0.0761904761904762,0.3809523809523809,0.4666666666666667,0.000902,0.000902,exact,0.000902,1.0,-3.0447934624580584,-0.4890015621018211,2.65112197953017,86.8,233.59285714285716,-6.388375057096649
