source_row_number,audit_priority,audit_issue_codes,audit_evidence,recommended_actions,duplicate_group_id,duplicate_group_size,duplicate_observed_bound_ratio,duplicate_log10_span,duplicate_same_order_candidate_lt10x,ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID
316,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=5.6e-08,exclude_from_current_high_conductivity_model,,,,,,ci1,LiTi0.2Zr1.8(PO4)3,6,Li6.0Ti1.2Zr10.8P18.0O72.0,5.6e-08,,,R-3c,167,8.828,8.828,21.978,90.0,90.0,120.0,NASICON,10.1016/0167-2738(86)90179-7,1,D1 - 333,not available,,,,,,,,273.0
317,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=8.5e-08,exclude_from_current_high_conductivity_model,,,,,,08e,LiTi1.8Zr0.2(PO4)3,6,Li6.0Ti10.8Zr1.2P18.0O72.0,8.5e-08,,,R-3c,167,8.54,8.54,20.985,90.0,90.0,120.0,NASICON,10.1016/0167-2738(86)90179-7,1,D1 - 333,not available,,,,,,,,275.0
318,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=3.2e-08,exclude_from_current_high_conductivity_model,,,,,,xkh,LiTi0.1Zr1.9(PO4)3,6,Li6.0Ti0.6Zr11.4P18.0O72.0,3.2e-08,,,R-3c,167,8.845,8.845,22.057,90.0,90.0,120.0,NASICON,10.1016/0167-2738(86)90179-7,1,D1 - 333,not available,,,,,,,,279.0
326,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=5.26e-07,exclude_from_current_high_conductivity_model,,,,,,lh8,Li1.3Cr0.3Hf1.7(PO4)3,6,Li7.8Cr1.8Hf10.2P18.0O72.0,5.26e-07,,,R-3c,167,8.798,8.798,21.929,90.0,90.0,120.0,NASICON,10.1016/0167-2738(93)90387-i,1,D1 - 367,not available,,,,,,,,311.0
350,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=6.5e-07,exclude_from_current_high_conductivity_model,,,,,,lc1,Li1.2Al1.1Ta0.9(PO4)3,6,Li7.2Al6.6Ta5.4P18.0O72.0,6.5e-07,,,R-3c,167,8.513,8.513,21.229,90.0,90.0,120.0,NASICON,10.1039/a807007e,1,D1 - 350,not available,,,,,,,,281.0
351,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=6.5e-07,exclude_from_current_high_conductivity_model,,,,,,sxv,LiAlTa(PO4)3,6,Li6.0Al6.0Ta6.0P18.0O72.0,6.5e-07,,,R-3c,167,8.542,8.542,20.815,90.0,90.0,120.0,NASICON,10.1039/a807007e,1,D1 - 350,not available,,,,,,,,282.0
352,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=3.57e-10,exclude_from_current_high_conductivity_model,,,,,,4t5,LiCrSb(PO4)3,6,Li6.0Cr6.0Sb6.0P18.0O72.0,3.57e-10,,,R-3c,167,8.38,8.38,21.46,90.0,90.0,120.0,NASICON,10.1063/1.2357843,1,D1 - 446,not available,,,,,,,,365.0
353,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=3.17e-08,exclude_from_current_high_conductivity_model,,,,,,smk,LiAlSb(PO4)3,6,Li6.0Al6.0Sb6.0P18.0O72.0,3.17e-08,,,R-3c,167,8.24,8.24,21.13,90.0,90.0,120.0,NASICON,10.1063/1.2357843,1,D1 - 446,not available,,,,,,,,366.0
355,filter,below_1e-6_modeling_threshold|censored_upper_bound,"below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=<1E-10 || censored_upper_bound: reported as <1E-10, not an exact value",exclude_from_current_high_conductivity_model|exclude_or_use_censored_regression,,,,,,dc8,Li9Mg3(PO4)4F3,2,Li18.0Mg6.0P8.0O32.0F6.0,<1E-10,,,P63,173,12.6159,12.6159,5.0082,90.0,90.0,120.0,fluorophosphates,10.1039/c3ta15264b,1,D2 - 148,done,appendix; ICSD,downloaded,,,,,148.0,
356,filter,below_1e-6_modeling_threshold|censored_upper_bound|space_group_whitespace,"below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=<1E-10 || censored_upper_bound: reported as <1E-10, not an exact value || space_group_whitespace: leading or trailing whitespace",exclude_from_current_high_conductivity_model|exclude_or_use_censored_regression|trim_text,,,,,,hai,Pb6.12Ca1.9Li1.96(PO4)6,1,Pb6.12Ca1.9Li1.96P6.0O24.0,<1E-10,,,P63/m ,176,9.679,9.679,7.113,90.0,90.0,120.0,phosphates,10.1006/jssc.2002.9596,1,D2 - 149,done,59615-ICSD ,,,,,59615.0,149.0,
357,filter,below_1e-6_modeling_threshold|censored_upper_bound|space_group_whitespace,"below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=<1E-10 || censored_upper_bound: reported as <1E-10, not an exact value || space_group_whitespace: leading or trailing whitespace",exclude_from_current_high_conductivity_model|exclude_or_use_censored_regression|trim_text,,,,,,ux3,Li0.284Sm4.512Si3O12.91,2,Li0.57Sm9.02Si6.0O25.82,<1E-10,,,P63/m ,176,9.4601,9.4601,6.9113,90.0,90.0,120.0,silicates,10.1016/0167-2738(95)00240-5,1,D2 - 150,done,83279-ICSD,,,,,83279.0,150.0,
359,filter,below_1e-6_modeling_threshold|censored_upper_bound,"below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=<1E-10 || censored_upper_bound: reported as <1E-10, not an exact value",exclude_from_current_high_conductivity_model|exclude_or_use_censored_regression,,,,,,u8r,Ba3LiTa5ZrSi4O26,1,Ba3.0Li1.0Ta5.0Zr1.0Si4.0O26.0,<1E-10,,,P-62m,189,9.0495,9.0495,7.8198,90.0,90.0,120.0,oxides,10.1016/j.ssi.2015.08.011,1,D2 - 153,done,ICSD ,,,,,239276.0,153.0,
361,filter,below_1e-6_modeling_threshold|censored_upper_bound,"below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=<1E-10 || censored_upper_bound: reported as <1E-10, not an exact value",exclude_from_current_high_conductivity_model|exclude_or_use_censored_regression,,,,,,uex,Fe2Na2K(Li3Si12O30),2,Fe4.0Na4.0K2.0Li6.0Si24.0O60.0,<1E-10,,,P6/mcc,192,10.0617,10.0617,14.0832,90.0,90.0,120.0,sugilites,10.1016/j.jssc.2018.05.008,1,D2 - 156,done,ICSD not the same paper,,,,,235750.0,156.0,
369,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=1.36e-08,exclude_from_current_high_conductivity_model,,,,,,vy5,(K0.1Li0.9)(SbO3),4,K0.4Li3.6Sb4.0O12.0,1.36e-08,,,Pn-3,201,9.681,9.681,9.681,90.0,90.0,90.0,oxides,10.1016/0167-2738(81)90178-8,1,D2 - 160,done,appendix; ICSD,,,,,200984.0,160.0,
372,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=5e-08,exclude_from_current_high_conductivity_model,,,,,,br1,Li3AlN2,16,Li48.0Al16.0N32.0,5e-08,,,Ia-3,206,9.47,9.47,9.47,90.0,90.0,90.0,nitrides,10.1016/0167-2738(85)90106-7,1,D2 - 162,done,ICSD not the same paper,,,Yes,10.1002/zaac.19482570102,25565.0,162.0,
373,filter,below_1e-6_modeling_threshold|censored_upper_bound,"below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=<1E-10 || censored_upper_bound: reported as <1E-10, not an exact value",exclude_from_current_high_conductivity_model|exclude_or_use_censored_regression,,,,,,dl7,Li2MgTi3O8,4,Li8.0Mg4.0Ti12.0O32.0,<1E-10,,,P4332,212,8.3774,8.3774,8.3774,90.0,90.0,90.0,oxides,10.1039/a800234g,1,D2 - 163,done,ICSD ,,,,,86165.0,163.0,
374,filter,below_1e-6_modeling_threshold|censored_upper_bound,"below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=<1E-10 || censored_upper_bound: reported as <1E-10, not an exact value",exclude_from_current_high_conductivity_model|exclude_or_use_censored_regression,,,,,,i12,Li2CoTi3O8,4,Li8.0Co4.0Ti12.0O32.0,<1E-10,,,P4332,212,8.3766,8.3766,8.3766,90.0,90.0,90.0,oxides,10.1039/a800234g,1,D2 - 163,done,ICSD ,,,,,86166.0,163.0,
375,filter,below_1e-6_modeling_threshold|censored_upper_bound,"below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=<1E-10 || censored_upper_bound: reported as <1E-10, not an exact value",exclude_from_current_high_conductivity_model|exclude_or_use_censored_regression,,,,,,aui,Li2CoGe3O8,4,Li8.0Co4.0Ge12.0O32.0,<1E-10,,,P4332,212,8.2098,8.2098,8.2098,90.0,90.0,90.0,oxides,10.1039/a800234g,1,D2 - 163,done,ICSD ,,,,,86167.0,163.0,
376,filter,below_1e-6_modeling_threshold|censored_upper_bound,"below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=<1E-10 || censored_upper_bound: reported as <1E-10, not an exact value",exclude_from_current_high_conductivity_model|exclude_or_use_censored_regression,,,,,,mfs,Li2ZnGe3O8,4,Li8.0Zn4.0Ge12.0O32.0,<1E-10,,,P4332,212,8.1961,8.1961,8.1961,90.0,90.0,90.0,oxides,10.1039/a800234g,1,D2 - 163,done,ICSD ,,,,,86169.0,163.0,
377,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=6.56e-10,exclude_from_current_high_conductivity_model,,,,,,jl4,(Li0.61Mg0.39)(Li0.46Mg0.005Ti0.035)Ti1.5O4,8,Li8.56Mg3.16Ti12.28O32.0,6.56e-10,,,P4332,212,8.3792,8.3792,8.3792,90.0,90.0,90.0,oxides,10.1016/j.ssi.2010.06.003,1,D2 - 164,done,ICSD ,,,,,168144.0,164.0,
378,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=1.53e-11,exclude_from_current_high_conductivity_model,,,,,,jkq,(Li0.55Mg0.45)(Li0.445Mg0.055)Ti1.5O4,8,Li7.96Mg4.04Ti12.0O32.0,1.53e-11,,,P4332,212,8.3806,8.3806,8.3806,90.0,90.0,90.0,oxides,10.1016/j.ssi.2010.06.003,1,D2 - 164,done,ICSD ,,,,,168145.0,164.0,
379,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=1e-09,exclude_from_current_high_conductivity_model,,,,,,jy6,Li6PO5Cl,4,Li24.0P4.0O20.0Cl4.0,1e-09,,,F-43m,216,8.2234,8.2234,8.2234,90.0,90.0,90.0,argyrodites,10.1002/zaac.201000121,1,D2 - 173; D1 - 8,done,ICSD ,,,,,421479.0,173.0,6.0
443,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=1.04e-07,exclude_from_current_high_conductivity_model,,,,,,gwu,(La0.7Li0.3)(Ti0.6Al0.4)O3,1,La0.7Li0.3Ti0.6Al0.4O3.0,1.04e-07,,,Pm-3m,221,3.8472,3.8472,3.8472,90.0,90.0,90.0,perovskites,10.1016/j.jallcom.2017.05.278,1,D2 - 186,done,ICSD ,,,,,254048.0,186.0,
462,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=1e-08,exclude_from_current_high_conductivity_model,,,,,,kkn,Li6NBr3,4,Li24.0N4.0Br12.0,1e-08,,,Fm-3m,225,8.9334,8.9334,8.9334,90.0,90.0,90.0,halides,10.1016/j.jallcom.2015.01.082,1,D2 - 196,done,,,,Yes,10.1016/S0925-8388(97)00158-8,84090.0,196.0,
463,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=6.03e-08,exclude_from_current_high_conductivity_model,,,,,,m0v,Li(Li0.34Ti1.66)O4,8,Li10.72Ti13.28O32.0,6.03e-08,,,Fd-3m,227,8.362,8.362,8.362,90.0,90.0,90.0,oxides,10.1016/j.ssi.2010.06.003,1,D2 - 164,done,ICSD ,,,,,168137.0,164.0,
464,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=1.73e-08,exclude_from_current_high_conductivity_model,,,,,,6du,(Li0.916Mg0.084)(Li0.352Mg0.016Ti1.634)O4,8,Li10.14Mg0.8Ti13.07O32.0,1.73e-08,,,Fd-3m,227,8.3649,8.3649,8.3649,90.0,90.0,90.0,oxides,10.1016/j.ssi.2010.06.003,1,D2 - 164,done,ICSD ,,,,,168139.0,164.0,
465,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=4.24e-09,exclude_from_current_high_conductivity_model,,,,,,u0c,(Li0.826Mg0.174)(Li0.374Mg0.026Ti1.60)O4,8,Li9.6Mg1.6Ti12.8O32.0,4.24e-09,,,Fd-3m,227,8.3666,8.3666,8.3666,90.0,90.0,90.0,oxides,10.1016/j.ssi.2010.06.003,1,D2 - 164,done,ICSD ,,,,,168141.0,164.0,
466,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=1.51e-09,exclude_from_current_high_conductivity_model,,,,,,xub,(Li0.74Mg0.26)(Li0.40Mg0.04Ti1.56)O4,8,Li9.12Mg2.4Ti12.48O32.0,1.51e-09,,,Fd-3m,227,8.3703,8.3703,8.3703,90.0,90.0,90.0,oxides,10.1016/j.ssi.2010.06.003,1,D2 - 164,done,ICSD ,,,,,168142.0,164.0,
468,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=6.24e-07,exclude_from_current_high_conductivity_model,,,,,,dvn,Li2MgCl4,8,Li16.0Mg8.0Cl32.0,6.24e-07,,,Fd-3m,227,10.416,10.416,10.416,90.0,90.0,90.0,chlorides,10.1016/0167-2738(83)90223-0,1,D2 - 166,done,ICSD not the same paper,,,Yes,10.1002/zaac.19946200505,74957.0,166.0,
469,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=2.37e-07,exclude_from_current_high_conductivity_model,,,,,,t3k,Li1.9Mn0.9Ga0.1Cl4,8,Li15.2Mn7.2Ga0.8Cl32.0,2.37e-07,,,Fd-3m,227,10.4881,10.4881,10.4881,90.0,90.0,90.0,chlorides,10.1016/s0167-2738(96)00592-9,1,D2 - 198,done,ICSD ,,,,,50305.0,198.0,
470,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=9.9e-08,exclude_from_current_high_conductivity_model,,,,,,uxi,Li1.65Mn0.65In0.35Cl4,8,Li13.2Mn5.2In2.8Cl32.0,9.9e-08,,,Fd-3m,227,10.4696,10.4696,10.4696,90.0,90.0,90.0,chlorides,10.1016/s0167-2738(96)00592-9,1,D2 - 198,done,ICSD ,,,,,50306.0,198.0,
471,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=5.8e-07,exclude_from_current_high_conductivity_model,,,,,,r5y,Li2CdCl4,8,Li16.0Cd8.0Cl32.0,5.8e-07,,,Fd-3m,227,10.635,10.635,10.635,90.0,90.0,90.0,chlorides,10.1016/0025-5408(81)90142-2,1,D2 - 199,not available,,,composition corrected,,,,199.0,
472,filter,below_1e-6_modeling_threshold|censored_upper_bound,"below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=<1E-10 || censored_upper_bound: reported as <1E-10, not an exact value",exclude_from_current_high_conductivity_model|exclude_or_use_censored_regression,,,,,,ek5,LiSrNb2O6F,8,Li8.0Sr8.0Nb16.0O48.0F8.0,<1E-10,,,Fd-3m,227,10.48371,10.48371,10.48371,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,236009.0,200.0,
473,filter,below_1e-6_modeling_threshold|censored_upper_bound,"below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=<1E-10 || censored_upper_bound: reported as <1E-10, not an exact value",exclude_from_current_high_conductivity_model|exclude_or_use_censored_regression,,,,,,xut,LiSrTa2O6F,8,Li8.0Sr8.0Ta16.0O48.0F8.0,<1E-10,,,Fd-3m,227,10.46401,10.46401,10.46401,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,236010.0,200.0,
474,filter,below_1e-6_modeling_threshold|censored_upper_bound,"below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=<1E-10 || censored_upper_bound: reported as <1E-10, not an exact value",exclude_from_current_high_conductivity_model|exclude_or_use_censored_regression,,,,,,ckw,LiSr0.9Nb2O6F0.8,8,Li8.0Sr7.2Nb16.0O48.0F6.4,<1E-10,,,Fd-3m,227,10.4909,10.4909,10.4909,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,,200.0,
475,filter,below_1e-6_modeling_threshold|censored_upper_bound,"below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=<1E-10 || censored_upper_bound: reported as <1E-10, not an exact value",exclude_from_current_high_conductivity_model|exclude_or_use_censored_regression,,,,,,yab,LiSr0.9Ta2O6F0.8,8,Li8.0Sr7.2Ta16.0O48.0F6.4,<1E-10,,,Fd-3m,227,10.4687,10.4687,10.4687,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,,200.0,
476,filter,below_1e-6_modeling_threshold|censored_upper_bound,"below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=<1E-10 || censored_upper_bound: reported as <1E-10, not an exact value",exclude_from_current_high_conductivity_model|exclude_or_use_censored_regression,,,,,,ysm,Li1.1SrNb1.9Zr0.1O6F,8,Li8.8Sr8.0Nb15.2Zr0.8O48.0F8.0,<1E-10,,,Fd-3m,227,10.48854,10.48854,10.48854,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,236013.0,200.0,
477,filter,below_1e-6_modeling_threshold|censored_upper_bound,"below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=<1E-10 || censored_upper_bound: reported as <1E-10, not an exact value",exclude_from_current_high_conductivity_model|exclude_or_use_censored_regression,,,,,,e81,Li1.1SrTa1.9Zr0.1O6F,8,Li8.8Sr8.0Ta15.2Zr0.8O48.0F8.0,<1E-10,,,Fd-3m,227,10.46992,10.46992,10.46992,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,236014.0,200.0,
515,filter,below_1e-6_modeling_threshold|space_group_whitespace,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=8.7e-09 || space_group_whitespace: leading or trailing whitespace,exclude_from_current_high_conductivity_model|trim_text,,,,,,lpt,Li4Nd3TeSbO12,8,Li32.0Nd24.0Te8.0Sb8.0O96.0,8.7e-09,,,Ia-3d ,230,12.62138,12.62138,12.62138,90.0,90.0,90.0,garnet,10.1021/cm703677q,1,D2 - 215; D1 - 252,done,ICSD ,,,,,159732.0,215.0,210.0
562,filter,below_1e-6_modeling_threshold|censored_upper_bound|space_group_whitespace,"below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=<1E-10 || censored_upper_bound: reported as <1E-10, not an exact value || space_group_whitespace: leading or trailing whitespace",exclude_from_current_high_conductivity_model|exclude_or_use_censored_regression|trim_text,,,,,,bqx,Li3Nd3Te2O12,8,Li24.0Nd24.0Te16.0O96.0,<1E-10,,,Ia-3d ,230,12.56253,12.56253,12.56253,90.0,90.0,90.0,garnet,10.1021/cm060992t,1,D2 - 240; D1 - 788,not available,,,,,,,240.0,
587,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=9.5e-07,exclude_from_current_high_conductivity_model,,,,,,cz2,Li4SnSSe3,4,Li16.0Sn4.0S4.0Se12.0,9.5e-07,,,Pnma,62,14.8164,8.16696,6.55387,90.0,90.0,90.0,Chalcogenidotetrelates,10.1021/acs.chemmater.0c04150,1,,done,ICSD-111757,,,,,,,
592,filter,below_1e-6_modeling_threshold,below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=8.3e-07,exclude_from_current_high_conductivity_model,,,,,,aab,Li4Ge0.25Sn0.75Se4,4,Li16.0Ge1.0Sn3.0Se16.0,8.3e-07,,,Pnma,62,14.93267,8.23052,6.58493,90.0,90.0,90.0,Chalcogenidotetrelates,10.1021/acs.chemmater.0c04150,1,,done,ICSD-111759,,,,,,,
35,info,family_alias_not_canonical|space_group_whitespace,family_alias_not_canonical: Halide -> halides || space_group_whitespace: leading or trailing whitespace,apply_family_taxonomy_alias|trim_text,,,,,,de5,Li3InCl6,2,Li6.0In2.0Cl12.0,0.00204,,,C2/m ,12,6.432,11.093,6.398,90.0,109.8,90.0,Halide,10.1002/anie.201909805,1,D2 - 20,done,89617-ICSD,ICSD 17638,partial occupancy corrected,,,89617.0,20.0,
39,info,space_group_whitespace,space_group_whitespace: leading or trailing whitespace,trim_text,,,,,,opo,Li0.6[Li0.2Sn0.8S2],6,Li4.8Sn4.8S12.0,0.00012,,,C2/m ,12,19.217,3.6996,6.529,90.0,109.056,90.0,layered,10.1039/c6ee00633g,1,D2 - 22,done,appendix,,,,,,22.0,
40,info,space_group_whitespace,space_group_whitespace: leading or trailing whitespace,trim_text,,,,,,elz,Li3YBr6,2,Li6.0Y2.0Br12.0,0.00192,,,C2/m ,12,6.9217,11.9096,6.9326,90.0,109.553,90.0,halides,10.1002/adma.201803075,1,D2 - 26,done,,,appendix: diffraction data available,Yes,10.1021/acs.chemmater.0c04352,29961.0,26.0,
125,info,space_group_whitespace,space_group_whitespace: leading or trailing whitespace,trim_text,,,,,,kmr,Li10Ge0.95Si0.05P2S12,2,Li20.0Ge1.9Si0.1P4.0S24.0,0.0086,,,P42/nmc ,137,8.7149,8.7149,12.599,90.0,90.0,90.0,thio-LISICON,10.1016/j.jpowsour.2014.07.159,1,D1 - 772,not available,,,,,,,,641.0
140,info,space_group_whitespace,space_group_whitespace: leading or trailing whitespace,trim_text,,,,,,85t,La0.57Li0.29TiO3,8,La4.56Li2.32Ti8.0O24.0,0.0016,,,Cmmm ,65,7.737,7.742,7.785,90.0,90.0,90.0,perovskites,10.1016/j.jpowsour.2012.11.098,1,D1 - 22,not available,,,,,,,,15.0
142,info,space_group_whitespace,space_group_whitespace: leading or trailing whitespace,trim_text,,,,,,i9a,Li2.5Zn0.25PS4,2,Li5.0Zn0.5P2.0S8.0,0.00084,,, I-4,82,5.836,5.836,8.829,90.0,90.0,90.0,sulfides,10.1021/acs.chemmater.7b05108,1,D2 - 69,not available,,,,,,,69.0,
150,info,space_group_whitespace,space_group_whitespace: leading or trailing whitespace,trim_text,,,,,,ihb,Li0.33La0.56Ti0.99Al0.01O2.99F0.01,2,Li0.66La1.12Ti1.98Al0.02O5.98F0.02,0.00098,,,P4mm ,99,3.8701,3.8701,7.756,90.0,90.0,90.0,perovskites,10.1007/s11581-006-0011-9,1,D1 - 83,not available,,,,,,,,83.0
151,info,space_group_whitespace,space_group_whitespace: leading or trailing whitespace,trim_text,,,,,,3k7,Li0.33La0.56Ti0.98Al0.02O2.98F0.02,2,Li0.66La1.12Ti1.96Al0.04O5.96F0.04,0.00106,,,P4mm ,99,3.8697,3.8697,7.749,90.0,90.0,90.0,perovskites,10.1007/s11581-006-0011-9,1,D1 - 83,not available,,,,,,,,83.0
152,info,space_group_whitespace,space_group_whitespace: leading or trailing whitespace,trim_text,,,,,,1sz,Li0.33La0.56Ti0.97Al0.03O2.97F0.03,2,Li0.66La1.12Ti1.94Al0.06O5.94F0.06,0.000928,,,P4mm ,99,3.8692,3.8692,7.7434,90.0,90.0,90.0,perovskites,10.1007/s11581-006-0011-9,1,D1 - 83,not available,,,,,,,,83.0
153,info,space_group_whitespace,space_group_whitespace: leading or trailing whitespace,trim_text,,,,,,yh8,Li0.33La0.56Ti0.96Al0.04O2.96F0.04,2,Li0.66La1.12Ti1.92Al0.08O5.92F0.08,0.000622,,,P4mm ,99,3.8697,3.8697,7.744,90.0,90.0,90.0,perovskites,10.1007/s11581-006-0011-9,1,D1 - 83,not available,,,,,,,,63.0
154,info,space_group_whitespace,space_group_whitespace: leading or trailing whitespace,trim_text,,,,,,coh,Li0.33La0.56Ti0.95Al0.05O2.95F0.05,2,Li0.66La1.12Ti1.9Al0.1O5.9F0.1,0.000176,,,P4mm ,99,3.8667,3.8667,7.739,90.0,90.0,90.0,perovskites,10.1007/s11581-006-0011-9,1,D1 - 83,not available,,,,,,,,83.0
155,info,space_group_whitespace,space_group_whitespace: leading or trailing whitespace,trim_text,,,,,,1pw,Li0.33La0.56Ti0.94Al0.06O2.94F0.06,2,Li0.66La1.12Ti1.88Al0.12O5.88F0.12,0.000106,,,P4mm ,99,3.8722,3.8722,7.73,90.0,90.0,90.0,perovskites,10.1007/s11581-006-0011-9,1,D1 - 83,not available,,,,,,,,83.0
156,info,space_group_whitespace,space_group_whitespace: leading or trailing whitespace,trim_text,,,,,,bw3,Li0.33La0.56Ti0.93Al0.07O2.93F0.07,2,Li0.66La1.12Ti1.86Al0.14O5.86F0.14,0.000645,,,P4mm ,99,3.8705,3.8705,7.7476,90.0,90.0,90.0,perovskites,10.1007/s11581-006-0011-9,1,D1 - 83,not available,,,,,,,,83.0
157,info,space_group_whitespace,space_group_whitespace: leading or trailing whitespace,trim_text,,,,,,my5,Li0.33La0.56Ti0.92Al0.08O2.92F0.08,2,Li0.66La1.12Ti1.84Al0.16O5.84F0.16,0.000494,,,P4mm ,99,3.8695,3.8695,7.7437,90.0,90.0,90.0,perovskites,10.1007/s11581-006-0011-9,1,D1 - 83,not available,,,,,,,,83.0
173,info,space_group_whitespace,space_group_whitespace: leading or trailing whitespace,trim_text,,,,,,sib,La0.63Li0.11(Mg0.5W0.5)O3,4,La2.52Li0.44Mg2.0W2.0O12.0,6.8e-06,,,P4/nmm ,129,5.534,5.534,7.903,90.0,90.0,90.0,perovskites,10.1016/j.ssi.2004.05.010,1,D2 - 100,done,151901-ICSD,,partial occupancy corrected,,,151901.0,100.0,
174,info,space_group_whitespace,space_group_whitespace: leading or trailing whitespace,trim_text,,,,,,r99,La0.62 Li0.14(Mg0.5W0.5)O3,4,La2.48Li0.56Mg2.0W2.0O12.0,1.2e-05,,,P4/nmm ,129,5.533,5.533,7.903,90.0,90.0,90.0,perovskites,10.1016/j.ssi.2004.05.010,1,D2 - 100,done,151902-ICSD,,partial occupancy corrected,,,151902.0,100.0,
175,info,space_group_whitespace,space_group_whitespace: leading or trailing whitespace,trim_text,,,,,,lol,Li4PS4I,2,Li8.0P2.0S8.0I2.0,0.00012,,,P4/nmm ,129,8.48284,8.48284,5.93013,90.0,90.0,90.0,thio-LISICON,10.1021/acs.chemmater.7b00013,1,D2 - 101,done,,,appendix: diffraction data available,,,432169.0,101.0,
181,info,space_group_whitespace,space_group_whitespace: leading or trailing whitespace,trim_text,,,,,,824,Li10.35Ge1.35P1.65S12,2,Li20.7Ge2.7P3.3S24.0,0.0144,,,P42/nmc ,137,8.713023,8.713023,12.639695,90.0,90.0,90.0,LGPS,10.1039/c4ta05231e,1,D2 - 104,done,193947-ICSD,,,,,193947.0,104.0,
