ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,delta_anion,tau_cationic,family,r_ratio_x_chi_diff,log_rho_ratio,n_Li × r⁻ (pm),chi_range_x_r_avg,field_x_r_diff,ir_mean_square_all,d_mean_c,r_mean_l,s_mean_square_c,entropy_c_l,Vs_variance_c_l,mp_variance_c_l,atwt_geometric_mean_all
wen,Li2.8Zr0.6Al0.4Cl3.6O1.4,,Li2.8 Zr0.6 Al0.4 Cl3.6 O1.4,0.00134,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 1.34 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,,0.00134,exact,0.00134,1.0,-2.8728952016351923,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""O"", ""value"": -2.0}]",2.315681818181818,3.2384,1.101578947368421,1.4420000000000002,-2.136821052631579,-1.7963999999999998,2.46,124.92954545454546,169.016,66.92105263157896,65.3,-103.716,-102.09494736842103,0.3863539546551806,0.39594507402600326,121511115645.7554,12757821964.754126,264607554699.70447,657315243334.32,20.740809476000877,251849732734.95035,0.02584122584122584,0.056715176715176716,0.40909090909090906,0.11363636363636363,0.15909090909090906,0.3181818181818181,0.11370019606706447,1.3157894736842106,halides,-0.8460637698645327,1.3168257021060659,53.77781818181817,307.32668181818184,-2.6382585921954336,18402.506931818185,1.8947368421052633,96.93333333333335,26.210526315789476,0.6730116670092565,119370343498806.0,342456.461016,19.585217021775364
vxk,Li2.8Zr0.5Al0.5Cl3.5O1.4,,Li2.8 Zr0.5 Al0.5 Cl3.5 O1.4,0.000969,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 0.969 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,,0.000969,exact,0.000969,1.0,-3.013676222949235,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""O"", ""value"": -2.0}]",2.3091954022988506,3.24,1.1089473684210525,1.4700000000000002,-2.1310526315789478,-1.77,2.46,123.92011494252874,168.77142857142857,66.08552631578948,62.125,-106.64642857142857,-102.68590225563909,0.3681014051125783,0.3915682107757968,132458620895.33614,12886559552.80124,286643647363.3417,741052395456.1414,22.243613292504588,273757087810.54044,0.02619866830393146,0.058073458073458074,0.40229885057471265,0.1149425287356322,0.16091954022988506,0.3218390804597701,0.11456363962688902,1.2894736842105265,halides,-0.8344524660164219,1.347205336216442,54.317241379310346,304.8434827586207,-2.690233892685416,18192.122672413796,1.5789473684210529,96.55932203389831,24.526315789473685,0.6931471805599453,124344107811256.25,356725.48022499995,19.181611445342245
thq,Li3.2Zr0.8Al0.2Cl3.8O1.6,,Li3.2 Zr0.8 Al0.2 Cl3.8 O1.6,0.00138,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 1.38 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,,0.00138,exact,0.00138,1.0,-2.8601209135987635,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""O"", ""value"": -2.0}]",2.2952083333333335,3.242962962962963,1.0766666666666667,1.3860000000000001,-2.1662962962962964,-1.856962962962963,2.46,124.64270833333333,168.3185185185185,68.48809523809523,71.65,-96.66851851851848,-99.83042328042326,0.42568102803327035,0.40689578212132455,99859492144.2021,13124962493.629234,211375315980.65292,489840939090.6771,16.104832001101187,198250353487.02368,0.02414429081095748,0.053998613998614,0.3958333333333333,0.10416666666666667,0.16666666666666669,0.33333333333333337,0.11611007319767297,1.2857142857142858,halides,-0.8814568257880101,1.2069561988002138,56.10617283950617,306.6210625,-2.410334771463519,18221.416302083333,2.2857142857142856,96.5625,27.61904761904762,0.5004024235381879,79580228999204.0,228304.307344,19.396286426623604
oyy,Li3.2Zr0.75Al0.25Cl3.75O1.6,,Li3.2 Zr0.75 Al0.25 Cl3.75 O1.6,0.00142,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 1.42 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,,0.00142,exact,0.00142,1.0,-2.8477116556169433,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""O"", ""value"": -2.0}]",2.292146596858639,3.24373831775701,1.0799999999999998,1.4000000000000001,-2.1637383177570104,-1.84373831775701,2.46,124.18141361256542,168.20000000000002,68.11011904761905,70.0625,-98.13750000000002,-100.08988095238097,0.4165428061831153,0.4049353094388766,104732692841.64697,13187348309.920671,221344024566.584,531709515151.5878,16.784574075446976,208156676256.66333,0.02430599097265764,0.05467775467775468,0.3926701570680628,0.10471204188481674,0.16753926701570682,0.33507853403141363,0.11650367385413456,1.2738095238095237,halides,-0.8761740452456893,1.2249103250877522,56.36020942408378,305.4862774869109,-2.43278374288295,18124.63870418848,2.142857142857143,96.38582677165356,26.857142857142858,0.5623351446188083,93258080858442.19,267544.11016875,19.212211056583396
okv,Li3.2Zr0.7Al0.3Cl3.7O1.6,,Li3.2 Zr0.7 Al0.3 Cl3.7 O1.6,0.00137,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 1.37 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,,0.00137,exact,0.00137,1.0,-2.8632794328435933,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""O"", ""value"": -2.0}]",2.2890526315789477,3.2445283018867923,1.0833333333333333,1.414,-2.161194968553459,-1.8305283018867924,2.46,123.71526315789474,168.07924528301885,67.73214285714286,68.475,-99.60424528301886,-100.34710242587599,0.4073971172627467,0.4029774333118444,109657190388.53864,13250911217.085531,231312733152.51517,573578091212.4985,17.45636427284064,218061821935.42963,0.0244676911343578,0.05535689535689535,0.38947368421052636,0.10526315789473684,0.16842105263157894,0.3368421052631579,0.11690004099448324,1.261904761904762,halides,-0.8709128013141451,1.2419537960326454,56.61616683217477,304.33954736842105,-2.4552619083841,18026.842394736843,2.0000000000000004,96.2063492063492,26.0952380952381,0.6108643020548935,104449050561455.25,299649.403389,19.02797259058081
nmx,Li3.2Zr0.6Al0.4Cl3.6O1.6,,Li3.2 Zr0.6 Al0.4 Cl3.6 O1.6,0.00112,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 1.12 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,,0.00112,exact,0.00112,1.0,-2.9507819773298185,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""O"", ""value"": -2.0}]",2.2827659574468084,3.2461538461538466,1.09,1.4420000000000002,-2.1561538461538463,-1.8041538461538464,2.46,122.76808510638297,167.83076923076922,66.97619047619048,65.3,-102.53076923076922,-100.85457875457874,0.3890824090200752,0.3990697938355836,119663350297.6483,13381704122.213228,251250150324.37744,657315243334.32,18.77564681073091,237868446202.1642,0.024791091457758124,0.056715176715176716,0.3829787234042553,0.10638297872340426,0.1702127659574468,0.3404255319148936,0.11770098084150704,1.2380952380952381,halides,-0.8604558708624162,1.2735949071405297,57.133878887070374,302.0094893617021,-2.500295085838431,17828.128617021277,1.7142857142857144,95.83870967741937,24.571428571428573,0.6730116670092565,119370343498806.0,342456.461016,18.65903997361548
azb,Li3.2Zr0.5Al0.5Cl3.5O1.6,,Li3.2 Zr0.5 Al0.5 Cl3.5 O1.6,0.000921,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 0.921 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,,0.000921,exact,0.000921,1.0,-3.035740369803151,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""O"", ""value"": -2.0}]",2.2763440860215054,3.247843137254902,1.0966666666666667,1.4700000000000002,-2.1511764705882355,-1.777843137254902,2.46,121.80053763440858,167.57254901960786,66.22023809523809,62.125,-105.44754901960786,-101.35231092436977,0.3707349465259413,0.3951735441315605,129884696441.36246,13517626160.875341,271187567496.23965,741052395456.1414,20.06177447643505,257669941335.36432,0.02511449178115845,0.058073458073458074,0.3763440860215054,0.1075268817204301,0.17204301075268816,0.3440860215053763,0.11851265578463581,1.2142857142857142,halides,-0.8500880299347746,1.3023693440004998,57.65937170567152,299.6293225806451,-2.5454117797115003,17625.141424731184,1.4285714285714284,95.45901639344261,23.047619047619044,0.6931471805599453,124344107811256.25,356725.48022499995,18.2895579136931
dax,Li3.6Zr0.8Al0.2Cl3.8O1.8,,Li3.6 Zr0.8 Al0.2 Cl3.8 O1.8,0.000624,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 0.624 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,,0.000624,exact,0.000624,1.0,-3.204815410317576,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""O"", ""value"": -2.0}]",2.266078431372549,3.25,1.0682608695652174,1.3860000000000001,-2.1817391304347824,-1.8639999999999999,2.46,122.66764705882352,167.24285714285713,68.40217391304347,71.65,-95.59285714285713,-98.84068322981366,0.4284188946783976,0.4089990752466937,99430274480.3516,13691169478.09572,203808315352.6631,489840939090.6771,14.886114416940986,190117145874.56735,0.0233330320286842,0.053998613998614,0.3725490196078431,0.0980392156862745,0.1764705882352941,0.3529411764705882,0.11951879737563478,1.217391304347826,halides,-0.8923292867773517,1.1727813527221662,59.026890756302514,301.76241176470586,-2.3062528275382714,17702.739656862745,2.086956521739131,95.54545454545456,26.0,0.5004024235381879,79580228999204.0,228304.307344,18.559969397134978
mny,Li3.6Zr0.75Al0.25Cl3.75O1.8,,Li3.6 Zr0.75 Al0.25 Cl3.75 O1.8,0.000733,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 0.733 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,,0.000733,exact,0.000733,1.0,-3.1348960253588722,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""O"", ""value"": -2.0}]",2.2630541871921186,3.2508108108108114,1.071304347826087,1.4000000000000001,-2.1795064629847243,-1.8508108108108112,2.46,122.22389162561576,167.11891891891892,68.05706521739131,70.0625,-97.05641891891892,-99.06185370152761,0.41923739366691465,0.40723734725935223,104013289827.8793,13756408120.687162,212910179713.73068,531709515151.5878,15.477163649539598,199153771593.04352,0.02348067130675827,0.05467775467775468,0.3694581280788177,0.09852216748768472,0.17733990147783252,0.35467980295566504,0.11988836977059218,1.2065217391304348,halides,-0.8875764303205127,1.1896913746790512,59.27370523232592,300.67077339901476,-2.326038825803745,17609.127844827584,1.9565217391304348,95.36641221374046,25.304347826086957,0.5623351446188083,93258080858442.19,267544.11016875,18.390203120444458
lim,Li3.6Zr0.7Al0.3Cl3.7O1.8,,Li3.6 Zr0.7 Al0.3 Cl3.7 O1.8,0.001,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 1 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,,0.001,exact,0.001,1.0,-3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""O"", ""value"": -2.0}]",2.26,3.2516363636363637,1.0743478260869566,1.414,-2.177288537549407,-1.8376363636363637,2.46,121.77574257425741,166.99272727272728,67.71195652173914,68.475,-98.51772727272729,-99.28077075098814,0.4100477973999956,0.4054784757850807,108641681564.98645,13822832920.416632,222012044074.79822,573578091212.4985,16.061254979569455,208189211154.3816,0.023628310584832325,0.05535689535689535,0.36633663366336633,0.099009900990099,0.1782178217821782,0.3564356435643564,0.12025984411822763,1.1956521739130437,halides,-0.8828436375498611,1.2057794767712928,59.522160216021604,299.5683267326732,-2.3458368864058845,17514.58918316832,1.8260869565217392,95.18461538461538,24.608695652173914,0.6108643020548935,104449050561455.25,299649.403389,18.220331915882138
edx,Li3.6Zr0.6Al0.4Cl3.6O1.8,,Li3.6 Zr0.6 Al0.4 Cl3.6 O1.8,0.000693,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 0.693 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,,0.000693,exact,0.000693,1.0,-3.1592667653881934,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""O"", ""value"": -2.0}]",2.2538,3.2533333333333334,1.0804347826086957,1.4420000000000002,-2.1728985507246374,-1.8113333333333332,2.46,120.86599999999999,166.73333333333332,67.02173913043478,65.3,-101.43333333333332,-99.71159420289854,0.3916433426629348,0.4019696469238392,118037316791.314,13959372786.527208,240215772796.9333,657315243334.32,17.208206734673343,226256400010.40607,0.02392358914098044,0.056715176715176716,0.35999999999999993,0.09999999999999998,0.17999999999999997,0.35999999999999993,0.12100827762808573,1.1739130434782608,halides,-0.8734392632361044,1.2357356149054715,60.02399999999999,297.33036,-2.3854592123023117,17322.6757,1.565217391304348,94.8125,23.217391304347824,0.6730116670092565,119370343498806.0,342456.461016,17.880303782562386
wdm,Li3.6Zr0.5Al0.5Cl3.5O1.8,,Li3.6 Zr0.5 Al0.5 Cl3.5 O1.8,0.00036,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 0.36 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,,0.00036,exact,0.00036,1.0,-3.4436974992327127,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""O"", ""value"": -2.0}]",2.2474747474747474,3.255094339622642,1.0865217391304347,1.4700000000000002,-2.1685726004922072,-1.785094339622642,2.46,119.93787878787879,166.46415094339622,66.33152173913044,62.125,-104.33915094339622,-100.13262920426578,0.3732034774329563,0.3984733131020236,127622762830.29466,14101065100.415546,258419501519.06845,741052395456.1414,18.32623987470656,244318436418.6529,0.024218867697128568,0.058073458073458074,0.35353535353535354,0.10101010101010101,0.18181818181818182,0.36363636363636365,0.12176359282634974,1.1521739130434783,halides,-0.8641183088204009,1.2630733668071676,60.53241852487135,295.0471818181818,-2.4250988988637454,17126.88517676768,1.3043478260869565,94.42857142857143,21.826086956521742,0.6931471805599453,124344107811256.25,356725.48022499995,17.5399447651845
trv1_0149,ZnH12C4(Br2N)2,,Zn1 H12 C4 Br4 N2,0.00029,,,,,,,,,,,hybrid_halide,10.1038/s41467-026-68394-4,1,data/database/obelix/processed/all-v1.csv,,,,PipZnBr4；含过量ZnBr2; synthesis_method=水热/溶剂热法+冷压; measured_temperature=25; amorphous=unknow; source_year=2026,,,,,,0.00029,exact,0.00029,1.0,-3.537602002101044,"[{""element"": ""Zn"", ""value"": 2.0}, {""element"": ""Br"", ""value"": -1.0}]",2.4421739130434785,2.986666666666667,2.25,2.25,-0.7366666666666668,-0.7366666666666668,1.3900000000000001,170.26666666666668,196.0,67.33333333333333,67.33333333333333,-128.66666666666669,-128.66666666666669,0.3435374149659864,0.3435374149659864,54175666326.52424,5079321332.016004,250561046304.55716,250561046304.55716,49.32963085544904,245481724972.54117,0.029702970297029705,0.029702970297029705,0.17391304347826086,0.7391304347826086,0.08695652173913043,0.0,,0.35294117647058826,hybrid_halide,-0.2530725623582767,1.6931078655525253,0.0,236.6706666666667,-3.8217821782178225,8393.294685990337,0.5882352941176471,60.99999999999999,8.235294117647058,0.7529746827658885,3948685472446.2163,2533451.3474089964,5.00088236320605
a71299,Li2.5Y0.75W0.25Br2.5Cl3.5,,Li2.5 Y0.75 W0.25 Br2.5 Cl3.5,0.00638,,,,,,,,,,,halides,10.1002/aenm.71299,1,data/database/obelix/processed/all-v1.csv,,,,Manual literature addition; original 6.38 mS/cm; temperature not recorded; synthesis_method=高能球磨法; measured_temperature=RT; amorphous=unknow,,,,,,0.00638,exact,0.00638,1.0,-2.1951793212788377,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""W"", ""value"": 5.0}]",2.3421052631578947,3.0766666666666667,1.082857142857143,1.34,-1.9938095238095237,-1.7366666666666666,2.18,145.23289473684213,187.25,73.20357142857142,87.46249999999999,-99.78750000000001,-114.04642857142858,0.46708945260347123,0.3909403013541865,67806634781.776794,5878697309.43317,173968813305.79443,298003824673.35455,29.593089106091206,168090115996.36127,0.023042297357717016,0.04361100371497252,0.631578947368421,0.10526315789473684,0.0,0.2631578947368421,0.039493189473295165,1.7142857142857142,halides,-0.7794604960809423,1.4711903018184826,49.276315789473685,316.6077105263159,-2.627891719728491,24206.30809210526,4.071428571428571,112.21428571428571,38.14285714285714,0.5623351446188083,9217894194822.562,674028.0,32.0982248060729
caltech_icsd_7931,Li1.114Ti1.9Al0.101P3O12,,Li1.114 Ti1.9 Al0.101 P3 O12,0.00173,,,,,,,,,,,nasicon,10.1016/j.solidstatesciences.2016.08.011,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,7931.0,,,0.00173,exact,0.00173,1.0,-2.7619538968712045,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.872223571625724,3.44,1.7580261651676206,1.9313357328534295,-1.6819738348323794,-1.5086642671465704,2.46,105.1182031465636,138.2,40.198896156991,34.11742651469706,-104.08257348530293,-98.00110384300899,0.2468699458371712,0.2908747912951592,6551615389376.081,28978758058.690765,19351556448379.953,23634520380901.055,667.7841889975819,19322577690321.26,0.1686063501132084,0.2028642525971937,0.0,0.276069555616892,0.6624344465912226,0.06149599779188518,0.0,1.9623875715453802,nasicon,-0.4892437881707869,2.8246361321301627,8.498746894838531,258.59077974054645,-16.523608426035267,13375.879813000274,0.6214227309893704,79.5497323686842,39.781193785772686,0.7530485825476143,53714322171076.88,613247.8429320898,19.076361849625638
caltech_icsd_7932,Li1.222Ti1.795Al0.205P3O12,,Li1.222 Ti1.795 Al0.205 P3 O12,0.00173,,,,,,,,,,,nasicon,10.1016/j.solidstatesciences.2016.08.011,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,7932.0,,,0.00173,exact,0.00173,1.0,-2.7619538968712045,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.861481176599715,3.44,1.7457264545162328,1.93287,-1.6942735454837672,-1.5071299999999999,2.46,104.81636208978156,138.2,40.43133236901318,33.81575,-104.38424999999998,-97.76866763098681,0.24468704775687414,0.2925566741607321,6516519552584.912,28978758058.690765,19028652232481.195,23648862522838.953,656.6413989841252,18999673474422.504,0.1659324378219037,0.2028655848848362,0.0,0.2743935901657337,0.6585446163977609,0.06706179343650531,0.0,1.9286403085824495,nasicon,-0.49567103358524284,2.8173282600314296,9.267939852925034,257.8482507408626,-16.22299336260909,13315.457911453188,0.5769848923175828,79.50382352941178,38.774991963998716,0.8052282936502806,51993761805873.44,592162.197281487,18.89950000313053
caltech_icsd_7933,Li1.252Ti1.718Al0.281P3O12,,Li1.252 Ti1.718 Al0.281 P3 O12,0.00317,,,,,,,,,,,nasicon,10.1016/j.solidstatesciences.2016.08.011,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,7933.0,,,0.00317,exact,0.00317,1.0,-2.4989407377822483,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.858752397128925,3.44,1.7429355303151497,1.934012802560512,-1.6970644696848503,-1.505987197439488,2.46,104.6981124321955,138.2,40.384778435450336,33.593768753750744,-104.60623124624925,-97.81522156454966,0.24308081587373911,0.29221981501773037,6508284287990.6,28978758058.690765,18946560781220.945,23660583961361.496,653.8085843033169,18917582023162.254,0.1652079496418413,0.20287392379735977,0.0,0.27390279984658383,0.6574982192756562,0.06859898087776013,0.0,1.9196928491441372,nasicon,-0.49591586540446964,2.8154506184332257,9.48037915730645,257.55735658320094,-16.15985219844167,13295.254564818366,0.5496720524716046,79.46943937878697,38.287633978563434,0.8353131895763111,50650873897262.055,576155.5595310213,18.82245980026459
caltech_icsd_7934,Li1.312Ti1.592Al0.407P3O12,,Li1.312 Ti1.592 Al0.407 P3 O12,0.00563,,,,,,,,,,,nasicon,10.1016/j.solidstatesciences.2016.08.011,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,7934.0,,,0.00563,exact,0.00563,1.0,-2.2494916051486538,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.853077931298127,3.44,1.7370797021074318,1.9357771554310863,-1.7029202978925682,-1.5042228445689136,2.46,104.47816886024793,138.2,40.35806528283948,33.23459691938387,-104.96540308061611,-97.84193471716051,0.24048188798396433,0.29202652158349846,6490592591425.895,28978758058.690765,18776976048945.535,23672402947750.297,647.9565484109592,18747997290886.844,0.16375315743315086,0.20284239638399237,0.0,0.27300529736224133,0.6553437824258642,0.0716509202118945,0.0,1.9014419267944858,nasicon,-0.49729789112750167,2.811545883311846,9.902157173283818,257.0162953962099,-16.021925739303253,13256.151845202336,0.5045159245761369,79.41755397376315,37.450166376168596,0.8750444047119166,48286275161261.56,548730.0614599755,18.68717011705871
caltech_icsd_7935,Li1.421Ti1.579Al0.421P3O12,,Li1.421 Ti1.579 Al0.421 P3 O12,0.00563,,,,,,,,,,,nasicon,10.1016/j.solidstatesciences.2016.08.011,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,7935.0,,,0.00563,exact,0.00563,1.0,-2.2494916051486538,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.841976548504425,3.44,1.7243497897523754,1.935894,-1.7156502102476245,-1.504106,2.46,104.24614570327343,138.2,40.79088148263511,33.200149999999994,-104.99985,-97.40911851736487,0.24023263386396523,0.2951583320017012,6452964075275.178,28978758058.690765,18458543238427.0,23669119590138.71,636.9680578112718,18429564480368.31,0.16120691408679436,0.20281154869989093,0.0,0.27142934694099125,0.6514304326583791,0.07714022040062972,0.0,1.8688677776047347,nasicon,-0.5063884543550569,2.8041176542127006,10.660778459367027,256.44551843005263,-15.703023400099209,13202.996108381738,0.4918237034729793,79.41488235294119,36.910294346674974,0.8788590191281012,48022796805448.13,545718.4102289713,18.570833641994263
caltech_icsd_7936,Li1.414Ti1.489Al0.511P3O12,,Li1.414 Ti1.489 Al0.511 P3 O12,0.0047,,,,,,,,,,,nasicon,10.1016/j.solidstatesciences.2016.08.011,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,7936.0,,,0.0047,exact,0.0047,1.0,-2.3279021420642825,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8430265015748883,3.44,1.7261443716869351,1.9371540000000003,-1.7138556283130648,-1.5028459999999997,2.46,104.19046649288582,138.2,40.56177892111007,32.943650000000005,-105.25634999999998,-97.63822107888993,0.2383766280752533,0.2935005710644723,6457661723173.883,28978758058.690765,18485132191116.246,23677560034846.938,637.885590323721,18456153433057.555,0.16134912944532276,0.2027890336228304,0.0,0.2715325295970457,0.6516780710329096,0.07678939937004452,0.0,1.8709073900841908,nasicon,-0.5030176056319445,2.8047427916573153,10.612294992940152,256.3085475724991,-15.753841971668852,13198.84819634517,0.46429685063922677,79.37782352941178,36.54786404739632,0.9003305609739729,46204276097247.78,525248.5797327117,18.525801980677432
