ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1),conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity,r_ratio_x_chi_diff,log_rho_ratio,Li_channel_size,chi_range_x_r_avg,field_x_r_diff
hzf,Li7.8Al1.2Sc0.6Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.852459016393443,3.44,1.7333333333333338,1.9292,-1.706666666666666,-1.5107999999999997,2.46,104.77185792349728,138.2,41.09920634920635,34.235,-103.965,-97.10079365079363,0.2477206946454414,0.2973893368249374,6486561882879.094,28978758058.690765,18786720215870.34,23638935221719.348,648.2928004651386,18757741457811.65,0.1636027044289232,0.2022875557285914,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000972,0.000972,exact,0.000972,1.0,-3.0123337350737254,-0.5075444681812263,2.8117711986264666,9.817486338797812,257.7387704918033,-15.885952443464653
x61,Li7.8Al0.9Sc0.9Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.851775956284153,3.44,1.7313492063492062,1.9267,-1.7086507936507938,-1.5133,2.46,104.86612021857924,138.2,41.37301587301587,34.58,-103.62,-96.82698412698412,0.2502170767004341,0.299370592424138,6483988568750.304,28978758058.690765,18779245351020.043,23629516892007.977,648.0348575665797,18750266592961.35,0.1633827586981416,0.2020104241078066,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.00124,0.00124,exact,0.00124,1.0,-2.906578314837765,-0.5115198003412117,2.811598367046002,9.817486338797812,257.97065573770493,-15.819859783087832
czo,Li7.8Al0.6Sc1.2Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.851092896174864,3.44,1.7293650793650797,1.9242,-1.7106349206349205,-1.5158,2.46,104.9603825136612,138.2,41.6468253968254,34.925,-103.275,-96.5531746031746,0.2527134587554269,0.3013518480233386,6481415254621.515,28978758058.690765,18771770486169.75,23620098562296.605,647.7769146680208,18742791728111.06,0.16316281296736,0.2017332924870217,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000429,0.000429,exact,0.000429,1.0,-3.3675427078152755,-0.5155029946265904,2.8114254666581986,9.817486338797812,258.2025409836065,-15.753887569182629
o8s,Li7.8Sc1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.849726775956284,3.44,1.7253968253968257,1.9192,-1.7146031746031745,-1.5208,2.46,105.14890710382512,138.2,42.19444444444444,35.614999999999995,-102.585,-96.00555555555556,0.2577062228654124,0.3053143592217398,6476268626363.936,28978758058.690765,18756820756469.164,23601261902873.867,647.2610288709033,18727841998410.477,0.1627229215057967,0.2011790292454519,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000452,0.000452,exact,0.000452,1.0,-3.344861565188618,-0.523492969573529,2.8110794592412742,9.817486338797812,258.6663114754098,-15.622304480787072
lap,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.853825136612022,3.44,1.7373015873015876,1.9342,-1.7026984126984124,-1.5058,2.46,104.58333333333334,138.2,40.5515873015873,33.544999999999995,-104.655,-97.64841269841268,0.2427279305354558,0.2934268256265362,6491708511136.674,28978758058.690765,18801669945570.93,23657771881142.08,648.8086862622562,18772691187512.234,0.1640425958904865,0.2028418189701612,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.00113,0.00113,exact,0.00113,1.0,-2.94692155651658,-0.49961739023743706,2.812116655584286,9.817486338797812,257.27500000000003,-16.01849910363316
yp3,Li6.0Ti12.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8838888888888894,3.44,1.7716666666666667,1.93,-1.6683333333333332,-1.5099999999999998,2.46,105.43888888888888,138.2,39.91666666666666,34.4,-103.79999999999998,-98.28333333333332,0.2489146164978292,0.2888326097443319,6590015846261.276,28978758058.690765,19712090022666.45,23629637065447.984,680.2254942307567,19683111264607.76,0.1715665268249938,0.2029168692270296,0.0,0.2777777777777778,0.6666666666666666,0.0555555555555555,6e-05,6e-05,exact,6e-05,1.0,-4.221848749616356,-0.481869070590127,2.8326529048625826,7.677777777777769,259.37966666666665,-16.862130144783137
tzl,Li6.3Al0.3Ti11.7P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.878808864265928,3.44,1.7657024793388432,1.9307000000000003,-1.6742975206611568,-1.5092999999999996,2.46,105.29432132963989,138.2,40.02685950413223,34.2575,-103.9425,-98.17314049586776,0.247883502170767,0.2896299529966153,6573404357500.609,28978758058.690765,19554083232426.73,23634326201397.0,674.772990368455,19525104474368.04,0.1702607206297487,0.2029043608508849,0.0,0.2770083102493075,0.6648199445983379,0.0581717451523545,0.0011,0.0011,exact,0.0011,1.0,-2.958607314841775,-0.4849267122114404,2.8291576904424276,8.03933518005539,259.0240304709141,-16.715029647312008
hyj,Li6.6Al0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8737569060773485,3.44,1.7598360655737704,1.9314,-1.6801639344262296,-1.5085999999999995,2.46,105.15055248618783,138.2,40.135245901639344,34.115,-104.08499999999998,-98.06475409836064,0.2468523878437048,0.2904142250480416,6556884644920.94,28978758058.690765,19398666717436.84,23639015337346.016,669.4098718153712,19369687959378.15,0.1689763210934421,0.2028918524747401,0.0,0.2762430939226519,0.6629834254143647,0.0607734806629834,0.00067,0.00067,exact,0.00067,1.0,-3.1739251972991736,-0.48794350697006206,2.8256921126278676,8.398895027624306,258.67035911602204,-16.57062137647403
mg4,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.853825136612022,3.44,1.7373015873015876,1.9342,-1.7026984126984124,-1.5058,2.46,104.58333333333334,138.2,40.5515873015873,33.544999999999995,-104.655,-97.64841269841268,0.2427279305354558,0.2934268256265362,6491708511136.674,28978758058.690765,18801669945570.93,23657771881142.08,648.8086862622562,18772691187512.234,0.1640425958904865,0.2028418189701612,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.0062,0.0062,exact,0.0062,1.0,-2.207608310501746,-0.49961739023743706,2.812116655584286,9.817486338797812,257.27500000000003,-16.01849910363316
d4q,Li6.3Cr0.3Ti11.7P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.878947368421053,3.44,1.766115702479339,1.9312,-1.673884297520661,-1.5087999999999997,2.46,105.3365650969529,138.2,40.15289256198347,34.41,-103.79,-98.04710743801652,0.2489869753979739,0.2905419143414144,6571558138466.108,28978758058.690765,19548575091340.324,23627661350682.45,674.5829152425558,19519596333281.637,0.1701277918937158,0.202743517080285,0.0,0.2770083102493075,0.6648199445983379,0.0581717451523545,0.00018,0.00018,exact,0.00018,1.0,-3.744727494896694,-0.4863335481876865,2.8290353378762476,8.03933518005539,259.1279501385041,-16.68053788999567
6he,Li6.6Cr0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8740331491712707,3.44,1.760655737704918,1.9324,-1.679344262295082,-1.5075999999999998,2.46,105.23480662983424,138.2,40.38524590163934,34.419999999999995,-103.78,-97.81475409836064,0.2490593342981186,0.2922231975516595,6553202406957.101,28978758058.690765,19387740732658.89,23625685635916.92,669.0328375492435,19358761974600.2,0.1687126427809833,0.2025701649335404,0.0,0.2762430939226519,0.6629834254143647,0.0607734806629834,0.00026,0.00026,exact,0.00026,1.0,-3.5850266520291822,-0.4907433501179016,2.825447434384334,8.398895027624306,258.8776243093922,-16.50258566690644
pwy,Li7.2Cr1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.864285714285714,3.44,1.7499999999999998,1.9348,-1.6900000000000002,-1.5052,2.46,105.03296703296704,138.2,40.83870967741935,34.440000000000005,-103.76,-97.36129032258064,0.2492040520984081,0.2955044115587508,6516793510941.982,28978758058.690765,19073854322974.16,23621734206385.85,658.2012343090696,19044875564915.47,0.165950819512586,0.2022234606400512,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,0.00043,0.00043,exact,0.00043,1.0,-3.3665315444204134,-0.49940245553428886,2.8183586923811976,9.112087912087906,258.3810989010989,-16.157185917835065
rc1,Li6.3Fe0.3Ti11.7P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8794182825484764,3.44,1.7675206611570249,1.9329,-1.672479338842975,-1.5071,2.46,105.32340720221606,138.2,40.11363636363637,34.3625,-103.8375,-98.0863636363636,0.2486432706222865,0.2902578608077885,6571930749495.515,28978758058.690765,19549686765568.555,23629006476498.61,674.621276935834,19520708007509.863,0.1701615352682486,0.2027843465634697,0.0,0.2770083102493075,0.6648199445983379,0.0581717451523545,0.00013,0.00013,exact,0.00013,1.0,-3.886056647693163,-0.4854502751377864,2.8290600343185033,8.03933518005539,259.0955817174515,-16.690526225243342
lzt,Li6.6Fe0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.874972375690608,3.44,1.7634426229508195,1.9358,-1.6765573770491804,-1.5042,2.46,105.2085635359116,138.2,40.30737704918032,34.325,-103.875,-97.89262295081966,0.2483719247467438,0.2916597470997129,6553945570391.442,28978758058.690765,19389945856947.67,23628375887549.234,669.1089320555822,19360967098888.98,0.1687795763599746,0.2026518238999098,0.0,0.2762430939226519,0.6629834254143647,0.0607734806629834,0.00063,0.00063,exact,0.00063,1.0,-3.2006594505464183,-0.48898430058832193,2.8254968273933443,8.398895027624306,258.8130662983425,-16.52227543040607
kbp,Li7.2Fe1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8661538461538463,3.44,1.7554838709677418,1.9416,-1.684516129032258,-1.4983999999999995,2.46,104.98076923076924,138.2,40.68548387096774,34.25,-103.95,-97.51451612903224,0.2478292329956584,0.2943956864758881,6518271671179.518,28978758058.690765,19078193438510.15,23627114709650.484,658.350968660252,19049214680451.457,0.1660825275228593,0.20238677857279,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,0.0014,0.0014,exact,0.0014,1.0,-2.853871964321762,-0.49591428218615724,2.8184574788973777,9.112087912087906,258.2526923076923,-16.195457308878304
b9u,Li7.8Fe1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.857431693989071,3.44,1.747777777777778,1.9474,-1.692222222222222,-1.4926,2.46,104.75546448087432,138.2,41.0515873015873,34.175,-104.025,-97.14841269841268,0.247286541244573,0.2970447706337721,6482987650647.506,28978758058.690765,18776337922245.25,23625853531751.73,647.9345279123928,18747359164186.56,0.1634710992837476,0.2021217332456702,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.0023,0.0023,exact,0.0023,1.0,-2.638272163982407,-0.5026657618613721,2.811531123767326,9.817486338797812,257.69844262295084,-15.880957817480706
3uq,Li7.8Al1.8Ge10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.8974863387978145,3.44,1.8641269841269843,2.094,-1.5758730158730156,-1.346,2.46,103.2363387978142,138.2,36.63888888888889,28.615,-109.58499999999998,-101.5611111111111,0.20705499276411,0.2651149702524522,6573535358730.719,28978758058.690765,19039357455248.867,23957258143336.293,657.0108151870553,19010378697190.176,0.1696663090240811,0.2099276975184903,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,8.24e-05,8.24e-05,exact,8.24e-05,1.0,-4.084072788302884,-0.41778752772481664,2.8175725186273604,9.817486338797812,253.96139344262292,-17.231498862606813
1dm,Li9.6Al3.6Ge8.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.8601075268817207,3.44,1.805757575757576,2.07,-1.634242424242424,-1.37,2.46,102.66397849462363,138.2,38.05303030303031,28.630000000000003,-109.57,-100.14696969696968,0.2071635311143271,0.275347541990089,6462872311912.973,28978758058.690765,18160860591648.03,23932542442172.59,626.6956145900658,18131881833589.34,0.1616234385202842,0.2086021981060344,0.0,0.2688172043010753,0.6451612903225806,0.086021505376344,0.000284,0.000284,exact,0.000284,1.0,-3.5466816599529625,-0.4499846345310757,2.7970566556605596,11.888172043010739,252.55338709677414,-16.186097599810946
rg6,Li8.4Al2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8440217391304348,3.44,1.7265625,1.9356,-1.7134375,-1.5044,2.46,104.30434782608694,138.2,40.75,33.26,-104.94,-97.45,0.2406657018813314,0.2948625180897251,6459651771422.128,28978758058.690765,18517163671478.57,23667150153040.12,638.9909337720998,18488184913419.883,0.161691367473453,0.2028168022178717,0.0,0.2717391304347826,0.6521739130434783,0.0760869565217391,0.00338,0.00338,exact,0.00338,1.0,-2.4710832997223453,-0.5052284958393632,2.8054946962794,10.515217391304342,256.58869565217384,-15.756823760287995
ed4,Li7.2Al1.2Ge10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.91021978021978,3.44,1.8848387096774195,2.102,-1.5551612903225809,-1.338,2.46,103.43131868131869,138.2,36.13709677419354,28.61,-109.59,-102.06290322580644,0.2070188133140376,0.2614840577003874,6611233759295.006,28978758058.690765,19351082148784.645,23965496710390.86,667.7678218505031,19322103390725.957,0.1725202308157509,0.2103695306559756,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,7.94e-05,7.94e-05,exact,7.94e-05,1.0,-4.100179497572904,-0.40664988457211865,2.824625487600255,9.112087912087906,254.44104395604396,-17.607915622241773
vg0,Li9.0Al3.0Ge9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.872432432432433,3.44,1.8246153846153843,2.078,-1.6153846153846154,-1.362,2.46,102.8527027027027,138.2,37.59615384615385,28.625,-109.575,-100.60384615384616,0.2071273516642547,0.2720416341979294,6499361208431.257,28978758058.690765,18444682655272.92,23940781009227.16,636.4897563214009,18415703897214.227,0.164221904375357,0.2090440312435197,0.0,0.2702702702702703,0.6486486486486487,0.081081081081081,0.00019,0.00019,exact,0.00019,1.0,-3.721246399047171,-0.43945187062742447,2.8037914185020245,11.205405405405394,253.01764864864865,-16.52135520287005
z9y,Li7.2Al1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.863736263736264,3.44,1.7483870967741937,1.9328,-1.6916129032258065,-1.5072,2.46,104.8653846153846,138.2,40.346774193548384,33.830000000000005,-104.36999999999998,-97.8532258064516,0.2447901591895804,0.2919448205032445,6524117522716.212,28978758058.690765,19095353841408.188,23648393609244.05,658.9431404456433,19066375083349.496,0.1664696703854889,0.2028668357224506,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,0.00338,0.00338,exact,0.00338,1.0,-2.4710832997223453,-0.49385762539323036,2.8188479413678014,9.112087912087906,257.96884615384613,-16.289594246156817
w3n,Li8.4Al2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8440217391304348,3.44,1.7265625,1.9356,-1.7134375,-1.5044,2.46,104.30434782608694,138.2,40.75,33.26,-104.94,-97.45,0.2406657018813314,0.2948625180897251,6459651771422.128,28978758058.690765,18517163671478.57,23667150153040.12,638.9909337720998,18488184913419.883,0.161691367473453,0.2028168022178717,0.0,0.2717391304347826,0.6521739130434783,0.0760869565217391,0.00112,0.00112,exact,0.00112,1.0,-2.9507819773298185,-0.5052284958393632,2.8054946962794,10.515217391304342,256.58869565217384,-15.756823760287995
ym6,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.853825136612022,3.44,1.7373015873015876,1.9342,-1.7026984126984124,-1.5058,2.46,104.58333333333334,138.2,40.5515873015873,33.544999999999995,-104.655,-97.64841269841268,0.2427279305354558,0.2934268256265362,6491708511136.674,28978758058.690765,18801669945570.93,23657771881142.08,648.8086862622562,18772691187512.234,0.1640425958904865,0.2028418189701612,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.00121,0.00121,exact,0.00121,1.0,-2.91721462968355,-0.49961739023743706,2.812116655584286,9.817486338797812,257.27500000000003,-16.01849910363316
oxc,Li8.4Al2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8440217391304348,3.44,1.7265625,1.9356,-1.7134375,-1.5044,2.46,104.30434782608694,138.2,40.75,33.26,-104.94,-97.45,0.2406657018813314,0.2948625180897251,6459651771422.128,28978758058.690765,18517163671478.57,23667150153040.12,638.9909337720998,18488184913419.883,0.161691367473453,0.2028168022178717,0.0,0.2717391304347826,0.6521739130434783,0.0760869565217391,0.00563,0.00563,exact,0.00563,1.0,-2.2494916051486538,-0.5052284958393632,2.8054946962794,10.515217391304342,256.58869565217384,-15.756823760287995
dq4,Li7.8Al0.6Sc1.2Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.851092896174864,3.44,1.7293650793650797,1.9242,-1.7106349206349205,-1.5158,2.46,104.9603825136612,138.2,41.6468253968254,34.925,-103.275,-96.5531746031746,0.2527134587554269,0.3013518480233386,6481415254621.515,28978758058.690765,18771770486169.75,23620098562296.605,647.7769146680208,18742791728111.06,0.16316281296736,0.2017332924870217,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000426,0.000426,exact,0.000426,1.0,-3.370590400897281,-0.5155029946265904,2.8114254666581986,9.817486338797812,258.2025409836065,-15.753887569182629
0fa,Li7.8Al1.2Sc0.6Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.852459016393443,3.44,1.7333333333333338,1.9292,-1.706666666666666,-1.5107999999999997,2.46,104.77185792349728,138.2,41.09920634920635,34.235,-103.965,-97.10079365079363,0.2477206946454414,0.2973893368249374,6486561882879.094,28978758058.690765,18786720215870.34,23638935221719.348,648.2928004651386,18757741457811.65,0.1636027044289232,0.2022875557285914,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000269,0.000269,exact,0.000269,1.0,-3.570247719997592,-0.5075444681812263,2.8117711986264666,9.817486338797812,257.7387704918033,-15.885952443464653
6j9,Li6.9Fe0.9Ti11.1P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.870550964187328,3.44,1.7594308943089432,1.9387,-1.6805691056910568,-1.5013,2.46,105.09435261707988,138.2,40.4979674796748,34.2875,-103.9125,-97.7020325203252,0.2481005788712011,0.2930388384925818,6536059483183.26,28978758058.690765,19232802361475.1,23627745298599.86,663.6862187993995,19203823603416.41,0.167420088328258,0.2025193012363499,0.0,0.2754820936639118,0.6611570247933884,0.0633608815426997,0.000522,0.000522,exact,0.000522,1.0,-3.282329496997738,-0.49247201873822416,2.821962799770243,8.756473829201097,258.5321074380165,-16.357282914403182
0x9,Li7.2Sc1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.860989010989011,3.44,1.7403225806451614,1.9228,-1.6996774193548383,-1.5172,2.46,105.2445054945055,138.2,41.45967741935484,35.21000000000001,-102.98999999999998,-96.74032258064514,0.2547756874095515,0.2999976658419308,6513767709846.575,28978758058.690765,19064972132661.832,23610720290398.57,657.8947273740816,19035993374603.14,0.1655756974152151,0.2017583092393112,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,0.000246,0.000246,exact,0.000246,1.0,-3.6090648928966207,-0.5098992584906881,2.8181564058051234,9.112087912087906,258.90148351648355,-16.0178463794632
iwe,Li7.8Sc1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.849726775956284,3.44,1.7253968253968257,1.9192,-1.7146031746031745,-1.5208,2.46,105.14890710382512,138.2,42.19444444444444,35.614999999999995,-102.585,-96.00555555555556,0.2577062228654124,0.3053143592217398,6476268626363.936,28978758058.690765,18756820756469.164,23601261902873.867,647.2610288709033,18727841998410.477,0.1627229215057967,0.2011790292454519,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000407,0.000407,exact,0.000407,1.0,-3.39040559077478,-0.523492969573529,2.8110794592412742,9.817486338797812,258.6663114754098,-15.622304480787072
ib2,Li6.6Sc0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.872375690607735,3.44,1.755737704918033,1.9264,-1.684262295081967,-1.5135999999999998,2.46,105.34116022099448,138.2,40.700819672131146,34.805,-103.39499999999998,-97.49918032786884,0.2518451519536903,0.2945066546463903,6551681147842.835,28978758058.690765,19383226832664.1,23620178677923.277,668.8770717298235,19354248074605.41,0.1685220069610079,0.2023375892331704,0.0,0.2762430939226519,0.6629834254143647,0.0607734806629834,0.000158,0.000158,exact,0.000158,1.0,-3.8013429130455774,-0.4960264540716416,2.825346309135646,8.398895027624306,259.13925414364644,-16.430757545905678
